permno,start_ticker,end_ticker,canonical_ticker,start_security_name,end_security_name,full_observations,liquidity_observations,invalid_liquidity_rows,delisting_rows,median_close,median_dollar_volume,endpoint_eligible,exclusion_reason,liquidity_rank,selected,decision
84398,SPY,SPY,SPY,SPDR TRUST; ETFNONE; CONS,SPDR S & P 500 E T F TRUST; ETFNONE; CONS,4279,1510,0,0,133.055,2.06299177615e10,true,,1,true,include
91047,FXE,FXE,FXE,CURRENCYSHARES EURO TRUST; ETFNONE; CONS,INVESCO CURRENCYSHARES EURO TR; ETFNONE; CONS,4279,1510,0,0,132.965,8.1944096e7,true,,47,true,include
88218,IJH,IJH,IJH,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,95.805,8.099737136e7,true,,48,true,include
88229,IJR,IJR,IJR,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,72.425,7.705805369999999e7,true,,49,true,include
91952,BND,BND,BND,VANGUARD BOND INDEX FUNDS; ETFNONE; CONS,VANGUARD BOND INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,81.62,7.588359200999999e7,true,,50,true,include
89470,SHY,SHY,SHY,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,84.39,7.5693766e7,true,,51,true,include
91132,VGK,VGK,VGK,VANGUARD INTL EQUITY INDEX FUNDS; ETFNONE; CONS,VANGUARD INTL EQUITY INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,49.08,7.53020555e7,true,,52,true,include
91315,KRE,KRE,KRE,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,26.705,7.344305185e7,true,,53,true,include
89469,IEF,IEF,IEF,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,101.66,7.2661496e7,true,,54,true,include
88893,IBB,IBB,IBB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,108.95,7.163308147e7,true,,55,true,include
92187,VEA,VEA,VEA,VANGUARD TAX MANAGED FUNDS; ETFNONE; CONS,VANGUARD TAX MANAGED FUNDS; ETFNONE; CONS,4279,1510,0,0,35.08,7.0727802e7,true,,56,true,include
88221,IWB,IWB,IWB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,73.9,6.9505794315e7,true,,57,true,include
83215,EWH,EWH,EWH,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,18.225,6.3726617e7,true,,58,true,include
83213,EWG,EWG,EWG,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,23.22,6.3189428e7,true,,59,true,include
83208,EWA,EWA,EWA,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,23.855,6.1516524e7,true,,60,true,include
91005,KBE,KBE,KBE,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,23.95,6.1025457e7,true,,61,true,include
90525,IAU,IAU,IAU,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,15.46,5.2211084e7,true,,62,true,include
91874,PFF,PFF,PFF,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,38.825,5.0206642e7,true,,63,true,include
83211,EWC,EWC,EWC,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,28.115000000000002,5.0206366e7,true,,64,true,include
89190,ILF,ILF,ILF,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,42.625,4.9724188120000005e7,true,,65,true,include
89880,IYT,IYT,IYT,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,91.825,4.6313628e7,true,,66,true,include
91209,VIG,VIG,VIG,VANGUARD SPECIALIZED FUND; ETFNONE; CONS,VANGUARD SPECIALIZED FUND; ETFNONE; CONS,4279,1510,0,0,56.144999999999996,4.5581625175e7,true,,67,true,include
91950,BSV,BSV,BSV,VANGUARD BOND INDEX FUNDS; ETFNONE; CONS,VANGUARD BOND INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,80.46,4.497780617e7,true,,68,true,include
88216,IVW,IVW,IVW,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,70.27,4.49492995e7,true,,69,true,include
91129,DBC,DBC,DBC,POWERSHARES D B COMM IDX TRK FD; ETFNONE; CONS,INVESCO D B COMM IDX TRK FD; ETFNONE; CONS,4279,1510,0,0,25.915,4.4577075739999995e7,true,,70,true,include
89895,DVY,DVY,DVY,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,53.93,4.33551105e7,true,,71,true,include
92491,EMB,EMB,EMB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,109.24,4.0849245e7,true,,72,true,include
89059,IWR,IWR,IWR,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,106.78999999999999,4.0143149e7,true,,73,true,include
91886,VEU,VEU,VEU,VANGUARD INTL EQUITY INDEX FUNDS; ETFNONE; CONS,VANGUARD INTL EQUITY INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,44.96,3.80027835e7,true,,74,true,include
91758,UUP,UUP,UUP,POWERSHARES DB US DOLLAR IND TR; ETFNONE; CONS,INVESCO DB US DOLLAR IND TR; ETFNONE; CONS,4279,1510,0,0,22.38,3.79828095e7,true,,75,true,include
91001,SDY,SDY,SDY,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,54.685,3.66691815e7,true,,76,true,include
88894,ICF,ICF,ICF,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,73.80000000000001,3.5179275e7,true,,77,true,include
89187,EPP,EPP,EPP,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,44.36,3.383402e7,true,,78,true,include
89057,IWS,IWS,IWS,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,46.88,3.27139155e7,true,,79,true,include
88217,IVE,IVE,IVE,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,62.43,3.2417758e7,true,,80,true,include
90003,VUG,VUG,VUG,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,65.5625,3.2298701e7,true,,81,true,include
91712,DBA,DBA,DBA,POWERSHARES DB MULTI SECT COM TR; ETFNONE; CONS,INVESCO DB MULTI SECT COM TR; ETFNONE; CONS,4279,1510,0,0,26.46,2.932928e7,true,,82,true,include
88301,IYM,IYM,IYM,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,69.005,2.8643108e7,true,,83,true,include
88228,IYF,IYF,IYF,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,56.989999999999995,2.81247305e7,true,,84,true,include
91706,SHV,SHV,SHV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,110.23,2.639039232e7,true,,85,true,include
90004,VTV,VTV,VTV,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,55.8945,2.51034085e7,true,,86,true,include
89058,IWP,IWP,IWP,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,59.945,2.43057325e7,true,,87,true,include
91873,MBB,MBB,MBB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,107.5,2.4136580455e7,true,,88,true,include
83221,EWS,EWS,EWS,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,12.9,2.3970584e7,true,,89,true,include
90005,VB,VB,VB,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,76.11500000000001,2.3785199759999998e7,true,,90,true,include
92274,MOO,MOO,MOO,MARKET VECTORS E T F TRUST; ETFNONE; CONS,VANECK E T F TRUST; ETFNONE; CONS,4279,1510,0,0,51.22,2.317197e7,true,,91,true,include
88223,IWV,IWV,IWV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,79.13159999999999,2.236427575e7,true,,92,true,include
83224,EWM,EWM,EWM,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,14.4,2.1259698e7,true,,93,true,include
91220,ITB,ITB,ITB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,13.885000000000002,2.0985256e7,true,,94,true,include
91747,FXY,FXY,FXY,CURRENCYSHARES JAPANESE YEN TR; ETFNONE; CONS,INVESCO CURRENCYSHARES JAPAN YN; ETFNONE; CONS,4279,1510,0,0,109.63,2.081017e7,true,,95,true,include
89690,EZA,EZA,EZA,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,63.864999999999995,1.9544116e7,true,,96,true,include
92189,DEM,DEM,DEM,WISDOMTREE TRUST; ETFNONE; CONS,WISDOMTREE TRUST; ETFNONE; CONS,4279,1510,0,0,51.81,1.9299410455e7,true,,97,true,include
92027,BIL,BIL,BIL,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,45.83,1.71783115e7,true,,98,true,include
88398,IJK,IJK,IJK,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,107.72999999999999,1.70329335e7,true,,99,true,include
91597,VYM,VYM,VYM,VANGUARD WHITEHALL FUNDS; ETFNONE; CONS,VANGUARD WHITEHALL FUNDS; ETFNONE; CONS,4279,1510,0,0,45.85,1.690558096e7,true,,100,true,include
88961,RWR,RWR,RWR,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,67.89,1.6646074815e7,true,,101,false,exclude_below_top_n
91124,XBI,XBI,XBI,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,74.08,1.6198321e7,true,,102,false,exclude_below_top_n
88397,EZU,EZU,EZU,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,34.635000000000005,1.6061011e7,true,,103,false,exclude_below_top_n
91949,BIV,BIV,BIV,VANGUARD BOND INDEX FUNDS; ETFNONE; CONS,VANGUARD BOND INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,84.195,1.563608e7,true,,104,false,exclude_below_top_n
92273,MUB,MUB,MUB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,105.60749999999999,1.548279829e7,true,,105,false,exclude_below_top_n
88225,IYW,IYW,IYW,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,68.195,1.54236495e7,true,,106,false,exclude_below_top_n
90001,VO,VO,VO,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,78.41,1.5207538265e7,true,,107,false,exclude_below_top_n
91705,IEI,IEI,IEI,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,120.79,1.5100692e7,true,,108,false,exclude_below_top_n
91292,FXA,FXA,FXA,CURRENCYSHARES AUSTRALIAN DLR TR; ETFNONE; CONS,INVESCO CURRENCYSHARES AUS DLR T; ETFNONE; CONS,4279,1510,0,0,93.91,1.4923806e7,true,,109,false,exclude_below_top_n
90347,VDE,VDE,VDE,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,104.06,1.388500081e7,true,,110,false,exclude_below_top_n
88405,IEV,IEV,IEV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,38.96,1.31637205e7,true,,111,false,exclude_below_top_n
92351,PCY,PCY,PCY,POWERSHARES E T F TRUST II; ETFNONE; CONS,INVESCO E T F TRUST II; ETFNONE; CONS,4279,1510,0,0,27.31,1.30288485e7,true,,112,false,exclude_below_top_n
83220,EWP,EWP,EWP,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,36.9,1.2170363e7,true,,113,false,exclude_below_top_n
91651,RWX,RWX,RWX,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,4279,1510,0,0,38.79,1.1886065e7,true,,114,false,exclude_below_top_n
89996,VGT,VGT,VGT,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,65.72999999999999,1.172524055e7,true,,115,false,exclude_below_top_n
90002,VV,VV,VV,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,60.925,1.1519193e7,true,,116,false,exclude_below_top_n
89999,VBK,VBK,VBK,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,83.435,1.13498288e7,true,,117,false,exclude_below_top_n
88407,IJT,IJT,IJT,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,78.73,1.10963195e7,true,,118,false,exclude_below_top_n
91229,IEO,IEO,IEO,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,64.03,1.0991671850000001e7,true,,119,false,exclude_below_top_n
91131,VPL,VPL,VPL,VANGUARD INTL EQUITY INDEX FUNDS; ETFNONE; CONS,VANGUARD INTL EQUITY INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,53.775000000000006,1.0954988e7,true,,120,false,exclude_below_top_n
88298,IYE,IYE,IYE,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,40.995,1.09364405e7,true,,121,false,exclude_below_top_n
88404,IJJ,IJJ,IJJ,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,82.89,1.0717573675e7,true,,122,false,exclude_below_top_n
91294,FXC,FXC,FXC,CURRENCYSHARES CANADIAN DLR TR; ETFNONE; CONS,INVESCO CURRENCYSHARES CA DLR TR; ETFNONE; CONS,4279,1510,0,0,96.47,1.0123764e7,true,,123,false,exclude_below_top_n
88406,IJS,IJS,IJS,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,74.28,9.83697e6,true,,124,false,exclude_below_top_n
92490,SCZ,SCZ,SCZ,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,39.555,9.824067e6,true,,125,false,exclude_below_top_n
92360,BWX,BWX,BWX,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,58.644999999999996,9.4096785e6,true,,126,false,exclude_below_top_n
92396,ECH,ECH,ECH,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,56.745000000000005,9.367521e6,true,,127,false,exclude_below_top_n
89188,IGE,IGE,IGE,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,39.03,9.29691e6,true,,128,false,exclude_below_top_n
90000,VBR,VBR,VBR,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,68.675,9.0933812e6,true,,129,false,exclude_below_top_n
91004,KIE,KIE,KIE,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,41.77,8.1554459399999995e6,true,,130,false,exclude_below_top_n
91381,GSG,GSG,GSG,ISHARES S & P GSCI COMM INDEX TR; ETFNONE; CONS,ISHARES S & P GSCI COMM INDEX TR; ETFNONE; CONS,4279,1510,0,0,32.09,7.93532175e6,true,,131,false,exclude_below_top_n
92357,SHM,SHM,SHM,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,24.27,7.921799e6,true,,132,false,exclude_below_top_n
91228,IEZ,IEZ,IEZ,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,53.41,7.669917135e6,true,,133,false,exclude_below_top_n
83212,EWQ,EWQ,EWQ,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,24.200000000000003,7.616938e6,true,,134,false,exclude_below_top_n
88224,IYZ,IYZ,IYZ,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,22.96,7.566924e6,true,,135,false,exclude_below_top_n
91642,PGF,PGF,PGF,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,17.66,7.462138e6,true,,136,false,exclude_below_top_n
92125,IDV,IDV,IDV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,32.644999999999996,7.3590975e6,true,,137,false,exclude_below_top_n
83217,EWI,EWI,EWI,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,15.14,7.268831e6,true,,138,false,exclude_below_top_n
91878,GXC,GXC,GXC,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,4279,1510,0,0,71.15,6.990792000000001e6,true,,139,false,exclude_below_top_n
89286,VXF,VXF,VXF,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,57.08,6.961085e6,true,,140,false,exclude_below_top_n
