seed_id,instance_id,phase,replicate_id,execution_order_key,generator_seed,random_order_seed,multistart_seed,mip_seed,randomness_scope
SEED-A-N011-R006-X03,A-N011-R006-X03,final,3,9157353103021465852,8502274419505304449,1311690535154431421,1524444016647137593,1895603928,instance_generation_and_stochastic_algorithms
SEED-A-N011-R006-X04,A-N011-R006-X04,final,4,6447794714989356748,4754821817545450318,8713209884396599920,3650535480106233319,34718718,instance_generation_and_stochastic_algorithms
SEED-A-N011-R010-X01,A-N011-R010-X01,final,1,7779224283003571067,193104599804678349,8709251330224112380,2036923908581409565,480937037,instance_generation_and_stochastic_algorithms
SEED-A-N011-R010-X02,A-N011-R010-X02,final,2,521387012439323894,3968487406996263566,3967803609045070996,1746162216129479377,1362615716,instance_generation_and_stochastic_algorithms
SEED-A-N011-R010-X03,A-N011-R010-X03,final,3,6893123909840348489,7890387458144677322,4519850120368968330,9138469004034374136,698491767,instance_generation_and_stochastic_algorithms
SEED-A-N011-R010-X04,A-N011-R010-X04,final,4,876647156189246397,3010593451483645374,4266230351680608703,1960976452242700661,609073991,instance_generation_and_stochastic_algorithms
SEED-A-N015-R006-X01,A-N015-R006-X01,final,1,5614765895919914098,10587062599397801,2956734683294255752,1839910907588886259,1639480945,instance_generation_and_stochastic_algorithms
SEED-A-N015-R006-X02,A-N015-R006-X02,final,2,1370181718846637938,1473219991108715544,904982336888200939,3987881569620897145,1088459892,instance_generation_and_stochastic_algorithms
SEED-A-N015-R006-X03,A-N015-R006-X03,final,3,265992213357216847,7544127307302132516,5444931627279803796,7063335317880539452,411521162,instance_generation_and_stochastic_algorithms
SEED-A-N015-R006-X04,A-N015-R006-X04,final,4,5303152469791490335,6244733780961834794,4457103800802173696,8446882318724628754,973675956,instance_generation_and_stochastic_algorithms
SEED-A-N015-R010-X01,A-N015-R010-X01,final,1,6843048131407041182,517419088957879576,3129552335059600399,3850968510646095635,436931665,instance_generation_and_stochastic_algorithms
SEED-A-N015-R010-X02,A-N015-R010-X02,final,2,2060326682165195883,4935244480875404790,4327106391224114666,2612166239161521804,1351885654,instance_generation_and_stochastic_algorithms
SEED-A-N015-R010-X03,A-N015-R010-X03,final,3,5764555704068168048,8140510236398534328,3253509855446730810,7917183346511306486,2080211463,instance_generation_and_stochastic_algorithms
SEED-A-N015-R010-X04,A-N015-R010-X04,final,4,2968367803526721861,784330960033400474,5934661866556266830,8092645733585350235,908476761,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C01-X01,B-N064-R032-C01-X01,final,1,4283258098365731537,8847773076994572664,2794544413811346560,4530252310398644920,1806987860,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C01-X02,B-N064-R032-C01-X02,final,2,5816898625954346379,9036809112180073165,3378165857286679254,3099458415368049489,1724484110,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C02-X01,B-N064-R032-C02-X01,final,1,1574431157294754699,1002850815150469072,5643743412317440746,5144874346198106933,1475906131,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C02-X02,B-N064-R032-C02-X02,final,2,8937562726302366276,7103552176814646861,468850213196081874,8647363981679951788,954669283,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C03-X01,B-N064-R032-C03-X01,final,1,1556568880586410800,7529350427785167812,4880577660374252122,6045484482590213671,1245105899,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C03-X02,B-N064-R032-C03-X02,final,2,4520392312624596534,1546544698119827067,456981272768261072,1764395355428062516,954034618,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C04-X01,B-N064-R032-C04-X01,final,1,2076064346217207958,8023482967376720644,8169536883405621612,6155245364064866626,136911247,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C04-X02,B-N064-R032-C04-X02,final,2,6237054213458120940,5065597404136226049,6662256206956093940,6318792049476577123,72887957,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C05-X01,B-N064-R032-C05-X01,final,1,5458716377530365064,9190421160863735354,4085347146114825951,1351035406986295709,1702834460,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C05-X02,B-N064-R032-C05-X02,final,2,3508067506016207528,7033416519825272824,851756759484904812,3939477646904005753,374924092,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C06-X01,B-N064-R032-C06-X01,final,1,3506398206612877793,3708101519492522151,674016076350178050,2055071341470303634,2110553595,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C06-X02,B-N064-R032-C06-X02,final,2,7030791296695242403,5895609745858420431,8802931977554586891,802826865016188822,1309210369,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C07-X01,B-N064-R032-C07-X01,final,1,3913230967043232120,1188068610829058269,5947375710828351168,2707946039858846499,1103547393,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C07-X02,B-N064-R032-C07-X02,final,2,5140847138970607164,7081151948483062088,2817568363778140673,254223131922894930,1674914728,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C08-X01,B-N064-R032-C08-X01,final,1,5289724444762601094,6221685666328884431,1721217851467471961,8593307825341057574,814312975,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C08-X02,B-N064-R032-C08-X02,final,2,3551290432015596894,5241455141772375918,2164013106633011977,4629685764501301179,169289030,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C09-X01,B-N064-R032-C09-X01,final,1,7637612501966025655,6326225281320279302,6632416201730422982,1537399090687074501,330567442,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C09-X02,B-N064-R032-C09-X02,final,2,5974309140832026267,5347554120916645246,1898836395745337721,416148429360942069,455123299,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C10-X01,B-N064-R032-C10-X01,final,1,8097600711648971230,7274917869632090410,4737169225696044376,573972855383412791,1347205244,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C10-X02,B-N064-R032-C10-X02,final,2,1795861381762200795,6264093960340291929,2856177328472175063,5759119903664012341,101925701,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C11-X01,B-N064-R032-C11-X01,final,1,8049477994260499611,2721984830011519385,7208722951433424400,8875290200806691548,925475011,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C11-X02,B-N064-R032-C11-X02,final,2,2126355997113965242,8281772842117317018,8688945773267796890,6112213675879116908,1208051167,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C12-X01,B-N064-R032-C12-X01,final,1,3788291332913219060,5151917566626971455,728275919188203970,1063312229098880195,8360553,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C12-X02,B-N064-R032-C12-X02,final,2,7224587099339206139,945720829321192849,8620335466771963062,1318955580883812060,1820485734,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C13-X01,B-N064-R032-C13-X01,final,1,4186756214855222220,5926775582328111239,5135594682055909336,8701348755015340900,1119828276,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C13-X02,B-N064-R032-C13-X02,final,2,6205315382844620223,5393504078980564347,1482136133509334032,6620705935710655966,1113032514,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C14-X01,B-N064-R032-C14-X01,final,1,6224166058356299402,8346418020033355481,4619767865225796852,8867808308666313339,644176114,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C14-X02,B-N064-R032-C14-X02,final,2,4267054250206106715,7303387356118054733,4836191664478922035,9044873703253136196,1730427271,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C15-X01,B-N064-R032-C15-X01,final,1,441577586469008912,5870511009002597470,7141876407144583490,6479537526465893071,16051096,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C15-X02,B-N064-R032-C15-X02,final,2,4732014068525113978,2708172879854404523,1092750681617735681,3740726689546245213,1870390982,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C16-X01,B-N064-R032-C16-X01,final,1,656953535600584864,6733753991910977549,7245807444639755538,3657549798128607789,1150836033,instance_generation_and_stochastic_algorithms
SEED-B-N064-R032-C16-X02,B-N064-R032-C16-X02,final,2,3872886484913468087,9123463522554576865,9090981431548850909,6963209247857502760,1565556146,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C01-X01,B-N064-R064-C01-X01,final,1,5288000805171221959,935799734102026338,8664723091764448290,332485298065771034,772765168,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C01-X02,B-N064-R064-C01-X02,final,2,2635523990942969497,4346673782726962114,1262414689499112471,1047330985981823038,1276413600,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C02-X01,B-N064-R064-C02-X01,final,1,3280052786910228098,5958970884124348535,9040477491691868224,7280594592153894698,625296103,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C02-X02,B-N064-R064-C02-X02,final,2,267328634653121918,6317269004649465761,1146143901870277155,3582229404501685803,1645256122,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C03-X01,B-N064-R064-C03-X01,final,1,7735167524985404455,4626404556499614894,2714160535873996704,7987531328103706055,1271362588,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C03-X02,B-N064-R064-C03-X02,final,2,6442229610062766227,976360621655160376,6965234690090682384,5040283859138937289,685467617,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C04-X01,B-N064-R064-C04-X01,final,1,9033315101616510544,393470609706018381,7228866119518930249,6137072179414410753,672302250,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C04-X02,B-N064-R064-C04-X02,final,2,6294432335775679265,1833120076930799421,1520706326899137906,7938965892929931909,1603338287,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C05-X01,B-N064-R064-C05-X01,final,1,8597491302555005637,3134635825256513628,1041940520204867614,2364805250153550902,55754028,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C05-X02,B-N064-R064-C05-X02,final,2,3206789342398891794,8298053217899410200,4422178183733490333,8809603080479743425,470461228,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C06-X01,B-N064-R064-C06-X01,final,1,7727303941366711716,704512736446850812,6306389968236019459,4693837824075357256,385202710,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C06-X02,B-N064-R064-C06-X02,final,2,653584543222892283,8774225919012475530,7584902821865147654,7454138887302140808,1609856607,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C07-X01,B-N064-R064-C07-X01,final,1,188751226435370134,7416580600980499992,1021638556309547210,5380051568109725469,323138146,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C07-X02,B-N064-R064-C07-X02,final,2,3307268259559413600,5378433828895975395,7410449654471470623,9111867218181256643,1364435229,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C08-X01,B-N064-R064-C08-X01,final,1,7930422032576630208,7181519345657658456,215793489108148167,1772639845770411025,952816895,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C08-X02,B-N064-R064-C08-X02,final,2,4704915132092514341,2064995882507533223,8610403501043669081,1579867977326257344,757499401,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C09-X01,B-N064-R064-C09-X01,final,1,6927193027521448555,6187168954398128065,2849225592953274781,9080015311431047487,1100283920,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C09-X02,B-N064-R064-C09-X02,final,2,3657270004739946332,1315043454634031742,1071505271172452007,5057735459665072160,2068644851,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C10-X01,B-N064-R064-C10-X01,final,1,634721382988748064,4176693515344471077,982528360012318581,3195758122938983490,562402573,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C10-X02,B-N064-R064-C10-X02,final,2,5291715137236437502,8593091883728948541,1376226048894627630,3818339662604774470,1178089820,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C11-X01,B-N064-R064-C11-X01,final,1,7029660832119808113,5097669788131917434,859685684029509807,1796753776945033897,1064932923,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C11-X02,B-N064-R064-C11-X02,final,2,7785130915768900805,2567364453369573619,4583815544169901190,4771825456704055504,259334148,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C12-X01,B-N064-R064-C12-X01,final,1,1623088580228704932,6185406164684008141,4517382868774547373,3397982525582990135,421657783,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C12-X02,B-N064-R064-C12-X02,final,2,5336796052062602841,278029758631169266,4303507569746216429,5151047431070627873,960231956,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C13-X01,B-N064-R064-C13-X01,final,1,958761625591329079,3479160746946071697,6787425796504561227,2505969282727031029,978031451,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C13-X02,B-N064-R064-C13-X02,final,2,667022879631069348,3128749856976569250,3022750408836819833,365000371093465021,423903680,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C14-X01,B-N064-R064-C14-X01,final,1,7775807836299941143,3931680380336108954,7868970243180557167,1906708811608126977,838913599,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C14-X02,B-N064-R064-C14-X02,final,2,1717013222899062953,8711068149741709614,2560681067228835671,6402742259121312445,2123980362,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C15-X01,B-N064-R064-C15-X01,final,1,3377934508505172558,3744491004064773303,7040733004006732218,4040966907127839829,1612433784,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C15-X02,B-N064-R064-C15-X02,final,2,6039074766140928109,2748514374201577138,6347057005571705221,7518277253295949885,1041145340,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C16-X01,B-N064-R064-C16-X01,final,1,6965112929185012617,2643073000716371499,2835087908146166202,3453572249289213440,105383865,instance_generation_and_stochastic_algorithms
SEED-B-N064-R064-C16-X02,B-N064-R064-C16-X02,final,2,4826960578340356613,1860217350569546880,2588852411632028884,967160562484588918,1899815824,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C01-X01,B-N192-R032-C01-X01,final,1,8735026286090648637,8538315785726910975,8149838918949719766,7734366405175590582,1555338359,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C01-X02,B-N192-R032-C01-X02,final,2,2476850144863768439,1503921414998836301,6163720255298547207,5943731329740335316,775929966,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C02-X01,B-N192-R032-C02-X01,final,1,5701507338632782590,9207249256408079076,6490126070881703061,4751357711015944403,292870056,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C02-X02,B-N192-R032-C02-X02,final,2,668713244679148167,8053822796623859804,3046205765259184662,1399788362865283912,623886106,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C03-X01,B-N192-R032-C03-X01,final,1,2943747796715307448,7149083967740758913,8350818539341605000,690176293035185384,942540153,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C03-X02,B-N192-R032-C03-X02,final,2,2258445904058096990,1960841936128861036,6282641477259985288,1704552729393319073,1180309453,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C04-X01,B-N192-R032-C04-X01,final,1,3271856988120298776,161482366983198511,7932111721211669147,1597309104853700219,866678626,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C04-X02,B-N192-R032-C04-X02,final,2,5083394539013212566,1050013578676817743,4906855788580130971,3645243095431560341,1328367103,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C05-X01,B-N192-R032-C05-X01,final,1,7056118912180632751,1238736485009951297,831952975262115268,7297155764435595754,2108442285,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C05-X02,B-N192-R032-C05-X02,final,2,3918661490182889123,1865035337979902468,8307376439385080399,2411201874208738091,447774463,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C06-X01,B-N192-R032-C06-X01,final,1,8636919098138075405,5589971069586124853,3208567084292156652,3294631160508281703,525600684,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C06-X02,B-N192-R032-C06-X02,final,2,6194847283280406303,3846003169108969376,6842151867906939048,4787639201193749571,1080515692,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C07-X01,B-N192-R032-C07-X01,final,1,5486147631249214504,1005581409344310207,8806002493385947745,8250234978432524774,81958543,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C07-X02,B-N192-R032-C07-X02,final,2,2273783512103905066,1986202956550929910,5998823912551355284,84595746790285699,1494271736,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C08-X01,B-N192-R032-C08-X01,final,1,5674560399736133630,9175570112206689661,652350000525162148,7723881230914538279,1090445883,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C08-X02,B-N192-R032-C08-X02,final,2,8982930346570648057,7158807198416199888,2697723793474789914,50227616022523433,1867170622,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C09-X01,B-N192-R032-C09-X01,final,1,4590866748046871044,1301270902511010387,6863082798303496809,456312348285786195,422265508,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C09-X02,B-N192-R032-C09-X02,final,2,9064831788743446324,3246448207518976368,6687032241843406227,7238738767561579229,1715342785,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C10-X01,B-N192-R032-C10-X01,final,1,2801873311171745136,5901341049604881123,9143214382553665564,2943914377107864273,1785168415,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C10-X02,B-N192-R032-C10-X02,final,2,7455494401490423978,6418958301251473036,8253289233030872888,6727697782605970363,905352205,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C11-X01,B-N192-R032-C11-X01,final,1,5710757741355414774,1987527923403305346,5663616106703564284,4753292874430694237,955329274,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C11-X02,B-N192-R032-C11-X02,final,2,5460121837771815948,5647614841269342078,3085426032970160906,3211520598750933964,1767908465,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C12-X01,B-N192-R032-C12-X01,final,1,1101515661445717662,3283746637767979801,4440197068648991565,7628365117698104564,1753119385,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C12-X02,B-N192-R032-C12-X02,final,2,8821406603237246440,4024818338089534577,19282183212623658,8572362383166088935,1215619762,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C13-X01,B-N192-R032-C13-X01,final,1,3642774409894949752,5444892625588042170,4983462462368681226,395593944060197080,263886105,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C13-X02,B-N192-R032-C13-X02,final,2,5566276559394158668,6349027779474564051,2441138179955389451,7309889837646316331,130299637,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C14-X01,B-N192-R032-C14-X01,final,1,4954049633073063893,5374713340681767780,1465175627818021573,4508110372771628159,1389773978,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C14-X02,B-N192-R032-C14-X02,final,2,4006654469308653593,6527377020536353333,8713618661685433531,7634204166815271872,1207565703,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C15-X01,B-N192-R032-C15-X01,final,1,4968753044191401490,7468094121675641647,2911175044335404979,8464830581193180394,1029662853,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C15-X02,B-N192-R032-C15-X02,final,2,5327703957605904,1789807891862861103,8613405337945960453,407398502811810682,402278874,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C16-X01,B-N192-R032-C16-X01,final,1,3022851003542590820,2747175648243258950,6454061038225838562,6883120039182497572,269656838,instance_generation_and_stochastic_algorithms
SEED-B-N192-R032-C16-X02,B-N192-R032-C16-X02,final,2,9061833116510819655,8153793762035657250,6423166470780575969,6008637114495017716,1711239565,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C01-X01,B-N192-R064-C01-X01,final,1,8712940093135892309,7241230333362031552,3546300611570018752,1883923345844420172,2091725856,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C01-X02,B-N192-R064-C01-X02,final,2,1116530605967492343,7763381448546054235,6485787700406285453,2325082074898378172,1007277952,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C02-X01,B-N192-R064-C02-X01,final,1,3874799671299533354,7892464378958502982,8240804056224654268,4048077686607733827,1084409121,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C02-X02,B-N192-R064-C02-X02,final,2,7567013817746828815,7873243520839636433,4332184859516410794,4777444114931867628,1612571136,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C03-X01,B-N192-R064-C03-X01,final,1,6371194215680657205,5024004188023523509,5018542854528517367,3485538307026973436,225087750,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C03-X02,B-N192-R064-C03-X02,final,2,7777693678145207241,8340317828252421469,5895838200320128103,758185765652254400,966299161,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C04-X01,B-N192-R064-C04-X01,final,1,5827633016394249051,8993181641690711072,1633107033800087277,2132156381646325925,433722802,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C04-X02,B-N192-R064-C04-X02,final,2,6773309923097799286,7253859375353346935,7012930470355195352,1548664516921508148,911911027,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C05-X01,B-N192-R064-C05-X01,final,1,2460746523695315179,5580899968490916742,8816934038894733500,748564637549034508,908707210,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C05-X02,B-N192-R064-C05-X02,final,2,8079986951508003388,5608639605437786860,6654940305972957922,4339347745894372435,871197019,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C06-X01,B-N192-R064-C06-X01,final,1,50373724598528035,6350825436860474627,2763387332083209487,8508836049337762642,1104789312,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C06-X02,B-N192-R064-C06-X02,final,2,6378535150737354139,414254465116162073,3705876438332382327,5579913449176623702,416536784,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C07-X01,B-N192-R064-C07-X01,final,1,6451617247472218085,9174793792834389654,6629427590349516292,5551801183554139193,347872340,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C07-X02,B-N192-R064-C07-X02,final,2,269725321957315988,5295825901583342159,5378312267308090808,4486475839167479665,2042631314,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C08-X01,B-N192-R064-C08-X01,final,1,2156514706935559723,4012293741789548883,8367908663431014432,8551188561117880112,115857801,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C08-X02,B-N192-R064-C08-X02,final,2,2742205127987051849,5751599190809619271,7113714633286211566,3246004576115858374,61503479,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C09-X01,B-N192-R064-C09-X01,final,1,2535122045782474652,7313013544122582285,724736362604894039,1837736147121898363,277779127,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C09-X02,B-N192-R064-C09-X02,final,2,8920429593340474117,6709673631938414383,6914294989650912552,3863779979064149497,1365324797,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C10-X01,B-N192-R064-C10-X01,final,1,3402339587423810911,8344374508959874565,6035530522991821011,9210782085627856288,1980144114,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C10-X02,B-N192-R064-C10-X02,final,2,6384637503981418802,1492383640062866881,1778810258856395037,4850922388837511606,393337643,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C11-X01,B-N192-R064-C11-X01,final,1,854673269915251142,4264650536364388672,2467732091653536346,4087075624508192983,1487972394,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C11-X02,B-N192-R064-C11-X02,final,2,589653711374749008,4030235674259783988,1902053347999298356,190286612775167854,476482980,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C12-X01,B-N192-R064-C12-X01,final,1,4671142955736386834,5588367502029221733,7134274732642551180,1022633079166335961,653499234,instance_generation_and_stochastic_algorithms
SEED-B-N192-R064-C12-X02,B-N192-R064-C12-X02,final,2,5519205666960303440,8743055113337424066,4067581444543635111,655421476422240906,737116929,instance_generation_and_stochastic_algorithms
