instance_id,family,size,algorithm_id,preprocessing_variant,primary_variant,status,candidate_accepted,exact_feasible,exact_burden,reference_class,reference_burden,absolute_gap,relative_gap,wall_clock_seconds,par2_seconds,time_limit_seconds,worker_lane,launch_wave,record_path,record_sha256
V2-A-N007-R006-X01,small_exact,N7-R6,requirement_mask_dp,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.685548667,0.685548667,300.0,5,332,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X01/requirement_mask_dp__mandatory_only.toml,63468bccab3fe22af9af4de9c0c17cd7184d5d20093c8d671a5afead4c16cd08
V2-A-N007-R006-X01,small_exact,N7-R6,weighted_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.18036125,3.18036125,60.0,2,333,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X01/weighted_greedy__full_fixed_point_then_reconstruct.toml,08fcd3794009c1d10b6f4a4e96cdcdae71c7d7044272fac8c113d48f028a0a1f
V2-A-N007-R006-X01,small_exact,N7-R6,weighted_greedy,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.379641375,0.379641375,60.0,1,333,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X01/weighted_greedy__mandatory_only.toml,73c063696a96d9dd26093b34a9cc073ca497c97e69fd2171fd18addd35cfb4ef
V2-A-N007-R006-X01,small_exact,N7-R6,weighted_greedy_reverse_delete,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,4.516578792,4.516578792,60.0,6,333,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.toml,7b39dd4e81cf080889f3539ee5052e0e26877cfa477cb92fdf5a0f04cd9e1f86
V2-A-N007-R006-X01,small_exact,N7-R6,weighted_greedy_reverse_delete,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.952514875,0.952514875,60.0,5,333,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X01/weighted_greedy_reverse_delete__mandatory_only.toml,8be0384a792a4f5e1080f498de5c158d23fa16a6faa5862d3e3f85cae7fb8f1c
V2-A-N007-R006-X02,small_exact,N7-R6,cardinality_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,3.830878833,3.830878833,60.0,4,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/cardinality_greedy__full_fixed_point_then_reconstruct.toml,6ad0572775b3d8f3ba748bbcb93a1a3c9af80985b01113eda2b115dc9d4576ac
V2-A-N007-R006-X02,small_exact,N7-R6,cardinality_greedy,mandatory_only,true,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,0.974912417,0.974912417,60.0,3,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/cardinality_greedy__mandatory_only.toml,12f542b9a80b481cb5def4fc583cfe4b049ae28af75aa61779b1ee99336e2c8a
V2-A-N007-R006-X02,small_exact,N7-R6,complete_enumeration,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.763364459,0.763364459,300.0,4,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/complete_enumeration__mandatory_only.toml,75f66a66e5c45e039a87c99a3792bf29ca3fbeb6b141b13f5a60110c9bf45d25
V2-A-N007-R006-X02,small_exact,N7-R6,declared_source_order,full_fixed_point_then_reconstruct,false,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,3.87206225,3.87206225,60.0,7,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/declared_source_order__full_fixed_point_then_reconstruct.toml,e3603d6cba42294ec84cbe329d03436a713b406aa79af0d164c223b7db9c0e3f
V2-A-N007-R006-X02,small_exact,N7-R6,declared_source_order,mandatory_only,true,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,0.811078458,0.811078458,60.0,6,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/declared_source_order__mandatory_only.toml,99e903b87501f9f2b7f2f51c7d6d5d6548b1268787ead45aca723c577f4fea25
V2-A-N007-R006-X02,small_exact,N7-R6,heaviest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,4.198313667,4.198313667,60.0,8,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.toml,6e580c57f25b7c5162cdc29d6f34f5d7d982c23aa1ea025059a17e6259533b75
V2-A-N007-R006-X02,small_exact,N7-R6,heaviest_safe_first,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,1.277029083,1.277029083,60.0,7,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/heaviest_safe_first__mandatory_only.toml,8d584ddbe177006fb8c0e5eefa57a4e031c92bffb56c815c5407a5cda58ba451
V2-A-N007-R006-X02,small_exact,N7-R6,jump_highs_tagged_cover,full_fixed_point,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,4.940415625,4.940415625,300.0,7,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/jump_highs_tagged_cover__full_fixed_point.toml,9762685b07a329a59ae485ffc0ed0cb7352e38f69b24b05429d5eb3af9957dd1
V2-A-N007-R006-X02,small_exact,N7-R6,jump_highs_tagged_cover,mandatory_only,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,1.161979125,1.161979125,300.0,8,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/jump_highs_tagged_cover__mandatory_only.toml,33459ef89478b351ca6b6e1601f7d1fd8aed0abc4d430d0163845995f0c4355a
V2-A-N007-R006-X02,small_exact,N7-R6,lightest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,3.3501325,3.3501325,60.0,2,399,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/lightest_safe_first__full_fixed_point_then_reconstruct.toml,6c87e8e9c1a48adf7e2d595e0bdfed95cf0179c6938496040b28f21465ea2dd1
V2-A-N007-R006-X02,small_exact,N7-R6,lightest_safe_first,mandatory_only,true,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,0.5665105,0.5665105,60.0,1,399,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/lightest_safe_first__mandatory_only.toml,6cad6b0c6ac4e5ae764a3b527437f109b7fc77d53c3b0d550896fe0902457785
V2-A-N007-R006-X02,small_exact,N7-R6,maximum_immediate_burden_release,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.775020917,3.775020917,60.0,3,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.toml,06f503d4dffa2b1d065d8143215fb427807209b7d2f2e9f39c00e9d197171a4e
V2-A-N007-R006-X02,small_exact,N7-R6,maximum_immediate_burden_release,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.616133875,0.616133875,60.0,2,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/maximum_immediate_burden_release__mandatory_only.toml,2604724b818d445fdc7f65730cd72fe0767bb7f9d095a9c975b2df407377ca27
V2-A-N007-R006-X02,small_exact,N7-R6,minimum_unique_carrier_exposure,full_fixed_point_then_reconstruct,false,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,4.04316275,4.04316275,60.0,5,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.toml,b5b7889f95602a6ebbbd679086e16ce2e0dcbd7b1d0d794dd054fcac266e36f0
V2-A-N007-R006-X02,small_exact,N7-R6,minimum_unique_carrier_exposure,mandatory_only,true,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,0.66757375,0.66757375,60.0,4,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/minimum_unique_carrier_exposure__mandatory_only.toml,137c030cdf7f929efc8118a3bbb62c6618d0fd2e5a69dbcfcbd6f8be61143af9
V2-A-N007-R006-X02,small_exact,N7-R6,multistart_random_rechecked_deletion_32,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,2.555207,2.555207,120.0,3,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.toml,3d817dc105901b03656af760ffc71a14c2d9c1784b95a11c1466293510583a3b
V2-A-N007-R006-X02,small_exact,N7-R6,multistart_random_rechecked_deletion_32,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.865997375,0.865997375,120.0,2,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,9105bf748adf115a7d249a23e9bf8f99bfd211b8aa4c0dbd9be2a06df36c028c
V2-A-N007-R006-X02,small_exact,N7-R6,random_order_rechecked_deletion,full_fixed_point_then_reconstruct,false,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,2.535689542,2.535689542,120.0,1,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.toml,827f927ddc72652b8a51853dc7450a8fca8ae8c26e9f7d667567df41921b9bc1
V2-A-N007-R006-X02,small_exact,N7-R6,random_order_rechecked_deletion,mandatory_only,true,SOLVED,true,true,16//1,EXACT_FINITE,4//1,12//1,3//1,0.471812541,0.471812541,120.0,8,396,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/random_order_rechecked_deletion__mandatory_only.toml,1f6dd7b359dbc79b1b2f900c9a08c9f982c1d3961dd55a637459150ec6560d3d
V2-A-N007-R006-X02,small_exact,N7-R6,requirement_mask_dp,full_fixed_point,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.273546667,3.273546667,300.0,6,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/requirement_mask_dp__full_fixed_point.toml,36947f02859a165cb25cc17de1b588a13998071d276197b193c538ab4ae7826b
V2-A-N007-R006-X02,small_exact,N7-R6,requirement_mask_dp,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.610383459,0.610383459,300.0,5,397,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/requirement_mask_dp__mandatory_only.toml,ae500f2d1634ba8632fdd9c60bffa4d18f9910a1c07c83b43f0ee169075130ab
V2-A-N007-R006-X02,small_exact,N7-R6,weighted_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.226146666,3.226146666,60.0,2,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/weighted_greedy__full_fixed_point_then_reconstruct.toml,cda4c9d1349f4d62b10df9cc3759c408d64a09ebd799fb22a14a1cbcbee740be
V2-A-N007-R006-X02,small_exact,N7-R6,weighted_greedy,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.718491666,0.718491666,60.0,1,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/weighted_greedy__mandatory_only.toml,028f9fc2487172bde9856ef060405509c860d185a88ee509f82e8b38569b5840
V2-A-N007-R006-X02,small_exact,N7-R6,weighted_greedy_reverse_delete,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,2.483193958,2.483193958,60.0,6,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.toml,69ff70075d7c64f89188dd160f9edfb5de47b6fbecc96c8d7e30a2428137898a
V2-A-N007-R006-X02,small_exact,N7-R6,weighted_greedy_reverse_delete,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.52445525,0.52445525,60.0,5,398,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X02/weighted_greedy_reverse_delete__mandatory_only.toml,a1720cc35d8bc9895aeb78a8ffe2863cf6508902890d10d25b7b342245d78d93
V2-A-N007-R006-X03,small_exact,N7-R6,cardinality_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.914699833,3.914699833,60.0,7,11,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/cardinality_greedy__full_fixed_point_then_reconstruct.toml,232b91ec5980c777fd0a476120ebe75a75752c7275f996d96faf1f3757be2a0b
V2-A-N007-R006-X03,small_exact,N7-R6,cardinality_greedy,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.939696625,0.939696625,60.0,6,11,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/cardinality_greedy__mandatory_only.toml,8ae01974f768d30d8fbffbe017174af51691ae845bf71b1b986c6a9ae4a1937f
V2-A-N007-R006-X03,small_exact,N7-R6,complete_enumeration,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.508470167,0.508470167,300.0,7,10,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/complete_enumeration__mandatory_only.toml,de7cf831713096c6a93eb11c31ba812acbc01bca590ebded8c077d4e3ff8b76f
V2-A-N007-R006-X03,small_exact,N7-R6,declared_source_order,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,2.515802583,2.515802583,60.0,2,10,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/declared_source_order__full_fixed_point_then_reconstruct.toml,2fad7e10bf7461c8e73f2bbe8fd77c10cf86efe752e0690a2b0f8574b2c7a473
V2-A-N007-R006-X03,small_exact,N7-R6,declared_source_order,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.757013666,0.757013666,60.0,1,10,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/declared_source_order__mandatory_only.toml,6691b5e3fb943a5e5fd61ab771ec6dc5dc13985c90eece6467fc62c6b1e0019a
V2-A-N007-R006-X03,small_exact,N7-R6,heaviest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,2.418446292,2.418446292,60.0,3,12,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/heaviest_safe_first__full_fixed_point_then_reconstruct.toml,ec17df1d677d7a5b55b87ff9357dea3a3265858299c408aaf3c899ddf568cc81
V2-A-N007-R006-X03,small_exact,N7-R6,heaviest_safe_first,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,1.43208875,1.43208875,60.0,2,12,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/heaviest_safe_first__mandatory_only.toml,4b6132ae5999ed2ef1dda5ef62f33b04617f36af18e52556c1c54c16176389ea
V2-A-N007-R006-X03,small_exact,N7-R6,jump_highs_tagged_cover,full_fixed_point,true,SOLVED_BY_EXACT_PREPROCESSING,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,2.697584209,2.697584209,300.0,2,11,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/jump_highs_tagged_cover__full_fixed_point.toml,2e71357983e8943cbe954162b4f9c7608b2f85efdb0a2d4cfa0abf19aca4c07c
V2-A-N007-R006-X03,small_exact,N7-R6,jump_highs_tagged_cover,mandatory_only,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,1.62560025,1.62560025,300.0,3,11,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/jump_highs_tagged_cover__mandatory_only.toml,78aa5f4a481182f84f3886a44565b67dd01d92b7d6943c77be3b4b950a4ae4fd
V2-A-N007-R006-X03,small_exact,N7-R6,lightest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.84584825,3.84584825,60.0,5,12,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/lightest_safe_first__full_fixed_point_then_reconstruct.toml,6c251fd95dfaf26bb83987f01b760c1a23b08e6d1f3eb6319cbf18b9a046d58e
V2-A-N007-R006-X03,small_exact,N7-R6,lightest_safe_first,mandatory_only,true,SOLVED,true,true,8//1,EXACT_FINITE,4//1,4//1,1//1,0.937064083,0.937064083,60.0,4,12,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/lightest_safe_first__mandatory_only.toml,9dcf2daba9d6c0c661d2c19b9af5c9f30fa1661170b9f84d013d4c9dbedd32b3
V2-A-N007-R006-X03,small_exact,N7-R6,maximum_immediate_burden_release,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.73362975,3.73362975,60.0,6,9,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.toml,834fca5deb9f7136a9c4f06711b396bfdc24e505af8920f63b219a5c6c91d7b4
V2-A-N007-R006-X03,small_exact,N7-R6,maximum_immediate_burden_release,mandatory_only,true,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,0.776270917,0.776270917,60.0,6,12,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/maximum_immediate_burden_release__mandatory_only.toml,2b8e74504632fa731865f1980803ab03b26c539e405c926608c7245c00d89dbc
V2-A-N007-R006-X03,small_exact,N7-R6,minimum_unique_carrier_exposure,full_fixed_point_then_reconstruct,false,SOLVED,true,true,4//1,EXACT_FINITE,4//1,0//1,0//1,3.698936792,3.698936792,60.0,8,9,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N007-R006-X03/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.toml,59ec770f998766a9eeab8f62926310d1e11881c754bc6e50137e6bc0fb5ac160
