instance_id,algorithm_id,relative_gap,par2_seconds,solved,record_path,record_sha256
V2-B-N064-R032-C03-X01,weighted_greedy_reverse_delete,0//1,0.498742625,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X01/weighted_greedy_reverse_delete__mandatory_only.toml,9e0b258fb0ccca68e48983f33ec3422aefce1b373ebc387ac9bb35a687a70138
V2-B-N064-R032-C03-X02,cardinality_greedy,3//7,1.1496905,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/cardinality_greedy__mandatory_only.toml,463fd4f49034f64f2fd7040c91381123b8461790ab138373b8757770306697b2
V2-B-N064-R032-C03-X02,declared_source_order,0//1,0.784973708,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/declared_source_order__mandatory_only.toml,ae577d6e8274bdcdc68827e26bc0bf1d1b038c1e43ce7e66db005d0b0d747880
V2-B-N064-R032-C03-X02,heaviest_safe_first,0//1,0.674937459,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/heaviest_safe_first__mandatory_only.toml,f145a10c9ecf5316afff8e19f5c58690659ff292e8d32d3801e8a4775a77b95b
V2-B-N064-R032-C03-X02,lightest_safe_first,0//1,0.338434458,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/lightest_safe_first__mandatory_only.toml,884091f3b6b726c11426582e6afdcce611f8790c9a34c2bfa8f24a4fcbbcd929
V2-B-N064-R032-C03-X02,maximum_immediate_burden_release,0//1,0.8516865,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/maximum_immediate_burden_release__mandatory_only.toml,8a53c3ad60986668860e1504a7b5ea02ff690dbb802200252fca099408b1ddc8
V2-B-N064-R032-C03-X02,minimum_unique_carrier_exposure,0//1,1.4293205,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/minimum_unique_carrier_exposure__mandatory_only.toml,492e0bf9ee56baeb2cf3b04ae82eca347dca8e74e60c8cdac111c61f5b5b43de
V2-B-N064-R032-C03-X02,multistart_random_rechecked_deletion_32,0//1,9.055617875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,23603b4f32776a09465cc42e338ff2bba498dce326698b4e90eb80237510b505
V2-B-N064-R032-C03-X02,random_order_rechecked_deletion,0//1,0.853221292,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/random_order_rechecked_deletion__mandatory_only.toml,0fee7c95ab2902bb3b0c855b010800d5ecc4d904840a76d785e91b0cc9da083b
V2-B-N064-R032-C03-X02,weighted_greedy,1//7,0.250033875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/weighted_greedy__mandatory_only.toml,b327316e63ea8ba8eb2a3a5134a72f85413e72447069923e02d6069e9a12330f
V2-B-N064-R032-C03-X02,weighted_greedy_reverse_delete,0//1,0.734494709,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C03-X02/weighted_greedy_reverse_delete__mandatory_only.toml,c57084f3c05c8948d2f09aaca46aa2ad0057d715cd3e4afb095dc65dcdc085be
V2-B-N064-R032-C04-X01,cardinality_greedy,2//1,0.491709834,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/cardinality_greedy__mandatory_only.toml,5cee63072be7fd7ce16e96605fd6339229d62f686de24031139e607f32155b2b
V2-B-N064-R032-C04-X01,declared_source_order,15//2,0.748837,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/declared_source_order__mandatory_only.toml,cd9186c4846a02d3b5d1760c97361502e26355a096cf9f6970c2a355c73be08b
V2-B-N064-R032-C04-X01,heaviest_safe_first,0//1,0.682107541,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/heaviest_safe_first__mandatory_only.toml,23cc8b68f23335c24bcdfaf9f069ab3b7b8eb280d2121a91f8c6bc5ba3a36d33
V2-B-N064-R032-C04-X01,lightest_safe_first,15//1,0.854844708,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/lightest_safe_first__mandatory_only.toml,9f6d5654f4c9ec8246e1910879f2841b993bace586301b459879e2d0908318f2
V2-B-N064-R032-C04-X01,maximum_immediate_burden_release,0//1,1.274450458,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/maximum_immediate_burden_release__mandatory_only.toml,e609a7ab2ad84f4e8dbee83c81ab3ec557db67ff6e28d32b43718af94b53565f
V2-B-N064-R032-C04-X01,minimum_unique_carrier_exposure,0//1,1.184412209,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/minimum_unique_carrier_exposure__mandatory_only.toml,7321014300b751602c3a49a059ec67fedf88975eba3bd1adaf766d0a52363bc0
V2-B-N064-R032-C04-X01,multistart_random_rechecked_deletion_32,1//2,7.695552666,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,c54027212d00a3167a7da2b5214668249ec85da0a34e73b04807596380ecf8d3
V2-B-N064-R032-C04-X01,random_order_rechecked_deletion,13//1,1.18176075,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/random_order_rechecked_deletion__mandatory_only.toml,ed60aaa7b9d909e076ed0eab2843aeaa46f13cb659ad338c77c2afb6b8ca388e
V2-B-N064-R032-C04-X01,weighted_greedy,0//1,0.446303167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/weighted_greedy__mandatory_only.toml,355444e79ae5aedbe014fe7198758249cc0c79599251389b9b162d1effe52199
V2-B-N064-R032-C04-X01,weighted_greedy_reverse_delete,0//1,0.528510041,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X01/weighted_greedy_reverse_delete__mandatory_only.toml,c14745903e1fa3f9bf09e10c12e5c97952762d648931c203b46e6b8fcb8f9f7e
V2-B-N064-R032-C04-X02,cardinality_greedy,2//1,0.281491666,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/cardinality_greedy__mandatory_only.toml,a6926390fd294f7ad5554c3ef33e30f909a4d507686b7c87aa0e42ece6cbf415
V2-B-N064-R032-C04-X02,declared_source_order,0//1,0.732022,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/declared_source_order__mandatory_only.toml,ca85cc1e6cea5c823c3939784ca3c0efb228fa9528ca1618dcf3d5f1a676805c
V2-B-N064-R032-C04-X02,heaviest_safe_first,0//1,0.767032708,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/heaviest_safe_first__mandatory_only.toml,38303547e35525df230b7862f6d1df6b7c8c84dda142bdafc1c0a4ed0a8790c7
V2-B-N064-R032-C04-X02,lightest_safe_first,11//1,0.398436834,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/lightest_safe_first__mandatory_only.toml,6007a8d0d71fcebc1250526e56cf332f540042722eb4e1a3aab66541de4884df
V2-B-N064-R032-C04-X02,maximum_immediate_burden_release,0//1,0.460566583,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/maximum_immediate_burden_release__mandatory_only.toml,b1850b200543ea459506aa0091a5f3647af35e6d22560d77bcea9de60f2818e6
V2-B-N064-R032-C04-X02,minimum_unique_carrier_exposure,0//1,0.919099208,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/minimum_unique_carrier_exposure__mandatory_only.toml,c655db7b45b524c00be0b3716876d54c88da4b2894bf00ce88292243383bfa61
V2-B-N064-R032-C04-X02,multistart_random_rechecked_deletion_32,1//2,3.765706916,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,01a9349a0a80abcec2a8b40d4f6330867a1f6f0fc97af616276666b87e60da20
V2-B-N064-R032-C04-X02,random_order_rechecked_deletion,7//1,0.395932666,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/random_order_rechecked_deletion__mandatory_only.toml,3c2cc2f3b8ad446ad8b483d1a6398b63151beb83d54c800a4a3ec0a89123ee75
V2-B-N064-R032-C04-X02,weighted_greedy,0//1,0.291600167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/weighted_greedy__mandatory_only.toml,b06685c802ce08cfd9753bc1839a80b68f4febd90794c6a87408631c29210bba
V2-B-N064-R032-C04-X02,weighted_greedy_reverse_delete,0//1,0.7987375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C04-X02/weighted_greedy_reverse_delete__mandatory_only.toml,02bca9080e107f898a25870b0c42ef244ab2779fac6d6542e46bc13c808ccfbd
V2-B-N064-R032-C05-X01,cardinality_greedy,3//2,0.632578125,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/cardinality_greedy__mandatory_only.toml,51377c08ac2526f8be40138b9346a3df8b2f0e033563b531e58e9b25ce9cdecc
V2-B-N064-R032-C05-X01,declared_source_order,7//1,1.07166475,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/declared_source_order__mandatory_only.toml,e011fe3ae5cc47511733be7343b9574b4b56b6e6fe43757e7cad7bb808bd8380
V2-B-N064-R032-C05-X01,heaviest_safe_first,0//1,0.934967542,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/heaviest_safe_first__mandatory_only.toml,c78d206b705a15bd8191c00df7c88afb58e7aa76750397222dd8b1a25af024bb
V2-B-N064-R032-C05-X01,lightest_safe_first,7//1,1.234438875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/lightest_safe_first__mandatory_only.toml,461503e14b0d41e555d75496cbacc7f078b16103360995da5db1fa890a8127bf
V2-B-N064-R032-C05-X01,maximum_immediate_burden_release,0//1,0.962059375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/maximum_immediate_burden_release__mandatory_only.toml,d7b66c16c2a93889d6767e55014e33e7f86f008ad83b5d3e8eb69765f9ca5cd2
V2-B-N064-R032-C05-X01,minimum_unique_carrier_exposure,0//1,0.488491583,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/minimum_unique_carrier_exposure__mandatory_only.toml,33fb2cb0f9c37b4adbd71ce0183fc5a71773a8a7facbc054ec4eabaf058c9d79
V2-B-N064-R032-C05-X01,multistart_random_rechecked_deletion_32,1//4,5.000652958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,564820f9d247083f032a15e1597df42355e1e7ce8e68da9a672b37d80e6c29ad
V2-B-N064-R032-C05-X01,random_order_rechecked_deletion,9//4,1.08361775,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/random_order_rechecked_deletion__mandatory_only.toml,a4bb8b313b4db9062dba70fa65209398d1dcba538cf186b8a8fc1970886f3672
V2-B-N064-R032-C05-X01,weighted_greedy,0//1,0.813403167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/weighted_greedy__mandatory_only.toml,7c019e59738a7e3f9568c37f67ce02caf4b0c090a0d7422e4d922775c3a9f856
V2-B-N064-R032-C05-X01,weighted_greedy_reverse_delete,0//1,1.16533425,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X01/weighted_greedy_reverse_delete__mandatory_only.toml,78e120816288d87c1e24a4e6305d7a6a6f353870af03d77955b5e0c0cc1aa350
V2-B-N064-R032-C05-X02,cardinality_greedy,19//3,0.625516375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X02/cardinality_greedy__mandatory_only.toml,32fbde2d1b382da66c436e8e31251d45709f285c705635152da6cf5a9c33a218
V2-B-N064-R032-C05-X02,declared_source_order,7//1,0.446679375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X02/declared_source_order__mandatory_only.toml,77191ddd0a672479eb3e5a699901c26acc11393ed426982fc1062f79b80b3fe8
V2-B-N064-R032-C05-X02,heaviest_safe_first,0//1,0.752571792,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X02/heaviest_safe_first__mandatory_only.toml,8b5e67352f6e4b2b5a8f425d688ba745afc1c7d2836b9d3bbdc36542969241d7
V2-B-N064-R032-C05-X02,lightest_safe_first,61//3,1.0196025,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X02/lightest_safe_first__mandatory_only.toml,c12367e718c7afc66960e55c314bdee2f4d18e496258996e4d1e6e66e8c5f977
V2-B-N064-R032-C05-X02,maximum_immediate_burden_release,0//1,0.495720542,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C05-X02/maximum_immediate_burden_release__mandatory_only.toml,772ca73856d3fdb690fff022e2ab724be29b5231412b7926addcc9ad8a3b1a27
