family,size,algorithm_id,algorithm,solved_n,registered_n,solved_fraction,trace_join_key
small_exact,N11-R10,requirement_mask_dp,Mask DP,4,4,1.0,small_exact|N11-R10|requirement_mask_dp|primary
small_exact,N11-R10,jump_highs_tagged_cover,HiGHS MIP,4,4,1.0,small_exact|N11-R10|jump_highs_tagged_cover|primary
small_exact,N11-R10,weighted_greedy,Weighted greedy,4,4,1.0,small_exact|N11-R10|weighted_greedy|primary
small_exact,N11-R10,cardinality_greedy,Cardinality greedy,4,4,1.0,small_exact|N11-R10|cardinality_greedy|primary
small_exact,N11-R10,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,4,1.0,small_exact|N11-R10|weighted_greedy_reverse_delete|primary
small_exact,N11-R10,heaviest_safe_first,Heaviest safe first,4,4,1.0,small_exact|N11-R10|heaviest_safe_first|primary
small_exact,N11-R10,lightest_safe_first,Lightest safe first,4,4,1.0,small_exact|N11-R10|lightest_safe_first|primary
small_exact,N11-R10,maximum_immediate_burden_release,Maximum immediate release,4,4,1.0,small_exact|N11-R10|maximum_immediate_burden_release|primary
small_exact,N11-R10,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,4,1.0,small_exact|N11-R10|minimum_unique_carrier_exposure|primary
small_exact,N11-R10,declared_source_order,Declared source order,4,4,1.0,small_exact|N11-R10|declared_source_order|primary
small_exact,N11-R10,random_order_rechecked_deletion,Random-order deletion,4,4,1.0,small_exact|N11-R10|random_order_rechecked_deletion|primary
small_exact,N11-R10,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,1.0,small_exact|N11-R10|multistart_random_rechecked_deletion_32|primary
small_exact,N11-R6,complete_enumeration,Enumeration,4,4,1.0,small_exact|N11-R6|complete_enumeration|primary
small_exact,N11-R6,requirement_mask_dp,Mask DP,4,4,1.0,small_exact|N11-R6|requirement_mask_dp|primary
small_exact,N11-R6,jump_highs_tagged_cover,HiGHS MIP,4,4,1.0,small_exact|N11-R6|jump_highs_tagged_cover|primary
small_exact,N11-R6,weighted_greedy,Weighted greedy,4,4,1.0,small_exact|N11-R6|weighted_greedy|primary
small_exact,N11-R6,cardinality_greedy,Cardinality greedy,4,4,1.0,small_exact|N11-R6|cardinality_greedy|primary
small_exact,N11-R6,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,4,1.0,small_exact|N11-R6|weighted_greedy_reverse_delete|primary
small_exact,N11-R6,heaviest_safe_first,Heaviest safe first,4,4,1.0,small_exact|N11-R6|heaviest_safe_first|primary
small_exact,N11-R6,lightest_safe_first,Lightest safe first,4,4,1.0,small_exact|N11-R6|lightest_safe_first|primary
small_exact,N11-R6,maximum_immediate_burden_release,Maximum immediate release,4,4,1.0,small_exact|N11-R6|maximum_immediate_burden_release|primary
small_exact,N11-R6,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,4,1.0,small_exact|N11-R6|minimum_unique_carrier_exposure|primary
small_exact,N11-R6,declared_source_order,Declared source order,4,4,1.0,small_exact|N11-R6|declared_source_order|primary
small_exact,N11-R6,random_order_rechecked_deletion,Random-order deletion,4,4,1.0,small_exact|N11-R6|random_order_rechecked_deletion|primary
small_exact,N11-R6,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,1.0,small_exact|N11-R6|multistart_random_rechecked_deletion_32|primary
small_exact,N15-R10,complete_enumeration,Enumeration,4,4,1.0,small_exact|N15-R10|complete_enumeration|primary
small_exact,N15-R10,requirement_mask_dp,Mask DP,4,4,1.0,small_exact|N15-R10|requirement_mask_dp|primary
small_exact,N15-R10,jump_highs_tagged_cover,HiGHS MIP,4,4,1.0,small_exact|N15-R10|jump_highs_tagged_cover|primary
small_exact,N15-R10,weighted_greedy,Weighted greedy,4,4,1.0,small_exact|N15-R10|weighted_greedy|primary
small_exact,N15-R10,cardinality_greedy,Cardinality greedy,4,4,1.0,small_exact|N15-R10|cardinality_greedy|primary
small_exact,N15-R10,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,4,1.0,small_exact|N15-R10|weighted_greedy_reverse_delete|primary
small_exact,N15-R10,heaviest_safe_first,Heaviest safe first,4,4,1.0,small_exact|N15-R10|heaviest_safe_first|primary
small_exact,N15-R10,lightest_safe_first,Lightest safe first,4,4,1.0,small_exact|N15-R10|lightest_safe_first|primary
small_exact,N15-R10,maximum_immediate_burden_release,Maximum immediate release,4,4,1.0,small_exact|N15-R10|maximum_immediate_burden_release|primary
small_exact,N15-R10,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,4,1.0,small_exact|N15-R10|minimum_unique_carrier_exposure|primary
small_exact,N15-R10,declared_source_order,Declared source order,4,4,1.0,small_exact|N15-R10|declared_source_order|primary
small_exact,N15-R10,random_order_rechecked_deletion,Random-order deletion,4,4,1.0,small_exact|N15-R10|random_order_rechecked_deletion|primary
small_exact,N15-R10,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,1.0,small_exact|N15-R10|multistart_random_rechecked_deletion_32|primary
small_exact,N15-R6,complete_enumeration,Enumeration,4,4,1.0,small_exact|N15-R6|complete_enumeration|primary
small_exact,N15-R6,requirement_mask_dp,Mask DP,4,4,1.0,small_exact|N15-R6|requirement_mask_dp|primary
small_exact,N15-R6,jump_highs_tagged_cover,HiGHS MIP,4,4,1.0,small_exact|N15-R6|jump_highs_tagged_cover|primary
small_exact,N15-R6,weighted_greedy,Weighted greedy,4,4,1.0,small_exact|N15-R6|weighted_greedy|primary
small_exact,N15-R6,cardinality_greedy,Cardinality greedy,4,4,1.0,small_exact|N15-R6|cardinality_greedy|primary
small_exact,N15-R6,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,4,1.0,small_exact|N15-R6|weighted_greedy_reverse_delete|primary
small_exact,N15-R6,heaviest_safe_first,Heaviest safe first,4,4,1.0,small_exact|N15-R6|heaviest_safe_first|primary
small_exact,N15-R6,lightest_safe_first,Lightest safe first,4,4,1.0,small_exact|N15-R6|lightest_safe_first|primary
small_exact,N15-R6,maximum_immediate_burden_release,Maximum immediate release,4,4,1.0,small_exact|N15-R6|maximum_immediate_burden_release|primary
small_exact,N15-R6,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,4,1.0,small_exact|N15-R6|minimum_unique_carrier_exposure|primary
small_exact,N15-R6,declared_source_order,Declared source order,4,4,1.0,small_exact|N15-R6|declared_source_order|primary
small_exact,N15-R6,random_order_rechecked_deletion,Random-order deletion,4,4,1.0,small_exact|N15-R6|random_order_rechecked_deletion|primary
small_exact,N15-R6,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,1.0,small_exact|N15-R6|multistart_random_rechecked_deletion_32|primary
small_exact,N7-R10,complete_enumeration,Enumeration,4,4,1.0,small_exact|N7-R10|complete_enumeration|primary
small_exact,N7-R10,requirement_mask_dp,Mask DP,4,4,1.0,small_exact|N7-R10|requirement_mask_dp|primary
small_exact,N7-R10,jump_highs_tagged_cover,HiGHS MIP,4,4,1.0,small_exact|N7-R10|jump_highs_tagged_cover|primary
small_exact,N7-R10,weighted_greedy,Weighted greedy,4,4,1.0,small_exact|N7-R10|weighted_greedy|primary
small_exact,N7-R10,cardinality_greedy,Cardinality greedy,4,4,1.0,small_exact|N7-R10|cardinality_greedy|primary
small_exact,N7-R10,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,4,1.0,small_exact|N7-R10|weighted_greedy_reverse_delete|primary
small_exact,N7-R10,heaviest_safe_first,Heaviest safe first,4,4,1.0,small_exact|N7-R10|heaviest_safe_first|primary
small_exact,N7-R10,lightest_safe_first,Lightest safe first,4,4,1.0,small_exact|N7-R10|lightest_safe_first|primary
small_exact,N7-R10,maximum_immediate_burden_release,Maximum immediate release,4,4,1.0,small_exact|N7-R10|maximum_immediate_burden_release|primary
small_exact,N7-R10,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,4,1.0,small_exact|N7-R10|minimum_unique_carrier_exposure|primary
small_exact,N7-R10,declared_source_order,Declared source order,4,4,1.0,small_exact|N7-R10|declared_source_order|primary
small_exact,N7-R10,random_order_rechecked_deletion,Random-order deletion,4,4,1.0,small_exact|N7-R10|random_order_rechecked_deletion|primary
small_exact,N7-R10,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,1.0,small_exact|N7-R10|multistart_random_rechecked_deletion_32|primary
small_exact,N7-R6,complete_enumeration,Enumeration,3,4,0.75,small_exact|N7-R6|complete_enumeration|primary
small_exact,N7-R6,requirement_mask_dp,Mask DP,3,4,0.75,small_exact|N7-R6|requirement_mask_dp|primary
small_exact,N7-R6,jump_highs_tagged_cover,HiGHS MIP,3,4,0.75,small_exact|N7-R6|jump_highs_tagged_cover|primary
small_exact,N7-R6,weighted_greedy,Weighted greedy,4,4,1.0,small_exact|N7-R6|weighted_greedy|primary
small_exact,N7-R6,cardinality_greedy,Cardinality greedy,3,4,0.75,small_exact|N7-R6|cardinality_greedy|primary
small_exact,N7-R6,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,4,1.0,small_exact|N7-R6|weighted_greedy_reverse_delete|primary
small_exact,N7-R6,heaviest_safe_first,Heaviest safe first,4,4,1.0,small_exact|N7-R6|heaviest_safe_first|primary
small_exact,N7-R6,lightest_safe_first,Lightest safe first,4,4,1.0,small_exact|N7-R6|lightest_safe_first|primary
small_exact,N7-R6,maximum_immediate_burden_release,Maximum immediate release,4,4,1.0,small_exact|N7-R6|maximum_immediate_burden_release|primary
small_exact,N7-R6,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,4,1.0,small_exact|N7-R6|minimum_unique_carrier_exposure|primary
small_exact,N7-R6,declared_source_order,Declared source order,4,4,1.0,small_exact|N7-R6|declared_source_order|primary
small_exact,N7-R6,random_order_rechecked_deletion,Random-order deletion,4,4,1.0,small_exact|N7-R6|random_order_rechecked_deletion|primary
small_exact,N7-R6,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,1.0,small_exact|N7-R6|multistart_random_rechecked_deletion_32|primary
structured,N192-R32,jump_highs_tagged_cover,HiGHS MIP,27,32,0.84375,structured|N192-R32|jump_highs_tagged_cover|primary
structured,N192-R32,weighted_greedy,Weighted greedy,28,32,0.875,structured|N192-R32|weighted_greedy|primary
structured,N192-R32,cardinality_greedy,Cardinality greedy,28,32,0.875,structured|N192-R32|cardinality_greedy|primary
structured,N192-R32,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,28,32,0.875,structured|N192-R32|weighted_greedy_reverse_delete|primary
structured,N192-R32,heaviest_safe_first,Heaviest safe first,28,32,0.875,structured|N192-R32|heaviest_safe_first|primary
structured,N192-R32,lightest_safe_first,Lightest safe first,28,32,0.875,structured|N192-R32|lightest_safe_first|primary
structured,N192-R32,maximum_immediate_burden_release,Maximum immediate release,28,32,0.875,structured|N192-R32|maximum_immediate_burden_release|primary
structured,N192-R32,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,28,32,0.875,structured|N192-R32|minimum_unique_carrier_exposure|primary
structured,N192-R32,declared_source_order,Declared source order,28,32,0.875,structured|N192-R32|declared_source_order|primary
structured,N192-R32,random_order_rechecked_deletion,Random-order deletion,28,32,0.875,structured|N192-R32|random_order_rechecked_deletion|primary
structured,N192-R32,multistart_random_rechecked_deletion_32,32-start random deletion,15,32,0.46875,structured|N192-R32|multistart_random_rechecked_deletion_32|primary
structured,N192-R64,jump_highs_tagged_cover,HiGHS MIP,28,32,0.875,structured|N192-R64|jump_highs_tagged_cover|primary
structured,N192-R64,weighted_greedy,Weighted greedy,28,32,0.875,structured|N192-R64|weighted_greedy|primary
structured,N192-R64,cardinality_greedy,Cardinality greedy,28,32,0.875,structured|N192-R64|cardinality_greedy|primary
structured,N192-R64,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,28,32,0.875,structured|N192-R64|weighted_greedy_reverse_delete|primary
structured,N192-R64,heaviest_safe_first,Heaviest safe first,28,32,0.875,structured|N192-R64|heaviest_safe_first|primary
structured,N192-R64,lightest_safe_first,Lightest safe first,28,32,0.875,structured|N192-R64|lightest_safe_first|primary
structured,N192-R64,maximum_immediate_burden_release,Maximum immediate release,28,32,0.875,structured|N192-R64|maximum_immediate_burden_release|primary
structured,N192-R64,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,28,32,0.875,structured|N192-R64|minimum_unique_carrier_exposure|primary
structured,N192-R64,declared_source_order,Declared source order,28,32,0.875,structured|N192-R64|declared_source_order|primary
structured,N192-R64,random_order_rechecked_deletion,Random-order deletion,28,32,0.875,structured|N192-R64|random_order_rechecked_deletion|primary
structured,N192-R64,multistart_random_rechecked_deletion_32,32-start random deletion,27,32,0.84375,structured|N192-R64|multistart_random_rechecked_deletion_32|primary
structured,N64-R32,jump_highs_tagged_cover,HiGHS MIP,28,32,0.875,structured|N64-R32|jump_highs_tagged_cover|primary
structured,N64-R32,weighted_greedy,Weighted greedy,28,32,0.875,structured|N64-R32|weighted_greedy|primary
structured,N64-R32,cardinality_greedy,Cardinality greedy,28,32,0.875,structured|N64-R32|cardinality_greedy|primary
structured,N64-R32,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,28,32,0.875,structured|N64-R32|weighted_greedy_reverse_delete|primary
structured,N64-R32,heaviest_safe_first,Heaviest safe first,28,32,0.875,structured|N64-R32|heaviest_safe_first|primary
structured,N64-R32,lightest_safe_first,Lightest safe first,28,32,0.875,structured|N64-R32|lightest_safe_first|primary
structured,N64-R32,maximum_immediate_burden_release,Maximum immediate release,28,32,0.875,structured|N64-R32|maximum_immediate_burden_release|primary
structured,N64-R32,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,28,32,0.875,structured|N64-R32|minimum_unique_carrier_exposure|primary
structured,N64-R32,declared_source_order,Declared source order,28,32,0.875,structured|N64-R32|declared_source_order|primary
structured,N64-R32,random_order_rechecked_deletion,Random-order deletion,28,32,0.875,structured|N64-R32|random_order_rechecked_deletion|primary
structured,N64-R32,multistart_random_rechecked_deletion_32,32-start random deletion,28,32,0.875,structured|N64-R32|multistart_random_rechecked_deletion_32|primary
structured,N64-R64,jump_highs_tagged_cover,HiGHS MIP,28,32,0.875,structured|N64-R64|jump_highs_tagged_cover|primary
structured,N64-R64,weighted_greedy,Weighted greedy,28,32,0.875,structured|N64-R64|weighted_greedy|primary
structured,N64-R64,cardinality_greedy,Cardinality greedy,28,32,0.875,structured|N64-R64|cardinality_greedy|primary
structured,N64-R64,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,28,32,0.875,structured|N64-R64|weighted_greedy_reverse_delete|primary
structured,N64-R64,heaviest_safe_first,Heaviest safe first,28,32,0.875,structured|N64-R64|heaviest_safe_first|primary
structured,N64-R64,lightest_safe_first,Lightest safe first,28,32,0.875,structured|N64-R64|lightest_safe_first|primary
structured,N64-R64,maximum_immediate_burden_release,Maximum immediate release,28,32,0.875,structured|N64-R64|maximum_immediate_burden_release|primary
structured,N64-R64,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,28,32,0.875,structured|N64-R64|minimum_unique_carrier_exposure|primary
structured,N64-R64,declared_source_order,Declared source order,28,32,0.875,structured|N64-R64|declared_source_order|primary
structured,N64-R64,random_order_rechecked_deletion,Random-order deletion,28,32,0.875,structured|N64-R64|random_order_rechecked_deletion|primary
structured,N64-R64,multistart_random_rechecked_deletion_32,32-start random deletion,28,32,0.875,structured|N64-R64|multistart_random_rechecked_deletion_32|primary
