family,size,algorithm_id,algorithm,registered_n,gap_available_n,median_relative_gap,worst_relative_gap,trace_join_key
small_exact,N7-R10,random_order_rechecked_deletion,Random-order deletion,4,4,0.75,3//2,small_exact|N7-R10|random_order_rechecked_deletion|primary
small_exact,N7-R10,multistart_random_rechecked_deletion_32,32-start random deletion,4,4,0.0,0//1,small_exact|N7-R10|multistart_random_rechecked_deletion_32|primary
small_exact,N7-R6,weighted_greedy,Weighted greedy,4,3,0//1,1//4,small_exact|N7-R6|weighted_greedy|primary
small_exact,N7-R6,cardinality_greedy,Cardinality greedy,4,3,0//1,3//1,small_exact|N7-R6|cardinality_greedy|primary
small_exact,N7-R6,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,4,3,0//1,1//4,small_exact|N7-R6|weighted_greedy_reverse_delete|primary
small_exact,N7-R6,heaviest_safe_first,Heaviest safe first,4,3,0//1,0//1,small_exact|N7-R6|heaviest_safe_first|primary
small_exact,N7-R6,lightest_safe_first,Lightest safe first,4,3,1//1,3//1,small_exact|N7-R6|lightest_safe_first|primary
small_exact,N7-R6,maximum_immediate_burden_release,Maximum immediate release,4,3,0//1,0//1,small_exact|N7-R6|maximum_immediate_burden_release|primary
small_exact,N7-R6,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4,3,0//1,3//1,small_exact|N7-R6|minimum_unique_carrier_exposure|primary
small_exact,N7-R6,declared_source_order,Declared source order,4,3,0//1,3//1,small_exact|N7-R6|declared_source_order|primary
small_exact,N7-R6,random_order_rechecked_deletion,Random-order deletion,4,3,1//2,3//1,small_exact|N7-R6|random_order_rechecked_deletion|primary
small_exact,N7-R6,multistart_random_rechecked_deletion_32,32-start random deletion,4,3,0//1,0//1,small_exact|N7-R6|multistart_random_rechecked_deletion_32|primary
structured,N192-R32,weighted_greedy,Weighted greedy,32,27,0//1,1//3,structured|N192-R32|weighted_greedy|primary
structured,N192-R32,cardinality_greedy,Cardinality greedy,32,27,3//7,3//1,structured|N192-R32|cardinality_greedy|primary
structured,N192-R32,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,32,27,0//1,1//35,structured|N192-R32|weighted_greedy_reverse_delete|primary
structured,N192-R32,heaviest_safe_first,Heaviest safe first,32,27,0//1,2//1,structured|N192-R32|heaviest_safe_first|primary
structured,N192-R32,lightest_safe_first,Lightest safe first,32,27,15//19,15//1,structured|N192-R32|lightest_safe_first|primary
structured,N192-R32,maximum_immediate_burden_release,Maximum immediate release,32,27,0//1,2//1,structured|N192-R32|maximum_immediate_burden_release|primary
structured,N192-R32,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,32,27,0//1,1//1,structured|N192-R32|minimum_unique_carrier_exposure|primary
structured,N192-R32,declared_source_order,Declared source order,32,27,1//6,20//1,structured|N192-R32|declared_source_order|primary
structured,N192-R32,random_order_rechecked_deletion,Random-order deletion,32,27,7//27,15//1,structured|N192-R32|random_order_rechecked_deletion|primary
structured,N192-R32,multistart_random_rechecked_deletion_32,32-start random deletion,32,14,0.0,2//3,structured|N192-R32|multistart_random_rechecked_deletion_32|primary
structured,N192-R64,weighted_greedy,Weighted greedy,32,28,0.0,1//3,structured|N192-R64|weighted_greedy|primary
structured,N192-R64,cardinality_greedy,Cardinality greedy,32,28,0.1523947750362844702467343976777939042089985486211901306240928882438316400580553,15//2,structured|N192-R64|cardinality_greedy|primary
structured,N192-R64,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,32,28,0.0,1//3,structured|N192-R64|weighted_greedy_reverse_delete|primary
structured,N192-R64,heaviest_safe_first,Heaviest safe first,32,28,0.0,1//1,structured|N192-R64|heaviest_safe_first|primary
structured,N192-R64,lightest_safe_first,Lightest safe first,32,28,0.3299856527977044476327116212338593974175035868005738880918220946915351506456246,61//3,structured|N192-R64|lightest_safe_first|primary
structured,N192-R64,maximum_immediate_burden_release,Maximum immediate release,32,28,0.0,1//1,structured|N192-R64|maximum_immediate_burden_release|primary
structured,N192-R64,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,32,28,0.0,1//1,structured|N192-R64|minimum_unique_carrier_exposure|primary
structured,N192-R64,declared_source_order,Declared source order,32,28,0.05360531309297912713472485768500948766603415559772296015180265654648956356736284,22//3,structured|N192-R64|declared_source_order|primary
structured,N192-R64,random_order_rechecked_deletion,Random-order deletion,32,28,0.08978494623655913978494623655913978494623655913978494623655913978494623655914068,15//1,structured|N192-R64|random_order_rechecked_deletion|primary
structured,N192-R64,multistart_random_rechecked_deletion_32,32-start random deletion,32,27,0//1,8//3,structured|N192-R64|multistart_random_rechecked_deletion_32|primary
structured,N64-R32,weighted_greedy,Weighted greedy,32,28,0.0,1//7,structured|N64-R32|weighted_greedy|primary
structured,N64-R32,cardinality_greedy,Cardinality greedy,32,28,0.2159090909090909090909090909090909090909090909090909090909090909090909090909107,19//3,structured|N64-R32|cardinality_greedy|primary
structured,N64-R32,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,32,28,0.0,1//17,structured|N64-R32|weighted_greedy_reverse_delete|primary
structured,N64-R32,heaviest_safe_first,Heaviest safe first,32,28,0.0,1//5,structured|N64-R32|heaviest_safe_first|primary
structured,N64-R32,lightest_safe_first,Lightest safe first,32,28,0.679621848739495798319327731092436974789915966386554621848739495798319327731095,61//3,structured|N64-R32|lightest_safe_first|primary
structured,N64-R32,maximum_immediate_burden_release,Maximum immediate release,32,28,0.0,1//5,structured|N64-R32|maximum_immediate_burden_release|primary
structured,N64-R32,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,32,28,0.0,1//3,structured|N64-R32|minimum_unique_carrier_exposure|primary
structured,N64-R32,declared_source_order,Declared source order,32,28,0.1485507246376811594202898550724637681159420289855072463768115942028985507246368,15//1,structured|N64-R32|declared_source_order|primary
structured,N64-R32,random_order_rechecked_deletion,Random-order deletion,32,28,0.2020202020202020202020202020202020202020202020202020202020202020202020202020215,15//1,structured|N64-R32|random_order_rechecked_deletion|primary
structured,N64-R32,multistart_random_rechecked_deletion_32,32-start random deletion,32,28,0.0,4//3,structured|N64-R32|multistart_random_rechecked_deletion_32|primary
structured,N64-R64,weighted_greedy,Weighted greedy,32,28,0.0,1//2,structured|N64-R64|weighted_greedy|primary
structured,N64-R64,cardinality_greedy,Cardinality greedy,32,28,0.2229795520934761441090555014605647517039922103213242453748782862706913339824735,7//1,structured|N64-R64|cardinality_greedy|primary
structured,N64-R64,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,32,28,0.0,1//2,structured|N64-R64|weighted_greedy_reverse_delete|primary
structured,N64-R64,heaviest_safe_first,Heaviest safe first,32,28,0.0,3//1,structured|N64-R64|heaviest_safe_first|primary
structured,N64-R64,lightest_safe_first,Lightest safe first,32,28,0.8268733850129198966408268733850129198966408268733850129198966408268733850129179,63//1,structured|N64-R64|lightest_safe_first|primary
structured,N64-R64,maximum_immediate_burden_release,Maximum immediate release,32,28,0.0,3//1,structured|N64-R64|maximum_immediate_burden_release|primary
structured,N64-R64,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,32,28,0.0,2//9,structured|N64-R64|minimum_unique_carrier_exposure|primary
structured,N64-R64,declared_source_order,Declared source order,32,28,0.3506944444444444444444444444444444444444444444444444444444444444444444444444435,23//2,structured|N64-R64|declared_source_order|primary
structured,N64-R64,random_order_rechecked_deletion,Random-order deletion,32,28,0.3229166666666666666666666666666666666666666666666666666666666666666666666666652,17//1,structured|N64-R64|random_order_rechecked_deletion|primary
structured,N64-R64,multistart_random_rechecked_deletion_32,32-start random deletion,32,28,0.0,1//1,structured|N64-R64|multistart_random_rechecked_deletion_32|primary
