comparison_class,family,left,right,paired_n,left_wins,ties,left_losses,median_left_minus_right,sign_interval_lower_95,sign_interval_upper_95,two_sided_sign_test_p
primary_algorithm_PAR2,structured,cardinality_greedy,random_order_rechecked_deletion,128,117,0,11,-3.1095175834999997,-3.8628318330000004,-0.8946005829999999,1.5756792637503377e-23
primary_algorithm_PAR2,structured,cardinality_greedy,multistart_random_rechecked_deletion_32,128,128,0,0,-132.467889646,-149.490630541,-9.470697,5.877471754111438e-39
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,heaviest_safe_first,128,95,16,17,-0.6053401245000001,-2.822322959,-0.3163455009999999,2.5077297681380096e-14
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,lightest_safe_first,128,102,16,10,-0.5061919575,-2.973137334,-0.326334667,2.4113728479541666e-20
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,maximum_immediate_burden_release,128,93,16,19,-0.5400929379999999,-2.5773417910000003,-0.32186066599999996,6.74813608304086e-13
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,minimum_unique_carrier_exposure,128,96,16,16,-0.6680482505,-2.661991501,-0.474527001,4.3777338031345975e-15
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,declared_source_order,128,96,16,16,-0.5705791874999999,-2.913059917,-0.394727792,4.3777338031345975e-15
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,random_order_rechecked_deletion,128,114,0,14,-3.0293218955,-3.82725825,-0.8257392910000001,1.1620685422884812e-20
primary_algorithm_PAR2,structured,weighted_greedy_reverse_delete,multistart_random_rechecked_deletion_32,128,128,0,0,-132.275107688,-148.72117862500002,-9.195900084,5.877471754111438e-39
primary_algorithm_PAR2,structured,heaviest_safe_first,lightest_safe_first,128,50,16,62,0.0,0.0,0.15722654199999997,0.29859285283284615
primary_algorithm_PAR2,structured,heaviest_safe_first,maximum_immediate_burden_release,128,51,16,61,0.0,0.0,0.0930803750000001,0.39519335735782307
primary_algorithm_PAR2,structured,heaviest_safe_first,minimum_unique_carrier_exposure,128,52,16,60,0.0,0.0,0.09894212499999999,0.5085131799736614
primary_algorithm_PAR2,structured,heaviest_safe_first,declared_source_order,128,53,16,59,0.0,-0.028176332999999998,0.083132667,0.6367997716142331
primary_algorithm_PAR2,structured,heaviest_safe_first,random_order_rechecked_deletion,128,69,0,59,-0.10241816650000013,-0.22187212600000006,0.08826424899999985,0.4264394964440242
primary_algorithm_PAR2,structured,heaviest_safe_first,multistart_random_rechecked_deletion_32,128,128,0,0,-127.552348271,-142.40539437500001,-9.127166583,5.877471754111438e-39
primary_algorithm_PAR2,structured,lightest_safe_first,maximum_immediate_burden_release,128,54,16,58,0.0,-0.03040337500000001,0.06754379099999996,0.7769647513696725
primary_algorithm_PAR2,structured,lightest_safe_first,minimum_unique_carrier_exposure,128,50,16,62,0.0,0.0,0.137028166,0.29859285283284615
primary_algorithm_PAR2,structured,lightest_safe_first,declared_source_order,128,59,16,53,0.0,-0.06907029099999995,0.016978584000000074,0.6367997716142331
primary_algorithm_PAR2,structured,lightest_safe_first,random_order_rechecked_deletion,128,70,0,58,-0.0927491245,-0.2984375840000001,0.038550833000000395,0.33093582894221385
primary_algorithm_PAR2,structured,lightest_safe_first,multistart_random_rechecked_deletion_32,128,128,0,0,-128.20138020849998,-144.491478875,-9.413520833,5.877471754111438e-39
primary_algorithm_PAR2,structured,maximum_immediate_burden_release,minimum_unique_carrier_exposure,128,55,16,57,0.0,-0.021681416999999925,0.07505212600000011,0.9247750936572269
primary_algorithm_PAR2,structured,maximum_immediate_burden_release,declared_source_order,128,55,16,57,0.0,-0.03593108299999992,0.05582741700000016,0.9247750936572269
primary_algorithm_PAR2,structured,maximum_immediate_burden_release,random_order_rechecked_deletion,128,77,0,51,-0.12496662499999994,-0.24942408399999993,-0.00570637499999993,0.02673517285597548
primary_algorithm_PAR2,structured,maximum_immediate_burden_release,multistart_random_rechecked_deletion_32,128,128,0,0,-127.94250364599999,-144.806692875,-9.313680792,5.877471754111438e-39
primary_algorithm_PAR2,structured,minimum_unique_carrier_exposure,declared_source_order,128,59,16,53,0.0,-0.12911358299999998,0.006998540999999969,0.6367997716142331
primary_algorithm_PAR2,structured,minimum_unique_carrier_exposure,random_order_rechecked_deletion,128,79,0,49,-0.14071841700000004,-0.296749417,-0.047276374999999815,0.010090139809438577
primary_algorithm_PAR2,structured,minimum_unique_carrier_exposure,multistart_random_rechecked_deletion_32,128,128,0,0,-128.2975800625,-144.785011458,-9.205232125,5.877471754111438e-39
primary_algorithm_PAR2,structured,declared_source_order,random_order_rechecked_deletion,128,71,0,57,-0.06680979199999998,-0.21862554199999984,0.07765770800000005,0.2504398806192594
primary_algorithm_PAR2,structured,declared_source_order,multistart_random_rechecked_deletion_32,128,128,0,0,-127.14238970849999,-144.837268542,-9.344540624,5.877471754111438e-39
primary_algorithm_PAR2,structured,random_order_rechecked_deletion,multistart_random_rechecked_deletion_32,128,112,16,0,-8.1664926455,-118.004846708,-6.513791916000001,3.851859888774472e-34
primary_algorithm_PAR2,adversarial,complete_enumeration,requirement_mask_dp,14,6,0,8,0.15911010450000002,-0.14726650000000002,599.208606958,0.79052734375
primary_algorithm_PAR2,adversarial,complete_enumeration,jump_highs_tagged_cover,14,8,0,6,-2.218241271,-3.9124281250000004,596.009247083,0.79052734375
primary_algorithm_PAR2,adversarial,complete_enumeration,weighted_greedy,14,1,0,13,0.444498937,0.129527834,599.412999,0.0018310546875
primary_algorithm_PAR2,adversarial,complete_enumeration,cardinality_greedy,14,4,0,10,0.272076417,-0.23790058399999992,599.426489458,0.1795654296875
primary_algorithm_PAR2,adversarial,complete_enumeration,weighted_greedy_reverse_delete,14,2,0,12,0.2371218335,0.057204582999999976,599.47004525,0.012939453125
primary_algorithm_PAR2,adversarial,complete_enumeration,heaviest_safe_first,14,4,0,10,0.2297203745,-0.27285466699999994,599.280221291,0.1795654296875
primary_algorithm_PAR2,adversarial,complete_enumeration,lightest_safe_first,14,6,0,8,0.014047208000000033,-0.410330125,599.353745417,0.79052734375
primary_algorithm_PAR2,adversarial,complete_enumeration,maximum_immediate_burden_release,14,3,0,11,0.4129604375,-0.12119220899999994,599.228088208,0.057373046875
primary_algorithm_PAR2,adversarial,complete_enumeration,minimum_unique_carrier_exposure,14,4,0,10,0.255928708,-0.17117520800000002,599.41914,0.1795654296875
primary_algorithm_PAR2,adversarial,complete_enumeration,declared_source_order,14,4,0,10,0.39506925,-0.28424950000000004,599.325754125,0.1795654296875
primary_algorithm_PAR2,adversarial,complete_enumeration,random_order_rechecked_deletion,14,7,0,7,0.031026624999999974,-0.2597656669999999,599.079426458,1.0
primary_algorithm_PAR2,adversarial,complete_enumeration,multistart_random_rechecked_deletion_32,14,3,0,11,0.492278271,-0.027348916999999973,599.174298875,0.057373046875
primary_algorithm_PAR2,adversarial,requirement_mask_dp,jump_highs_tagged_cover,15,15,0,0,-3.0376684170000003,-4.0031494169999995,-2.304600958,6.103515625e-5
primary_algorithm_PAR2,adversarial,requirement_mask_dp,weighted_greedy,15,2,0,13,0.40675800000000006,0.040860251000000014,0.782383042,0.00738525390625
primary_algorithm_PAR2,adversarial,requirement_mask_dp,cardinality_greedy,15,6,0,9,0.16363366700000004,-0.09996420899999992,0.673965374,0.60723876953125
primary_algorithm_PAR2,adversarial,requirement_mask_dp,weighted_greedy_reverse_delete,15,3,0,12,0.16078095800000003,0.034158750000000015,0.74654425,0.03515625
primary_algorithm_PAR2,adversarial,requirement_mask_dp,heaviest_safe_first,15,7,0,8,0.15613545900000003,-0.17802408399999992,0.6221897080000001,1.0
primary_algorithm_PAR2,adversarial,requirement_mask_dp,lightest_safe_first,15,7,0,8,0.11690804100000007,-0.3276372919999999,0.5604679989999999,1.0
primary_algorithm_PAR2,adversarial,requirement_mask_dp,maximum_immediate_burden_release,15,4,0,11,0.19609941799999997,-0.047180624999999976,0.5259549160000001,0.11846923828125
primary_algorithm_PAR2,adversarial,requirement_mask_dp,minimum_unique_carrier_exposure,15,7,0,8,0.22009316700000003,-0.0894339999999999,0.7716873750000001,1.0
primary_algorithm_PAR2,adversarial,requirement_mask_dp,declared_source_order,15,6,0,9,0.2773412499999999,-0.146591708,0.997916166,0.60723876953125
primary_algorithm_PAR2,adversarial,requirement_mask_dp,random_order_rechecked_deletion,15,8,0,7,-0.09087904199999997,-0.262171708,0.4278535,1.0
primary_algorithm_PAR2,adversarial,requirement_mask_dp,multistart_random_rechecked_deletion_32,15,4,0,11,0.20287066599999992,-0.224965458,0.4978226239999999,0.11846923828125
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,weighted_greedy,21,0,0,21,3.6224121670000002,3.035840833,4.521254917,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,cardinality_greedy,21,0,0,21,3.887505792,2.9377042080000004,4.450828667,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,weighted_greedy_reverse_delete,21,0,0,21,3.63630225,2.892096999,4.544156084,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,heaviest_safe_first,21,0,0,21,3.4793022500000004,2.513235958,4.491202417,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,lightest_safe_first,21,0,0,21,3.4651228750000005,2.376605874,4.714925834,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,maximum_immediate_burden_release,21,0,0,21,3.791235916,2.8906477090000005,4.3852234590000005,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,minimum_unique_carrier_exposure,21,0,0,21,3.777562709,2.596503208,4.777608624000001,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,declared_source_order,21,0,0,21,3.7113147920000005,2.476274959,4.386727958,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,random_order_rechecked_deletion,21,0,0,21,3.698826833,2.603414125,4.302443083,9.5367431640625e-7
primary_algorithm_PAR2,adversarial,jump_highs_tagged_cover,multistart_random_rechecked_deletion_32,21,4,0,17,3.00578875,2.0331055,3.9873944580000003,0.007197380065917969
primary_algorithm_PAR2,adversarial,weighted_greedy,cardinality_greedy,21,12,0,9,-0.011847541000000072,-0.1885717910000001,0.10053154099999995,0.6636238098144531
primary_algorithm_PAR2,adversarial,weighted_greedy,weighted_greedy_reverse_delete,21,13,0,8,-0.05986954200000005,-0.29627949900000006,0.06686333299999991,0.38331031799316406
