family,size,instance_id,algorithm_id,algorithm,performance_ratio,solved,any_method_solved_instance,record_path,record_sha256
adversarial,large,V2-C-M02-S03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,2.3920801262724605,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/minimum_unique_carrier_exposure__mandatory_only.toml,d5a3cfb1bc343c4792cf61ca820ff36f9fa056731ff815819d67ef12c0ef9fc5
adversarial,large,V2-C-M02-S03,multistart_random_rechecked_deletion_32,32-start random deletion,2.1831883683160833,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,53982b35f2a8d1359b67f6bb91fc3594b1ef8b78aa3c693397065d7bd145f741
adversarial,large,V2-C-M02-S03,random_order_rechecked_deletion,Random-order deletion,2.2815632521200264,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/random_order_rechecked_deletion__mandatory_only.toml,c24ed9622488db95c28e4cd120bf037bee27fde6274fc49f03945087f21cdec2
adversarial,large,V2-C-M02-S03,requirement_mask_dp,Mask DP,1.588370272145389,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/requirement_mask_dp__mandatory_only.toml,5c84c692dc151a95b3806bc62d032d87339969e78b0eb3e20dfe789592165ed2
adversarial,large,V2-C-M02-S03,weighted_greedy,Weighted greedy,1.552055237165759,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/weighted_greedy__mandatory_only.toml,db2fc42d407ded17424a47af2d3bef305f0a5ddaddbe80b57c01fd3345b06a3f
adversarial,large,V2-C-M02-S03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/weighted_greedy_reverse_delete__mandatory_only.toml,745d5c7adf50628d1f815f0e9e1e2cf495f7056081c1a948369619d1cadd90b9
adversarial,large,V2-C-M03-S03,cardinality_greedy,Cardinality greedy,1.2073296350177936,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/cardinality_greedy__mandatory_only.toml,c2b0705ce173f5c25d6a3047247db1c07103c60ddedd060a8d1d85461974fdd2
adversarial,large,V2-C-M03-S03,declared_source_order,Declared source order,3.479522848846428,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/declared_source_order__mandatory_only.toml,d1e9579e303cc70272d4d7bf47a6be16e9dae0a09dbccb6bcb703c09e9e8f05d
adversarial,large,V2-C-M03-S03,heaviest_safe_first,Heaviest safe first,4.0428945739733155,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/heaviest_safe_first__mandatory_only.toml,815276c282aadb12d12bea83c820d97d62061a1396b7e7f020467d3186907bff
adversarial,large,V2-C-M03-S03,jump_highs_tagged_cover,HiGHS MIP,5.451212901668163,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/jump_highs_tagged_cover__full_fixed_point.toml,5c675bbaa4e2496ce22867e4fde3cf4c6cd55c7a92b73435feebc94e2c996123
adversarial,large,V2-C-M03-S03,lightest_safe_first,Lightest safe first,3.7667735283354165,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/lightest_safe_first__mandatory_only.toml,29f9fa20186e5bd6a60c0e579bdbd1f95935fa58e14582b1f36fd610fad1c2ee
adversarial,large,V2-C-M03-S03,maximum_immediate_burden_release,Maximum immediate release,4.706119257940923,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/maximum_immediate_burden_release__mandatory_only.toml,9206bfc0b2cb3d9f36831f9d1ace10a4b80ee6cf2f690420254e58986dd3d457
adversarial,large,V2-C-M03-S03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,3.4920947316177826,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/minimum_unique_carrier_exposure__mandatory_only.toml,230b80cc96bd52d3da2ef84dbaee9aac7782c5f330d8e3dd16893d50689bec54
adversarial,large,V2-C-M03-S03,multistart_random_rechecked_deletion_32,32-start random deletion,88.52504090603372,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,6ee2c723d059ab5ee0b73144a13df471234a9cb08c4e4d1f7648814e64eb0f13
adversarial,large,V2-C-M03-S03,random_order_rechecked_deletion,Random-order deletion,3.8501291968185196,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/random_order_rechecked_deletion__mandatory_only.toml,1768766331a9e701ad5bde4579f88cd45e57f7255baa3ed509435571de9c13f4
adversarial,large,V2-C-M03-S03,weighted_greedy,Weighted greedy,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/weighted_greedy__mandatory_only.toml,9d99d2299701426032f92181e12eca22a3fbb1810e0dbb66b0238359b2c59125
adversarial,large,V2-C-M03-S03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.1510173167459676,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/weighted_greedy_reverse_delete__mandatory_only.toml,022982d0e5074fc435fe1746c197db8a2aecacc8ecbc3db5c462ac99f9e254a5
adversarial,large,V2-C-M04-S03,cardinality_greedy,Cardinality greedy,1.0218137965342298,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/cardinality_greedy__mandatory_only.toml,f047fed9e03a9a4061f7fea18605fbab4e2c8a476b13a3d93a54c352b7e524eb
adversarial,large,V2-C-M04-S03,declared_source_order,Declared source order,1.1301509815689312,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/declared_source_order__mandatory_only.toml,47eb0fd6d87cdae3995ea28e4cf965ae877846fd0b292d26240ed98d3852ef93
adversarial,large,V2-C-M04-S03,heaviest_safe_first,Heaviest safe first,2.665436557534362,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/heaviest_safe_first__mandatory_only.toml,41ed3a5d4555385271a658ebe802eb26238721887434eb69ce0ca68c0119777a
adversarial,large,V2-C-M04-S03,jump_highs_tagged_cover,HiGHS MIP,16.528628820022373,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/jump_highs_tagged_cover__full_fixed_point.toml,6382b9ac99b05732a41d81391c73d28c35477d0b12a3f2e7586ce31f7167d8a9
adversarial,large,V2-C-M04-S03,lightest_safe_first,Lightest safe first,1.782127614294835,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/lightest_safe_first__mandatory_only.toml,8e74375128ceb6d54aab9a3dc831e6e4d0b905dc6a7fae1bec579c86259fc00d
adversarial,large,V2-C-M04-S03,maximum_immediate_burden_release,Maximum immediate release,1.949163608724214,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/maximum_immediate_burden_release__mandatory_only.toml,a496873f23c04932e8493b75fba4000b991faa93347293d764a397b7ff7f4a55
adversarial,large,V2-C-M04-S03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,2.1667641841417282,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/minimum_unique_carrier_exposure__mandatory_only.toml,eaf04816191243309b06b9f4c232295f3689280edc00923710b173cc761e5a77
adversarial,large,V2-C-M04-S03,multistart_random_rechecked_deletion_32,32-start random deletion,10.994344176704681,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,a1dcaa25c1f83c25bcfffe5021dd6553fbb2ebe9a117848dbc0c1ae39f69dae0
adversarial,large,V2-C-M04-S03,random_order_rechecked_deletion,Random-order deletion,2.2320362635496607,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/random_order_rechecked_deletion__mandatory_only.toml,69cc22463f25edbce986b70d8c4a2508369684dcf64971c923ed65eb1926215f
adversarial,large,V2-C-M04-S03,weighted_greedy,Weighted greedy,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/weighted_greedy__mandatory_only.toml,3da05a568657194224b45537e65c2797aabe234e6ee4f2a9e441929b5165018a
adversarial,large,V2-C-M04-S03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.5455124154834767,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/weighted_greedy_reverse_delete__mandatory_only.toml,250219e0f81785126ecd1d1ef377c939f6e0e075c1181dfa8c32d331c3336620
adversarial,large,V2-C-M05-S03,cardinality_greedy,Cardinality greedy,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/cardinality_greedy__mandatory_only.toml,7923b598b187df4a825fcb628aa80f38a24525cedd4a1e4be8aa1d539db5f934
adversarial,large,V2-C-M05-S03,declared_source_order,Declared source order,5.043634250983994,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/declared_source_order__mandatory_only.toml,22abb4507b114a589260897660f0ed2fae754d681b3f36987eadd4575484f8cb
adversarial,large,V2-C-M05-S03,heaviest_safe_first,Heaviest safe first,7.1486234763621646,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/heaviest_safe_first__mandatory_only.toml,072439664a13d57be6c4d8e2e3c4b3d2c7266c3ccd138c3c1a92fe1924828fb7
adversarial,large,V2-C-M05-S03,jump_highs_tagged_cover,HiGHS MIP,27.147144721492445,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/jump_highs_tagged_cover__full_fixed_point.toml,dcf3d6e8f5e1a5ea3dd50223ce7343f3409f9863d7c47fa01054ac41a1b055b7
adversarial,large,V2-C-M05-S03,lightest_safe_first,Lightest safe first,6.509881637730607,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/lightest_safe_first__mandatory_only.toml,46299e197258590367ee418f15bf7b67d3bd267a791e8029685a52fd687f9f13
adversarial,large,V2-C-M05-S03,maximum_immediate_burden_release,Maximum immediate release,3.151833103170001,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/maximum_immediate_burden_release__mandatory_only.toml,0ac4f024163bd9005cdf92718c707d86e0ad5ba17468c7904a2e33b1560a0b43
adversarial,large,V2-C-M05-S03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,4.649080943294951,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/minimum_unique_carrier_exposure__mandatory_only.toml,c776bd20efa093a11a7f734e31d00d7a58c8a886c15f684214e8528c3025cb59
adversarial,large,V2-C-M05-S03,multistart_random_rechecked_deletion_32,32-start random deletion,34.45356470468246,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,bcffc9444297465a29291f4b5c8baeaf2a0fb45d68a9691f3c88bcb6e5ab1ac2
adversarial,large,V2-C-M05-S03,random_order_rechecked_deletion,Random-order deletion,5.118008899317997,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/random_order_rechecked_deletion__mandatory_only.toml,579c10c5c3c296b0714307ebd32cf6034672b741b2cc19edc1047d2bdf4327ac
adversarial,large,V2-C-M05-S03,weighted_greedy,Weighted greedy,5.57311240432712,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/weighted_greedy__mandatory_only.toml,5c31326ed17a234d9feaf074bb62e46b4aabd316b9302bbffb4bfc22763c2458
adversarial,large,V2-C-M05-S03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,5.490387113632693,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/weighted_greedy_reverse_delete__mandatory_only.toml,e2819dcaf25755443d06a265d116f9f69aac0fefa0a8bae57148d041385e9ea8
adversarial,large,V2-C-M06-S03,cardinality_greedy,Cardinality greedy,1.0226050038063972,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/cardinality_greedy__mandatory_only.toml,795f07a45145f4691be5c77db9ba111a86947bdda23e1e03347530605e795253
adversarial,large,V2-C-M06-S03,declared_source_order,Declared source order,1.9436308400980402,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/declared_source_order__mandatory_only.toml,0e9f5f6597b0119f37f1c88580119b4680ca8dc2bc11cd333343ab0ce59dd5cf
adversarial,large,V2-C-M06-S03,heaviest_safe_first,Heaviest safe first,2.166636612768289,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/heaviest_safe_first__mandatory_only.toml,a17206469245654a97b6ac7f305ad950d9f9f9210f3aea354a562eeee8a7e9ec
adversarial,large,V2-C-M06-S03,jump_highs_tagged_cover,HiGHS MIP,12.243231745997349,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/jump_highs_tagged_cover__full_fixed_point.toml,3fcc3a82fbb1a705773b65ee85cc9054d9454ecaef615d721be7d08dada175f7
adversarial,large,V2-C-M06-S03,lightest_safe_first,Lightest safe first,1.4513687071586838,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/lightest_safe_first__mandatory_only.toml,c09b0bc78029f70a8737451f127edeb4a188a1b451938138c7f44fd81cd9650f
adversarial,large,V2-C-M06-S03,maximum_immediate_burden_release,Maximum immediate release,1.7251377936414205,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/maximum_immediate_burden_release__mandatory_only.toml,7744f36b08a1d85f36da9ddb71af334d5074dcb46d4f5fda60b1a5804026da7c
adversarial,large,V2-C-M06-S03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,1.8618504399348978,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/minimum_unique_carrier_exposure__mandatory_only.toml,d6f697683260e02d237f84d69817c25939d39d307610ff64864edb1bff40a873
adversarial,large,V2-C-M06-S03,multistart_random_rechecked_deletion_32,32-start random deletion,4.25380779384006,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,8b552cc7058b1902c8f9cda39a61d4eef09aa074fcf4da24b2ca439f7531a71c
adversarial,large,V2-C-M06-S03,random_order_rechecked_deletion,Random-order deletion,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/random_order_rechecked_deletion__mandatory_only.toml,73fe1b402dbe6f81fe31a11c8739d7616579abe668f83825ea51faedde9ec540
adversarial,large,V2-C-M06-S03,weighted_greedy,Weighted greedy,1.6247810773432558,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/weighted_greedy__mandatory_only.toml,bbd8337154f6d7c15e24de6cc605fa15e3d6d49b63b530c7f9b218e470c5e1a4
adversarial,large,V2-C-M06-S03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.5701172060760984,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/weighted_greedy_reverse_delete__mandatory_only.toml,3ceab331f644a67aced62d4e88cd48200c8b45cbf7c3e94a74859265d34a06c1
adversarial,large,V2-C-M07-S03,cardinality_greedy,Cardinality greedy,2.089251559882292,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/cardinality_greedy__mandatory_only.toml,94b48f83f0a0ff1623fe4d8a39ba00b9203cf27ecf70a058ba814f9e01e38b77
adversarial,large,V2-C-M07-S03,declared_source_order,Declared source order,1.4001752440448567,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/declared_source_order__mandatory_only.toml,7d41b6f309f207fb8e28488f07084cbf59799d517ca356aa8a667c419a055492
adversarial,large,V2-C-M07-S03,heaviest_safe_first,Heaviest safe first,2.0917056292593066,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/heaviest_safe_first__mandatory_only.toml,1fdf15cff0a72f830b17ab6a2db7daef003ddbe32c716b6c9cf9797419a8b3da
adversarial,large,V2-C-M07-S03,jump_highs_tagged_cover,HiGHS MIP,11.123555182947772,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/jump_highs_tagged_cover__full_fixed_point.toml,24b0881538445c9b9c8db15517ba9008ce99ce22a5785fc6311041607b07a73c
adversarial,large,V2-C-M07-S03,lightest_safe_first,Lightest safe first,2.7457155634937216,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/lightest_safe_first__mandatory_only.toml,7669ca4f3315595e8bf8370b5d2002ee2fd820b2450d240d5691cb6ab5ac1f3d
adversarial,large,V2-C-M07-S03,maximum_immediate_burden_release,Maximum immediate release,1.853189511714013,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/maximum_immediate_burden_release__mandatory_only.toml,087680774516ccf8422d1c334a2d03176b77bbf305c89020315e024d852f9f4d
adversarial,large,V2-C-M07-S03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,1.0006476077785926,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/minimum_unique_carrier_exposure__mandatory_only.toml,05b206db78e721b22fbb6c7bf35a98bcd6086620bcf32dfe77868ff2c7d6b4bd
adversarial,large,V2-C-M07-S03,multistart_random_rechecked_deletion_32,32-start random deletion,18.228918726298243,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,980de49203ccc80c2bf0e8a32257f37292f70d782e12d513d537fcce30832d0d
adversarial,large,V2-C-M07-S03,random_order_rechecked_deletion,Random-order deletion,2.0726614164485464,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/random_order_rechecked_deletion__mandatory_only.toml,d7104fce5e9f315337db1bd81ec3877df09ba83aa37692f5f7ed74e2d4ff9447
adversarial,large,V2-C-M07-S03,weighted_greedy,Weighted greedy,2.3147562495531275,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/weighted_greedy__mandatory_only.toml,1e9932f293a3d3bb45972db799caf78dbb4b8400673cdaa5f90f7e0554def47d
adversarial,large,V2-C-M07-S03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/weighted_greedy_reverse_delete__mandatory_only.toml,02da539291c154d589688f3835b100f1effa4e5ac238919adc4359993861e006
adversarial,medium,V2-C-M01-S02,cardinality_greedy,Cardinality greedy,1.6579041386422013,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/cardinality_greedy__mandatory_only.toml,d12f711c80fd70b0492d04392343c785d444d351be9bc1ae220e7750e8321ab5
adversarial,medium,V2-C-M01-S02,complete_enumeration,Enumeration,,false,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/complete_enumeration__mandatory_only.toml,1725a035316173eb4df9fab9f2606370b986466b1f6de70d2de3d82e31530511
adversarial,medium,V2-C-M01-S02,declared_source_order,Declared source order,2.6296788126008184,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/declared_source_order__mandatory_only.toml,daa3aaef2b2241bc8c5f195a780c4386e43110387f8004cf6d3b6ae96d318fa4
adversarial,medium,V2-C-M01-S02,heaviest_safe_first,Heaviest safe first,1.0886435226771916,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/heaviest_safe_first__mandatory_only.toml,bf48c62e5714b4022a92de157776481997a1a61f86318db27784ba15cbc9ca5a
adversarial,medium,V2-C-M01-S02,jump_highs_tagged_cover,HiGHS MIP,12.98197532060519,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/jump_highs_tagged_cover__full_fixed_point.toml,213b7022ab5e3355fd3a6677511868e2308418eb66899f5cd8379b1c91e7090a
adversarial,medium,V2-C-M01-S02,lightest_safe_first,Lightest safe first,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/lightest_safe_first__mandatory_only.toml,7d4e5809ada085e8513edcfe0f51c3aaf9cdb16958615bf2fa50d3d01118cb8f
adversarial,medium,V2-C-M01-S02,maximum_immediate_burden_release,Maximum immediate release,2.0463769997914336,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/maximum_immediate_burden_release__mandatory_only.toml,2ed56f2fd274df1546b1052f4663e87d4b3dc2b9d1d5af38ac7e676f68e3ce79
adversarial,medium,V2-C-M01-S02,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,1.2762852681022911,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/minimum_unique_carrier_exposure__mandatory_only.toml,3c61bdc0848f1857e64484dc609dcfe8191502a8db5fe882d02b0b715a2321b7
adversarial,medium,V2-C-M01-S02,multistart_random_rechecked_deletion_32,32-start random deletion,2.812140299704179,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,9eb65d08cd1c89d522977afd10c98c6f3a81d23d0268e92e6fce887e1b419763
adversarial,medium,V2-C-M01-S02,random_order_rechecked_deletion,Random-order deletion,2.440495437732933,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/random_order_rechecked_deletion__mandatory_only.toml,3eb1badc3c48a2a0d942e5d426014b9ec209f6a27b7212ba765a8345a36aff83
adversarial,medium,V2-C-M01-S02,requirement_mask_dp,Mask DP,3.3091967402446376,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/requirement_mask_dp__mandatory_only.toml,48bd95b1cf84ed885e3faccfac74aa706e4104d9743fe8cedac07c7b96d51821
adversarial,medium,V2-C-M01-S02,weighted_greedy,Weighted greedy,2.4515180954766898,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/weighted_greedy__mandatory_only.toml,599660c678945e9b6f7b263986b4d21e7655ac29b1a31b05deaf98c68ee54cc6
adversarial,medium,V2-C-M01-S02,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.2984500266909391,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/weighted_greedy_reverse_delete__mandatory_only.toml,27e08f6766e10f291497fb8efc83e74a40b2257efef48d907670d8a7fe797ef6
