audit_id,schedule_id,method,strategy_id,selected,resource_weight,certificate_sha256
locked_terminal_v1,uniform_cardinality,global_safe,FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,GDX__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,GDX__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,GLD__momentum_60__trend_100__h20__half__horizon__vol_target_10,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,HYG__momentum_20__always__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,HYG__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IEF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IEF__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IWM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,IYR__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,KRE__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,LQD__momentum_60__always__h20__unit__horizon__vol_target_10,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,LQD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_20__always__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_20__trend_100__h20__half__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,QQQ__momentum_60__always__h5__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SHY__momentum_20__always__h20__half__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SHY__momentum_20__always__h20__half__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SHY__momentum_20__trend_100__h20__half__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SLV__momentum_20__trend_100__h5__unit__horizon__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SPY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,SPY__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,TLT__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,UNG__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,UNG__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,USO__momentum_60__always__h5__half__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,USO__momentum_60__always__h5__half__signal_flip__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,USO__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,UUP__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,UUP__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,XLE__mean_reversion_5__always__h20__half__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,XLE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,XLF__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,global_safe,XLF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,false,1//1,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8
locked_terminal_v1,uniform_cardinality,stepwise_safe,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,DIA__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,DIA__momentum_60__always__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EEM__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EEM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EFA__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EFA__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EMB__momentum_60__always__h20__unit__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EMB__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EWZ__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,FXE__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,FXI__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,FXI__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,GDX__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,GDX__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,GLD__momentum_60__trend_100__h20__half__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,HYG__momentum_20__always__h20__unit__horizon__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,HYG__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IEF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IEF__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IWM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,IYR__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,KRE__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,LQD__momentum_60__always__h20__unit__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,LQD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,QQQ__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,QQQ__momentum_20__always__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,QQQ__momentum_20__trend_100__h20__half__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,QQQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
locked_terminal_v1,uniform_cardinality,stepwise_safe,QQQ__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,1//1,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f
