year,method,selection_rank,strategy_id,ticker,training_individual_score,training_set_marginal,realized_individual_target,realized_set_marginal,selected_by_realized_greedy_oracle,decision_hash
2023,coverage_marginal,2,XOP__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,XOP,0.06462913850086162,0.06462913850086162,0.07964163788314313,0.07964163788314313,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,coverage_marginal,3,ILF__momentum_20__always__h5__unit__signal_flip__notional_cap_1,ILF,0.024918668116736473,0.024918668116736487,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,coverage_marginal,4,ITB__momentum_20__always__h20__unit__horizon__notional_cap_1,ITB,0.012610270611451892,0.012610270611451896,0.10336968306952853,0.05840753655084427,true,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,coverage_marginal,5,IYR__momentum_20__always__h20__unit__horizon__notional_cap_1,IYR,0.012765455041851862,0.006736701578154591,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,current_belief_improvement,1,IYR__momentum_20__always__h20__unit__horizon__notional_cap_1,IYR,0.06859268367638177,0.012765455041851862,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,current_belief_improvement,2,SLV__momentum_60__always__h5__unit__signal_flip__notional_cap_1,SLV,0.06073575938213421,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,current_belief_improvement,3,GDX__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,GDX,0.04612051091069547,0.0,0.000894529858183612,0.000894529858183612,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,current_belief_improvement,4,GDX__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,GDX,0.032394331259051445,0.0606352867857607,0.008476284532612016,0.007581754674428404,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,current_belief_improvement,5,TLT__momentum_20__always__h20__unit__horizon__notional_cap_1,TLT,0.024881796510488274,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,average_trailing_score,1,USO__momentum_20__always__h20__unit__horizon__notional_cap_1,USO,0.1528107596315712,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,average_trailing_score,2,XOP__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,XOP,0.13581558883133166,0.0535348044329403,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,average_trailing_score,3,USO__momentum_60__always__h20__unit__horizon__notional_cap_1,USO,0.12346203480795957,0.002945582922400894,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,average_trailing_score,4,XOP__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,XOP,0.10782736301480855,0.004654566102251748,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,average_trailing_score,5,USO__momentum_20__always__h20__half__horizon__notional_cap_1,USO,0.10485994248930657,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,raw_parameter_novelty,1,AGG__momentum_20__always__h5__half__signal_flip__vol_target_10,AGG,0.42857142857142855,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,raw_parameter_novelty,2,AGG__momentum_60__always__h5__half__horizon__vol_target_10,AGG,0.42857142857142855,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,raw_parameter_novelty,3,AGG__momentum_60__trend_100__h5__half__horizon__vol_target_10,AGG,0.42857142857142855,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,raw_parameter_novelty,4,BIL__momentum_20__always__h5__half__signal_flip__vol_target_10,BIL,0.42857142857142855,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2023,raw_parameter_novelty,5,BIL__momentum_60__always__h5__half__horizon__vol_target_10,BIL,0.42857142857142855,0.0,0.0,0.0,false,1443fd65ebe22a58993507f3090d612ab1c662340ae577aff5b9e65e2a03fb25
2024,coverage_marginal,1,ITB__momentum_20__always__h20__unit__horizon__notional_cap_1,ITB,0.07794862424149303,0.07794862424149303,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,coverage_marginal,2,XOP__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,XOP,0.06687578082103816,0.06687578082103816,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,coverage_marginal,3,KBE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,KBE,0.02976691127591584,0.029766911275915853,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,coverage_marginal,4,GDX__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,GDX,0.045405210998478406,0.02937569635342263,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,coverage_marginal,5,AGG__mean_reversion_5__always__h20__half__horizon__notional_cap_1,AGG,0.0,0.0,0.0,0.0,true,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,current_belief_improvement,1,ITB__momentum_20__always__h20__unit__horizon__notional_cap_1,ITB,0.1765388077605501,0.07794862424149303,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,current_belief_improvement,2,ITB__momentum_60__always__h20__unit__horizon__notional_cap_1,ITB,0.10317613055709718,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,current_belief_improvement,3,ITB__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,ITB,0.10317613055709718,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,current_belief_improvement,4,XRT__momentum_20__always__h20__unit__horizon__notional_cap_1,XRT,0.06111387769215282,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,current_belief_improvement,5,ITB__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,ITB,0.059516954451140136,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,average_trailing_score,1,ITB__momentum_20__always__h20__unit__horizon__notional_cap_1,ITB,0.1929314144101459,0.07794862424149303,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,average_trailing_score,2,XHB__momentum_20__always__h20__unit__signal_flip__notional_cap_1,XHB,0.1899772131342657,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,average_trailing_score,3,XHB__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,XHB,0.18582326964364476,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,average_trailing_score,4,ITB__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,ITB,0.1826869857094794,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,average_trailing_score,5,ITB__momentum_60__always__h20__unit__horizon__notional_cap_1,ITB,0.17989180261591475,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,raw_parameter_novelty,1,AGG__momentum_20__always__h5__half__signal_flip__vol_target_10,AGG,0.42857142857142855,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,raw_parameter_novelty,2,AGG__momentum_60__always__h5__half__horizon__vol_target_10,AGG,0.42857142857142855,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,raw_parameter_novelty,3,AGG__momentum_60__trend_100__h5__half__horizon__vol_target_10,AGG,0.42857142857142855,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,raw_parameter_novelty,4,BIL__momentum_20__always__h5__half__signal_flip__vol_target_10,BIL,0.42857142857142855,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
2024,raw_parameter_novelty,5,BIL__momentum_60__always__h5__half__horizon__vol_target_10,BIL,0.42857142857142855,0.0,0.0,0.0,false,7e9893ba32573e3804a855eebcaac3f0ebd2d39fe4703ff7899a1a0ecccc3116
