year,strategy_id,ticker,coverage_score,current_belief_improvement,average_trailing_score,raw_parameter_novelty,realized_coverage_target,coverage_rank,current_rank,average_rank,novelty_rank,realized_target_rank,decision_hash
2020,AGG__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.016220313694726807,0.14285714285714285,0.0,67,21,7033,4935,105,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.016220313694726807,0.2857142857142857,0.0,68,22,7034,280,106,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,AGG,0.0,0.0,0.010973133324927834,0.14285714285714285,0.0,69,23,2361,4936,107,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,AGG,0.0,0.0,0.010973133324927834,0.14285714285714285,0.0,70,24,2362,4937,108,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.003772729229055172,0.2857142857142857,0.0,71,25,4958,281,109,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,AGG,0.0,0.0,-0.003772729229055172,0.14285714285714285,0.0,72,26,4959,4938,110,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,AGG,0.0,0.0,0.021513611201142115,0.14285714285714285,0.0,73,27,1184,4939,111,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,AGG,0.0,0.0,0.021513611201142115,0.14285714285714285,0.0,74,28,1185,4940,112,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.007728831065664532,0.14285714285714285,0.0,75,29,5711,4941,113,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.007728831065664532,0.14285714285714285,0.0,76,30,5712,4942,114,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,AGG,0.0,0.0,0.0008510891311694395,0.2857142857142857,0.0,77,31,4033,282,115,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,AGG,0.0,0.0,0.0008510891311694395,0.2857142857142857,0.0,78,32,4034,283,116,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.004380175490493383,0.2857142857142857,0.0,79,33,5100,284,117,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,AGG,0.0,0.0,-0.004380175490493383,0.14285714285714285,0.0,80,34,5101,4943,118,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,AGG,0.0,0.0,0.0014614725819112903,0.14285714285714285,0.0,81,35,3891,4944,119,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,AGG,0.0,0.0,0.0014614725819112903,0.14285714285714285,0.0,82,36,3892,4945,120,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.008911236143213838,0.14285714285714285,0.0,83,37,5922,4946,121,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.008911236143213838,0.14285714285714285,0.0,84,38,5923,4947,122,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__half__horizon__notional_cap_1,AGG,0.0,0.0,0.012759120267672395,0.14285714285714285,0.0,85,39,2121,4948,123,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__half__horizon__vol_target_10,AGG,0.0,0.0,0.012759120267672395,0.14285714285714285,0.0,86,40,2122,4949,124,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__half__signal_flip__notional_cap_1,AGG,0.0,0.0,0.0002330291248404099,0.2857142857142857,0.0,87,41,4135,285,125,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__half__signal_flip__vol_target_10,AGG,0.0,0.0,0.0002330291248404099,0.2857142857142857,0.0,88,42,4136,286,126,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__unit__horizon__notional_cap_1,AGG,0.0,0.0,0.024969705236031568,0.14285714285714285,0.0,89,43,928,4950,127,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__unit__horizon__vol_target_10,AGG,0.0,0.0,0.024969705236031568,0.14285714285714285,0.0,90,44,929,4951,128,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,4.0901872970718805e-5,0.14285714285714285,0.0,91,45,4182,4952,129,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h20__unit__signal_flip__vol_target_10,AGG,0.0,0.0,4.0901872970718805e-5,0.2857142857142857,0.0,92,46,4183,287,130,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__half__horizon__notional_cap_1,AGG,0.0,0.0,-0.004465411885099059,0.2857142857142857,0.0,93,47,5115,288,131,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__half__horizon__vol_target_10,AGG,0.0,0.0,-0.004465411885099059,0.2857142857142857,0.0,94,48,5116,289,132,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__half__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.0040862062698542,0.2857142857142857,0.0,95,49,5031,290,133,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__half__signal_flip__vol_target_10,AGG,0.0,0.0,-0.0040862062698542,0.42857142857142855,0.0,96,50,5032,1,134,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__unit__horizon__notional_cap_1,AGG,0.0,0.0,-0.009355946427518552,0.2857142857142857,0.0,97,51,5998,291,135,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__unit__horizon__vol_target_10,AGG,0.0,0.0,-0.009355946427518552,0.2857142857142857,0.0,98,52,5999,292,136,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.00856106991248494,0.14285714285714285,0.0,99,53,5862,4953,137,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__always__h5__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.00856106991248494,0.2857142857142857,0.0,100,54,5863,293,138,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h20__half__horizon__notional_cap_1,AGG,0.0,0.0,0.011333632766705359,0.14285714285714285,0.0,101,55,2315,4954,139,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h20__half__horizon__vol_target_10,AGG,0.0,0.0,0.011333632766705359,0.14285714285714285,0.0,102,56,2316,4955,140,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,AGG,0.0,0.0,0.0007932710255776123,0.2857142857142857,0.0,103,57,4043,294,141,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,AGG,0.0,0.0,0.0007932710255776123,0.2857142857142857,0.0,104,58,4044,295,142,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,0.0012169791738524944,0.14285714285714285,0.0,105,59,3950,4956,143,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,AGG,0.0,0.0,0.0012169791738524944,0.14285714285714285,0.0,106,60,3951,4957,144,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__half__horizon__notional_cap_1,AGG,0.0,0.0,-0.004101243228372945,0.14285714285714285,0.0,107,61,5034,4958,145,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__half__horizon__vol_target_10,AGG,0.0,0.0,-0.004101243228372945,0.2857142857142857,0.0,108,62,5035,296,146,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.00424237769429433,0.2857142857142857,0.0,109,63,5075,297,147,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,AGG,0.0,0.0,-0.00424237769429433,0.2857142857142857,0.0,110,64,5076,298,148,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,AGG,0.0,0.0,-0.008582556379310533,0.14285714285714285,0.0,111,65,5868,4959,149,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__unit__horizon__vol_target_10,AGG,0.0,0.0,-0.008582556379310533,0.14285714285714285,0.0,112,66,5869,4960,150,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.008821577549832085,0.2857142857142857,0.0,113,67,5910,299,151,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.008821577549832085,0.2857142857142857,0.0,114,68,5911,300,152,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__half__horizon__notional_cap_1,AGG,0.0,0.0,0.006644789687062634,0.2857142857142857,0.0,115,69,3007,301,153,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__half__horizon__vol_target_10,AGG,0.0,0.0,0.006644789687062634,0.2857142857142857,0.0,116,70,3008,302,154,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__half__signal_flip__notional_cap_1,AGG,0.0,0.0,0.002851977308945136,0.2857142857142857,0.0,117,71,3634,303,155,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__half__signal_flip__vol_target_10,AGG,0.0,0.0,0.002851977308945136,0.2857142857142857,0.0,118,72,3635,304,156,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__unit__horizon__notional_cap_1,AGG,0.0,0.0,0.01270814126017417,0.14285714285714285,0.0,119,73,2128,4961,157,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__unit__horizon__vol_target_10,AGG,0.0,0.0,0.01270814126017417,0.2857142857142857,0.0,120,74,2129,305,158,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,0.005237314641186149,0.14285714285714285,0.0,121,75,3219,4962,159,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h20__unit__signal_flip__vol_target_10,AGG,0.0,0.0,0.005237314641186149,0.14285714285714285,0.0,122,76,3220,4963,160,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__half__horizon__notional_cap_1,AGG,0.0,0.0,-0.004115070109513042,0.2857142857142857,0.0,123,77,5040,306,161,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__half__horizon__vol_target_10,AGG,0.0,0.0,-0.004115070109513042,0.42857142857142855,0.0,124,78,5041,2,162,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__half__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.0056084454577830616,0.14285714285714285,0.0,125,79,5327,4964,163,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__half__signal_flip__vol_target_10,AGG,0.0,0.0,-0.0056084454577830616,0.2857142857142857,0.0,126,80,5328,307,164,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__unit__horizon__notional_cap_1,AGG,0.0,0.0,-0.008668712870484254,0.2857142857142857,0.0,127,81,5885,308,165,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__unit__horizon__vol_target_10,AGG,0.0,0.0,-0.008668712870484254,0.2857142857142857,0.0,128,82,5886,309,166,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.011619816807284593,0.2857142857142857,0.0,129,83,6348,310,167,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__always__h5__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.011619816807284593,0.2857142857142857,0.0,130,84,6349,311,168,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__half__horizon__notional_cap_1,AGG,0.0,0.0,0.011058450953706755,0.2857142857142857,0.0,131,85,2351,312,169,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__half__horizon__vol_target_10,AGG,0.0,0.0,0.011058450953706755,0.2857142857142857,0.0,132,86,2352,313,170,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,AGG,0.0,0.0,0.005292767474595649,0.14285714285714285,0.0,133,87,3207,4965,171,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,AGG,0.0,0.0,0.005292767474595649,0.2857142857142857,0.0,134,88,3208,314,172,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,AGG,0.0,0.0,0.02160448425997804,0.14285714285714285,0.0,135,89,1170,4966,173,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__unit__horizon__vol_target_10,AGG,0.0,0.0,0.02160448425997804,0.14285714285714285,0.0,136,90,1171,4967,174,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,0.010139759882484415,0.14285714285714285,0.0,137,91,2466,4968,175,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,AGG,0.0,0.0,0.010139759882484415,0.14285714285714285,0.0,138,92,2467,4969,176,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__half__horizon__notional_cap_1,AGG,0.0,0.0,-0.004223514061463637,0.2857142857142857,0.0,139,93,5070,315,177,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__half__horizon__vol_target_10,AGG,0.0,0.0,-0.004223514061463637,0.42857142857142855,0.0,140,94,5071,3,178,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.005004077169375529,0.14285714285714285,0.0,141,95,5219,4970,179,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,AGG,0.0,0.0,-0.005004077169375529,0.2857142857142857,0.0,142,96,5220,316,180,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,AGG,0.0,0.0,-0.0088554966274124,0.14285714285714285,0.0,143,97,5914,4971,181,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__unit__horizon__vol_target_10,AGG,0.0,0.0,-0.0088554966274124,0.2857142857142857,0.0,144,98,5915,317,182,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,AGG,0.0,0.0,-0.010391831729966201,0.2857142857142857,0.0,145,99,6154,318,183,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,AGG__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,AGG,0.0,0.0,-0.010391831729966201,0.2857142857142857,0.0,146,100,6155,319,184,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__half__horizon__notional_cap_1,BIL,0.0,0.0,-0.0027597343690088393,0.14285714285714285,0.0,147,101,4751,4972,185,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__half__horizon__vol_target_10,BIL,0.0,0.0,-0.0027597343690088393,0.14285714285714285,0.0,148,102,4752,4973,186,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,BIL,0.0,0.0,-0.014034900162237135,0.14285714285714285,0.0,149,103,6746,4974,187,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,BIL,0.0,0.0,-0.014034900162237135,0.2857142857142857,0.0,150,104,6747,320,188,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,BIL,0.0,0.0,-0.005525586124682807,0.14285714285714285,0.0,151,105,5314,4975,189,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__unit__horizon__vol_target_10,BIL,0.0,0.0,-0.005525586124682807,0.14285714285714285,0.0,152,106,5315,4976,190,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,BIL,0.0,0.0,-0.02808026201619763,0.14285714285714285,0.0,153,107,8105,4977,191,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,BIL,0.0,0.0,-0.02808026201619763,0.2857142857142857,0.0,154,108,8106,321,192,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__half__horizon__notional_cap_1,BIL,0.0,0.0,-0.010437730685301507,0.2857142857142857,0.0,155,109,6159,322,193,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__half__horizon__vol_target_10,BIL,0.0,0.0,-0.010437730685301507,0.2857142857142857,0.0,156,110,6160,323,194,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,BIL,0.0,0.0,-0.015849800526162753,0.14285714285714285,0.0,157,111,6992,4978,195,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,BIL,0.0,0.0,-0.015849800526162753,0.2857142857142857,0.0,158,112,6993,324,196,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,BIL,0.0,0.0,-0.020885202550426266,0.14285714285714285,0.0,159,113,7527,4979,197,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__unit__horizon__vol_target_10,BIL,0.0,0.0,-0.020885202550426266,0.14285714285714285,0.0,160,114,7528,4980,198,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,BIL,0.0,0.0,-0.03171070289956312,0.14285714285714285,0.0,161,115,8343,4981,199,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
2020,BIL__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,BIL,0.0,0.0,-0.03171070289956312,0.2857142857142857,0.0,162,116,8344,325,200,23615ce29b83cacb38d1919c7ef9c8922cc66edd1482689a0041cb14895e4bb9
