audit_id,audit_label,schedule_id,algorithm_id,applicability,status,source_active_count,selected_active_count,source_exact_burden,selected_exact_burden,burden_saved,burden_savings_ratio,compression_ratio,algorithm_competition_rank,attains_exact_preprocessing_optimum,exact_preprocessing_optimum_burden,exact_preprocessing_optimum_certified,global_stepwise_absolute_gap,global_stepwise_relative_gap,distinct_active_unique_carrier_count,all_active_unique_carriers_retained,exact_mandatory_retention,exact_frontier_preservation,exact_closure_preservation,exact_feasible,heldout_opportunity_diagnostic,heldout_unit,heldout_timing,benchmark_evidence_class
locked_terminal_v1,Terminal financial audit,validation_computation,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,26,1558//1,344//1,1214//1,607//779,13//40,4,false,338//1,true,112//1,56//169,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,validation_computation,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,25,1558//1,342//1,1216//1,32//41,5//16,3,false,338//1,true,112//1,56//169,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,validation_computation,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,80,25,1558//1,417//1,1141//1,1141//1558,5//16,5,false,338//1,true,112//1,56//169,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,validation_computation,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,80,25,1558//1,338//1,1220//1,610//779,5//16,1,true,338//1,true,112//1,56//169,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,validation_computation,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_41_EXCEED_LIMIT_22,80,,1558//1,,,,,,,338//1,true,112//1,56//169,3,,,,,,,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,validation_computation,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,80,,1558//1,,,,,,,338//1,true,112//1,56//169,3,,,,,,,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,80,25,314//1,96//1,218//1,109//157,5//16,6,false,85//1,true,11//1,11//85,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,80,25,314//1,85//1,229//1,229//314,5//16,1,true,85//1,true,11//1,11//85,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,25,314//1,85//1,229//1,229//314,5//16,1,true,85//1,true,11//1,11//85,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,25,314//1,85//1,229//1,229//314,5//16,1,true,85//1,true,11//1,11//85,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,80,25,314//1,93//1,221//1,221//314,5//16,5,false,85//1,true,11//1,11//85,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,80,25,314//1,85//1,229//1,229//314,5//16,1,true,85//1,true,11//1,11//85,3,true,true,true,true,true,8162187676336809//72057594037927936,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_41_EXCEED_LIMIT_22,80,,314//1,,,,,,,85//1,true,11//1,11//85,3,,,,,,,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
locked_terminal_v1,Terminal financial audit,governance_complexity,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,80,,314//1,,,,,,,85//1,true,11//1,11//85,3,,,,,,,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,202,100,202//1,100//1,102//1,51//101,50//101,1,true,100//1,true,0//1,0//1,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,202,100,202//1,100//1,102//1,51//101,50//101,1,true,100//1,true,0//1,0//1,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,100,202//1,100//1,102//1,51//101,50//101,1,true,100//1,true,0//1,0//1,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,100,202//1,100//1,102//1,51//101,50//101,1,true,100//1,true,0//1,0//1,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,202,100,202//1,100//1,102//1,51//101,50//101,1,true,100//1,true,0//1,0//1,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,202,100,202//1,100//1,102//1,51//101,50//101,1,true,100//1,true,0//1,0//1,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_118_EXCEED_LIMIT_22,202,,202//1,,,,,,,100//1,true,0//1,0//1,5,,,,,,,annual mean next-year enabled-descendant opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,equal_active_strategy,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,202,,202//1,,,,,,,100//1,true,0//1,0//1,5,,,,,,,annual mean next-year enabled-descendant opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,202,100,3508//1,1566//1,1942//1,971//1754,50//101,5,false,1170//1,true,396//1,22//65,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,202,100,3508//1,1170//1,2338//1,1169//1754,50//101,1,true,1170//1,true,396//1,22//65,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,101,3508//1,1172//1,2336//1,584//877,1//2,4,false,1170//1,true,396//1,22//65,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,100,3508//1,1170//1,2338//1,1169//1754,50//101,1,true,1170//1,true,396//1,22//65,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,202,100,3508//1,1579//1,1929//1,1929//3508,50//101,6,false,1170//1,true,396//1,22//65,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,202,100,3508//1,1170//1,2338//1,1169//1754,50//101,1,true,1170//1,true,396//1,22//65,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_118_EXCEED_LIMIT_22,202,,3508//1,,,,,,,1170//1,true,396//1,22//65,5,,,,,,,annual mean next-year enabled-descendant opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,validation_computation,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,202,,3508//1,,,,,,,1170//1,true,396//1,22//65,5,,,,,,,annual mean next-year enabled-descendant opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,202,100,734//1,355//1,379//1,379//734,50//101,6,false,315//1,true,40//1,8//63,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,202,100,734//1,315//1,419//1,419//734,50//101,1,true,315//1,true,40//1,8//63,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,100,734//1,315//1,419//1,419//734,50//101,1,true,315//1,true,40//1,8//63,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,100,734//1,315//1,419//1,419//734,50//101,1,true,315//1,true,40//1,8//63,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,202,100,734//1,350//1,384//1,192//367,50//101,5,false,315//1,true,40//1,8//63,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,202,100,734//1,315//1,419//1,419//734,50//101,1,true,315//1,true,40//1,8//63,5,true,true,true,true,true,7728204652088667//72057594037927936,annual mean next-year enabled-descendant opportunity units,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_118_EXCEED_LIMIT_22,202,,734//1,,,,,,,315//1,true,40//1,8//63,5,,,,,,,annual mean next-year enabled-descendant opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
annual_walk_forward_v2,Annual walk-forward financial audit,governance_complexity,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,202,,734//1,,,,,,,315//1,true,40//1,8//63,5,,,,,,,annual mean next-year enabled-descendant opportunity units,NOT_EVALUATED_DURING_OPTIMIZATION,human-readable preprocessing theorem plus exact finite computation and original-instance recheck; not Lean verification and not solver evidence
