trial_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,strategy_id,source_asset,frontier_preserved,closure_changes,unique_closure_count,operationally_silent_generative,signed_operational_loss,signed_generative_loss,signed_total_dynamic_loss,decomposition_gate,deleted_library_ids
3,sparse,high,weak,low,long,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
3,sparse,high,weak,low,long,high,high,closure_carrier,true,true,true,1,true,0//1,61//256,61//256,true,base_1;base_2;base_3;frontier_addition;inactive
3,sparse,high,weak,low,long,high,high,frontier_addition,true,false,false,0,false,175//192,-27//256,619//768,true,base_1;base_2;base_3;closure_carrier;inactive
4,sparse,high,strong,low,long,low,low,base_1,true,false,false,0,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
4,sparse,high,strong,low,long,low,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
4,sparse,high,strong,low,long,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
4,sparse,high,strong,low,long,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
4,sparse,high,strong,low,long,low,low,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
5,dense,low,strong,high,long,high,high,base_1,true,false,true,1,false,875//256,0//1,875//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
5,dense,low,strong,high,long,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
5,dense,low,strong,high,long,high,high,base_3,true,false,true,1,false,2975//768,0//1,2975//768,true,base_1;base_2;closure_carrier;frontier_addition;inactive
5,dense,low,strong,high,long,high,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
5,dense,low,strong,high,long,high,high,frontier_addition,true,false,false,0,false,525//256,0//1,525//256,true,base_1;base_2;base_3;closure_carrier;inactive
6,dense,low,weak,high,long,high,high,base_1,true,false,true,1,false,1225//384,0//1,1225//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
6,dense,low,weak,high,long,high,high,base_2,true,false,true,1,false,875//256,0//1,875//256,true,base_1;base_3;closure_carrier;frontier_addition;inactive
6,dense,low,weak,high,long,high,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
6,dense,low,weak,high,long,high,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
6,dense,low,weak,high,long,high,high,frontier_addition,true,false,false,0,false,1225//768,0//1,1225//768,true,base_1;base_2;base_3;closure_carrier;inactive
7,dense,low,strong,high,long,high,low,base_1,true,true,true,1,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
7,dense,low,strong,high,long,high,low,base_2,true,false,true,1,false,875//256,0//1,875//256,true,base_1;base_3;closure_carrier;frontier_addition;inactive
7,dense,low,strong,high,long,high,low,base_3,true,false,true,1,false,875//256,0//1,875//256,true,base_1;base_2;closure_carrier;frontier_addition;inactive
7,dense,low,strong,high,long,high,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
7,dense,low,strong,high,long,high,low,frontier_addition,true,false,false,0,false,175//96,0//1,175//96,true,base_1;base_2;base_3;closure_carrier;inactive
8,sparse,low,weak,low,long,high,high,base_1,true,false,true,1,false,1225//768,-189//1024,4333//3072,true,base_2;base_3;closure_carrier;frontier_addition;inactive
8,sparse,low,weak,low,long,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
8,sparse,low,weak,low,long,high,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
8,sparse,low,weak,low,long,high,high,closure_carrier,true,true,true,1,true,0//1,17//128,17//128,true,base_1;base_2;base_3;frontier_addition;inactive
8,sparse,low,weak,low,long,high,high,frontier_addition,true,false,false,0,false,175//384,-27//512,619//1536,true,base_1;base_2;base_3;closure_carrier;inactive
9,sparse,low,strong,high,short,low,low,base_1,true,false,true,1,false,1925//768,0//1,1925//768,true,base_2;base_3;closure_carrier;frontier_addition;inactive
9,sparse,low,strong,high,short,low,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
9,sparse,low,strong,high,short,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
9,sparse,low,strong,high,short,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
9,sparse,low,strong,high,short,low,low,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
10,dense,low,weak,high,short,high,low,base_1,true,true,true,1,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
10,dense,low,weak,high,short,high,low,base_2,true,false,true,1,false,2975//768,-112321//65536,424637//196608,true,base_1;base_3;closure_carrier;frontier_addition;inactive
10,dense,low,weak,high,short,high,low,base_3,true,false,true,1,false,875//256,-390767//262144,505233//262144,true,base_1;base_2;closure_carrier;frontier_addition;inactive
10,dense,low,weak,high,short,high,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
10,dense,low,weak,high,short,high,low,frontier_addition,true,false,false,0,false,175//128,-3163//8192,8037//8192,true,base_1;base_2;base_3;closure_carrier;inactive
11,sparse,low,strong,high,short,high,high,base_1,true,false,true,1,false,875//768,-51671//98304,60329//98304,true,base_2;base_3;closure_carrier;frontier_addition;inactive
11,sparse,low,strong,high,short,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
11,sparse,low,strong,high,short,high,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
11,sparse,low,strong,high,short,high,high,closure_carrier,true,true,true,3,true,0//1,135707//196608,135707//196608,true,base_1;base_2;base_3;frontier_addition;inactive
11,sparse,low,strong,high,short,high,high,frontier_addition,true,false,false,0,false,175//128,-380805//524288,335995//524288,true,base_1;base_2;base_3;closure_carrier;inactive
12,sparse,high,weak,low,short,low,high,base_1,true,false,false,0,false,525//256,-30495//65536,103905//65536,true,base_2;base_3;closure_carrier;frontier_addition;inactive
12,sparse,high,weak,low,short,low,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
12,sparse,high,weak,low,short,low,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
12,sparse,high,weak,low,short,low,high,closure_carrier,true,true,true,1,true,0//1,953//2048,953//2048,true,base_1;base_2;base_3;frontier_addition;inactive
12,sparse,high,weak,low,short,low,high,frontier_addition,true,false,false,0,false,175//256,-165//1024,535//1024,true,base_1;base_2;base_3;closure_carrier;inactive
13,sparse,low,weak,high,short,low,low,base_1,true,false,true,1,false,875//384,0//1,875//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
13,sparse,low,weak,high,short,low,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
13,sparse,low,weak,high,short,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
13,sparse,low,weak,high,short,low,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
13,sparse,low,weak,high,short,low,low,frontier_addition,true,false,false,0,false,875//768,0//1,875//768,true,base_1;base_2;base_3;closure_carrier;inactive
14,dense,low,weak,low,long,high,high,base_1,true,false,true,1,false,175//48,-11//32,317//96,true,base_2;base_3;closure_carrier;frontier_addition;inactive
14,dense,low,weak,low,long,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
14,dense,low,weak,low,long,high,high,base_3,true,false,true,1,false,175//48,-11//32,317//96,true,base_1;base_2;closure_carrier;frontier_addition;inactive
14,dense,low,weak,low,long,high,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
14,dense,low,weak,low,long,high,high,frontier_addition,true,false,false,0,false,1225//768,-24941//196608,288659//196608,true,base_1;base_2;base_3;closure_carrier;inactive
15,sparse,low,strong,low,short,high,low,base_1,true,false,true,1,false,175//96,-2055//2048,5035//6144,true,base_2;base_3;closure_carrier;frontier_addition;inactive
15,sparse,low,strong,low,short,high,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
15,sparse,low,strong,low,short,high,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
15,sparse,low,strong,low,short,high,low,closure_carrier,true,true,true,3,true,0//1,871//256,871//256,true,base_1;base_2;base_3;frontier_addition;inactive
15,sparse,low,strong,low,short,high,low,frontier_addition,true,false,false,0,false,175//192,-2055//4096,5035//12288,true,base_1;base_2;base_3;closure_carrier;inactive
16,dense,low,strong,high,long,low,high,base_1,true,true,true,1,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
16,dense,low,strong,high,long,low,high,base_2,true,false,true,1,false,2975//768,0//1,2975//768,true,base_1;base_3;closure_carrier;frontier_addition;inactive
16,dense,low,strong,high,long,low,high,base_3,true,false,true,1,false,175//48,0//1,175//48,true,base_1;base_2;closure_carrier;frontier_addition;inactive
16,dense,low,strong,high,long,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
16,dense,low,strong,high,long,low,high,frontier_addition,true,false,false,0,false,175//96,0//1,175//96,true,base_1;base_2;base_3;closure_carrier;inactive
17,dense,high,strong,low,long,high,low,base_1,true,false,false,0,false,1225//384,-189//512,4333//1536,true,base_2;base_3;closure_carrier;frontier_addition;inactive
17,dense,high,strong,low,long,high,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
17,dense,high,strong,low,long,high,low,base_3,true,false,false,0,false,2975//768,-459//1024,10523//3072,true,base_1;base_2;closure_carrier;frontier_addition;inactive
17,dense,high,strong,low,long,high,low,closure_carrier,true,true,true,3,true,0//1,17//128,17//128,true,base_1;base_2;base_3;frontier_addition;inactive
17,dense,high,strong,low,long,high,low,frontier_addition,true,false,false,0,false,1225//768,-189//1024,4333//3072,true,base_1;base_2;base_3;closure_carrier;inactive
18,sparse,low,weak,low,short,low,high,base_1,true,false,true,1,false,1225//768,-6475//16384,58975//49152,true,base_2;base_3;closure_carrier;frontier_addition;inactive
18,sparse,low,weak,low,short,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
18,sparse,low,weak,low,short,low,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
18,sparse,low,weak,low,short,low,high,closure_carrier,true,true,true,1,true,0//1,4477//4096,4477//4096,true,base_1;base_2;base_3;frontier_addition;inactive
18,sparse,low,weak,low,short,low,high,frontier_addition,true,false,false,0,false,175//256,-2775//16384,8425//16384,true,base_1;base_2;base_3;closure_carrier;inactive
19,dense,low,weak,high,short,low,low,base_1,true,false,true,1,false,175//48,0//1,175//48,true,base_2;base_3;closure_carrier;frontier_addition;inactive
19,dense,low,weak,high,short,low,low,base_2,true,false,true,1,false,875//256,0//1,875//256,true,base_1;base_3;closure_carrier;frontier_addition;inactive
19,dense,low,weak,high,short,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
19,dense,low,weak,high,short,low,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
19,dense,low,weak,high,short,low,low,frontier_addition,true,false,false,0,false,525//256,0//1,525//256,true,base_1;base_2;base_3;closure_carrier;inactive
20,dense,high,strong,high,short,high,low,base_1,true,false,false,0,false,2975//768,-4335//2048,10795//6144,true,base_2;base_3;closure_carrier;frontier_addition;inactive
20,dense,high,strong,high,short,high,low,base_2,true,false,false,0,false,2975//768,-138933//65536,344801//196608,true,base_1;base_3;closure_carrier;frontier_addition;inactive
20,dense,high,strong,high,short,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
20,dense,high,strong,high,short,high,low,closure_carrier,true,true,true,3,true,0//1,1117//1024,1117//1024,true,base_1;base_2;base_3;frontier_addition;inactive
20,dense,high,strong,high,short,high,low,frontier_addition,true,false,false,0,false,525//256,-73173//65536,61227//65536,true,base_1;base_2;base_3;closure_carrier;inactive
21,dense,high,weak,high,long,low,low,base_1,true,false,false,0,false,1225//384,0//1,1225//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
21,dense,high,weak,high,long,low,low,base_2,true,false,false,0,false,875//256,0//1,875//256,true,base_1;base_3;closure_carrier;frontier_addition;inactive
21,dense,high,weak,high,long,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
21,dense,high,weak,high,long,low,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
21,dense,high,weak,high,long,low,low,frontier_addition,true,false,false,0,false,175//96,0//1,175//96,true,base_1;base_2;base_3;closure_carrier;inactive
22,dense,high,weak,high,short,low,low,base_1,true,false,false,0,false,1225//384,0//1,1225//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
22,dense,high,weak,high,short,low,low,base_2,true,false,false,0,false,175//48,0//1,175//48,true,base_1;base_3;closure_carrier;frontier_addition;inactive
22,dense,high,weak,high,short,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
22,dense,high,weak,high,short,low,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
22,dense,high,weak,high,short,low,low,frontier_addition,true,false,false,0,false,875//384,0//1,875//384,true,base_1;base_2;base_3;closure_carrier;inactive
23,sparse,low,weak,low,long,low,low,base_1,true,false,true,1,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
23,sparse,low,weak,low,long,low,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
23,sparse,low,weak,low,long,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
23,sparse,low,weak,low,long,low,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
23,sparse,low,weak,low,long,low,low,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
24,dense,high,strong,low,short,low,low,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
24,dense,high,strong,low,short,low,low,base_2,true,false,false,0,false,175//48,-3619//4096,33943//12288,true,base_1;base_3;closure_carrier;frontier_addition;inactive
24,dense,high,strong,low,short,low,low,base_3,true,false,false,0,false,875//256,-825//1024,2675//1024,true,base_1;base_2;closure_carrier;frontier_addition;inactive
24,dense,high,strong,low,short,low,low,closure_carrier,true,true,true,3,true,0//1,7483//16384,7483//16384,true,base_1;base_2;base_3;frontier_addition;inactive
24,dense,high,strong,low,short,low,low,frontier_addition,true,false,false,0,false,1225//768,-3089//8192,29933//24576,true,base_1;base_2;base_3;closure_carrier;inactive
25,sparse,low,weak,low,short,low,low,base_1,true,false,true,1,false,1225//768,-23881//65536,241957//196608,true,base_2;base_3;closure_carrier;frontier_addition;inactive
25,sparse,low,weak,low,short,low,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
25,sparse,low,weak,low,short,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
25,sparse,low,weak,low,short,low,low,closure_carrier,true,true,true,1,true,0//1,1077//4096,1077//4096,true,base_1;base_2;base_3;frontier_addition;inactive
25,sparse,low,weak,low,short,low,low,frontier_addition,true,false,false,0,false,875//768,-499//2048,5503//6144,true,base_1;base_2;base_3;closure_carrier;inactive
26,dense,high,weak,low,short,low,low,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
26,dense,high,weak,low,short,low,low,base_2,true,false,false,0,false,875//256,-52965//65536,171035//65536,true,base_1;base_3;closure_carrier;frontier_addition;inactive
26,dense,high,weak,low,short,low,low,base_3,true,false,false,0,false,175//48,-6965//8192,68705//24576,true,base_1;base_2;closure_carrier;frontier_addition;inactive
26,dense,high,weak,low,short,low,low,closure_carrier,true,true,true,1,true,0//1,2097//8192,2097//8192,true,base_1;base_2;base_3;frontier_addition;inactive
26,dense,high,weak,low,short,low,low,frontier_addition,true,false,false,0,false,175//96,-6827//16384,69119//49152,true,base_1;base_2;base_3;closure_carrier;inactive
27,dense,high,strong,low,long,high,high,base_1,true,false,false,0,false,2975//768,-21929//49152,56157//16384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
27,dense,high,strong,low,long,high,high,base_2,true,false,false,0,false,875//256,-19337//49152,148663//49152,true,base_1;base_3;closure_carrier;frontier_addition;inactive
27,dense,high,strong,low,long,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
27,dense,high,strong,low,long,high,high,closure_carrier,true,true,true,3,true,0//1,1447//49152,1447//49152,true,base_1;base_2;base_3;frontier_addition;inactive
27,dense,high,strong,low,long,high,high,frontier_addition,true,false,false,0,false,175//96,-10265//49152,26445//16384,true,base_1;base_2;base_3;closure_carrier;inactive
28,sparse,low,strong,low,long,low,low,base_1,true,false,true,1,false,175//96,0//1,175//96,true,base_2;base_3;closure_carrier;frontier_addition;inactive
28,sparse,low,strong,low,long,low,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
28,sparse,low,strong,low,long,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
28,sparse,low,strong,low,long,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
28,sparse,low,strong,low,long,low,low,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
29,sparse,high,weak,high,long,low,high,base_1,true,false,false,0,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
29,sparse,high,weak,high,long,low,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
29,sparse,high,weak,high,long,low,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
29,sparse,high,weak,high,long,low,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
29,sparse,high,weak,high,long,low,high,frontier_addition,true,false,false,0,false,875//768,0//1,875//768,true,base_1;base_2;base_3;closure_carrier;inactive
30,sparse,low,weak,low,short,high,high,base_1,true,false,true,1,false,525//256,-18495//16384,15105//16384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
30,sparse,low,weak,low,short,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
30,sparse,low,weak,low,short,high,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
30,sparse,low,weak,low,short,high,high,closure_carrier,true,true,true,1,true,0//1,11881//4096,11881//4096,true,base_1;base_2;base_3;frontier_addition;inactive
30,sparse,low,weak,low,short,high,high,frontier_addition,true,false,false,0,false,175//256,-6165//16384,5035//16384,true,base_1;base_2;base_3;closure_carrier;inactive
31,dense,low,strong,low,short,high,high,base_1,true,false,true,1,false,175//48,-2055//1024,5035//3072,true,base_2;base_3;closure_carrier;frontier_addition;inactive
31,dense,low,strong,low,short,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
31,dense,low,strong,low,short,high,high,base_3,true,false,true,1,false,2975//768,-34935//16384,85595//49152,true,base_1;base_2;closure_carrier;frontier_addition;inactive
31,dense,low,strong,low,short,high,high,closure_carrier,true,true,true,3,true,0//1,11881//4096,11881//4096,true,base_1;base_2;base_3;frontier_addition;inactive
31,dense,low,strong,low,short,high,high,frontier_addition,true,false,false,0,false,175//96,-2055//2048,5035//6144,true,base_1;base_2;base_3;closure_carrier;inactive
32,sparse,low,weak,high,short,low,high,base_1,true,false,true,1,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
32,sparse,low,weak,high,short,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
32,sparse,low,weak,high,short,low,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
32,sparse,low,weak,high,short,low,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
32,sparse,low,weak,high,short,low,high,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
33,dense,low,strong,high,short,low,high,base_1,true,false,true,1,false,175//48,-859//49152,59447//16384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
33,dense,low,strong,high,short,low,high,base_2,true,false,true,1,false,1225//384,0//1,1225//384,true,base_1;base_3;closure_carrier;frontier_addition;inactive
33,dense,low,strong,high,short,low,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
33,dense,low,strong,high,short,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
33,dense,low,strong,high,short,low,high,frontier_addition,true,false,false,0,false,875//384,0//1,875//384,true,base_1;base_2;base_3;closure_carrier;inactive
34,sparse,high,strong,high,short,high,high,base_1,true,false,false,0,false,175//96,-32517//32768,81649//98304,true,base_2;base_3;closure_carrier;frontier_addition;inactive
34,sparse,high,strong,high,short,high,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
34,sparse,high,strong,high,short,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
34,sparse,high,strong,high,short,high,high,closure_carrier,true,true,true,3,true,0//1,203//128,203//128,true,base_1;base_2;base_3;frontier_addition;inactive
34,sparse,high,strong,high,short,high,high,frontier_addition,true,false,false,0,false,875//768,-40725//65536,101825//196608,true,base_1;base_2;base_3;closure_carrier;inactive
35,dense,high,weak,low,long,low,low,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
35,dense,high,weak,low,long,low,low,base_2,true,false,false,0,false,875//256,0//1,875//256,true,base_1;base_3;closure_carrier;frontier_addition;inactive
35,dense,high,weak,low,long,low,low,base_3,true,false,false,0,false,2975//768,0//1,2975//768,true,base_1;base_2;closure_carrier;frontier_addition;inactive
35,dense,high,weak,low,long,low,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
35,dense,high,weak,low,long,low,low,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
36,sparse,low,weak,low,long,low,high,base_1,true,false,true,1,false,175//96,0//1,175//96,true,base_2;base_3;closure_carrier;frontier_addition;inactive
36,sparse,low,weak,low,long,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
36,sparse,low,weak,low,long,low,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
36,sparse,low,weak,low,long,low,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
36,sparse,low,weak,low,long,low,high,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
37,dense,high,strong,high,long,high,low,base_1,true,false,false,0,false,2975//768,0//1,2975//768,true,base_2;base_3;closure_carrier;frontier_addition;inactive
37,dense,high,strong,high,long,high,low,base_2,true,false,false,0,false,1225//384,0//1,1225//384,true,base_1;base_3;closure_carrier;frontier_addition;inactive
37,dense,high,strong,high,long,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
37,dense,high,strong,high,long,high,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
37,dense,high,strong,high,long,high,low,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
