audit_id,audit_label,schedule_id,heldout_unit,instance_sha256,algorithm_id,applicability,status,active_strategy_count,frontier_requirement_count,module_requirement_count,coverage_density,duplicate_coverage_count,dominance_reductions,unique_carrier_count,forced_strategy_count,variables_before_preprocessing,variables_after_preprocessing,constraints_before_preprocessing,constraints_after_preprocessing,selected_strategy_count,selected_active_strategy_count,solve_time_seconds,mip_node_count,primal_objective,best_bound,reported_gap,mip_termination_status,solver_claimed_optimal,exact_reconstructed_burden,exact_mandatory_retention,exact_frontier_preservation,exact_closure_preservation,exact_feasible,dp_state_count,exact_frontier_evaluations,exact_closure_evaluations,complete_deletion_scans,multistart_count,random_seed,best_certified_benchmark_burden,absolute_burden_gap,relative_burden_gap,benchmark_evidence_class,heldout_opportunity_diagnostic,heldout_timing
locked_terminal_v1,Terminal financial audit,uniform_cardinality,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,58ef36d4ebfc71a6484f5f20cdae2ce7a1d68a6ef227a013a1a10876e256d991,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,,,,,,NOT_APPLICABLE,false,25//1,true,true,true,true,,1,1,,,,25//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,nonshared_modules,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,1b4c4ff8c82d0e6e9d38d977e782f766fd3a9d5c7fb10af94802c0fed7497df5,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.018577,,,,,NOT_APPLICABLE,false,25//1,true,true,true,true,,27,27,,,,25//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,nonshared_modules,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,1b4c4ff8c82d0e6e9d38d977e782f766fd3a9d5c7fb10af94802c0fed7497df5,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,9.727691917,,,,,NOT_APPLICABLE,false,25//1,true,true,true,true,,94113,94113,1792,32,20260827,25//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,nonshared_modules,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,1b4c4ff8c82d0e6e9d38d977e782f766fd3a9d5c7fb10af94802c0fed7497df5,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.025347792,,25.0,25.0,0.0,NOT_CALLED_PREPROCESSING_SOLVED,false,25//1,true,true,true,true,,2,2,,,,25//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,nonshared_modules,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,1b4c4ff8c82d0e6e9d38d977e782f766fd3a9d5c7fb10af94802c0fed7497df5,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_41_EXCEED_LIMIT_22,80,3,38,563//3280,0,0,3,25,81,0,42,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,25//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
locked_terminal_v1,Terminal financial audit,nonshared_modules,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,1b4c4ff8c82d0e6e9d38d977e782f766fd3a9d5c7fb10af94802c0fed7497df5,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,80,3,38,563//3280,0,0,3,25,81,0,42,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,25//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,,,,,,NOT_APPLICABLE,false,450//1,true,true,true,true,,1,1,,,,338//1,112//1,56//169,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.205695875,,,,,NOT_APPLICABLE,false,338//1,true,true,true,true,,2942,2942,56,,,338//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,27,26,0.035682084,,,,,NOT_APPLICABLE,false,344//1,true,true,true,true,,2,2,,,,338//1,6//1,3//169,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.019056125,,,,,NOT_APPLICABLE,false,342//1,true,true,true,true,,28,28,,,,338//1,4//1,2//169,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,10.173682709,,,,,NOT_APPLICABLE,false,417//1,true,true,true,true,,94113,94113,1792,32,20260827,338//1,79//1,79//338,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.026535375,,338.0,338.0,0.0,NOT_CALLED_PREPROCESSING_SOLVED,false,338//1,true,true,true,true,,2,2,,,,338//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_41_EXCEED_LIMIT_22,80,3,38,563//3280,0,0,3,25,81,0,42,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,338//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
locked_terminal_v1,Terminal financial audit,validation_computation,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,dce9560bd89932045fae4e2f68f7eada2473beb6d47f90655e944049e710b061,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,80,3,38,563//3280,0,0,3,25,81,0,42,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,338//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,,,,,,NOT_APPLICABLE,false,96//1,true,true,true,true,,1,1,,,,85//1,11//1,11//85,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.219080125,,,,,NOT_APPLICABLE,false,85//1,true,true,true,true,,2942,2942,56,,,85//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.017760542,,,,,NOT_APPLICABLE,false,85//1,true,true,true,true,,2,2,,,,85//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.01823825,,,,,NOT_APPLICABLE,false,85//1,true,true,true,true,,27,27,,,,85//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,9.797286875,,,,,NOT_APPLICABLE,false,93//1,true,true,true,true,,94113,94113,1792,32,20260827,85//1,8//1,8//85,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,80,3,38,563//3280,0,0,3,25,81,0,42,0,26,25,0.025486,,85.0,85.0,0.0,NOT_CALLED_PREPROCESSING_SOLVED,false,85//1,true,true,true,true,,2,2,,,,85//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,8162187676336809//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_41_EXCEED_LIMIT_22,80,3,38,563//3280,0,0,3,25,81,0,42,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,85//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
locked_terminal_v1,Terminal financial audit,documented_complexity,terminal locked-2020-2024 enabled-descendant net-utility opportunity units,ad951a3d314ba8a4be134f7d4351d3bc9a41b222b6d33591f0a7336295dfbb71,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,80,3,38,563//3280,0,0,3,25,81,0,42,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,85//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,,,,,,NOT_APPLICABLE,false,100//1,true,true,true,true,,1,1,,,,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,heaviest_safe_first,APPLICABLE,certified_irreducible_heuristic,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,5.868533917,,,,,NOT_APPLICABLE,false,100//1,true,true,true,true,,15555,15555,103,,,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,weighted_greedy,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,0.133650917,,,,,NOT_APPLICABLE,false,100//1,true,true,true,true,,2,2,,,,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,weighted_greedy_reverse_delete,APPLICABLE_IDENTITY_CLOSURE_ONLY,feasible_heuristic,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,0.189760709,,,,,NOT_APPLICABLE,false,100//1,true,true,true,true,,102,102,,,,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,multistart_random_deletion,APPLICABLE,certified_irreducible_heuristic,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,183.775857209,,,,,NOT_APPLICABLE,false,100//1,true,true,true,true,,497729,497729,3296,32,20260827,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,preprocessed_highs_mip,APPLICABLE_IDENTITY_CLOSURE_ONLY,exactly_rechecked_solver_candidate,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,0.217719875,,100.0,100.0,0.0,NOT_CALLED_PREPROCESSING_SOLVED,false,100//1,true,true,true,true,,2,2,,,,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,requirement_mask_dp,NOT_APPLICABLE_REQUIREMENT_LIMIT,SKIPPED_RESIDUAL_REQUIREMENTS_118_EXCEED_LIMIT_22,202,5,113,1419//23836,0,0,5,100,203,0,119,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,100//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
annual_walk_forward_v2,Annual walk-forward financial audit,uniform_cardinality,annual mean next-year enabled-descendant opportunity units,b67a32faf2f0a8963537b15c9a9bc5f9175767f10283027dcde587592587e3fb,optional_second_solver_crosscheck,OPTIONAL,UNAVAILABLE_NO_SECOND_SOLVER_DECLARED,202,5,113,1419//23836,0,0,5,100,203,0,119,0,,,,,,,,NOT_APPLICABLE,false,,,,,,,,,,,,100//1,,,lowest-burden exactly feasible returned endpoint; no optimality claim,,NOT_EVALUATED_DURING_OPTIMIZATION
annual_walk_forward_v2,Annual walk-forward financial audit,nonshared_modules,annual mean next-year enabled-descendant opportunity units,c608b4e40a40ea969b5a3b793bd5d0535f480b0c2ce01aeb1fcfe09718ee7a69,current_stepwise_safe_deletion,LOCKED_PARENT_ENDPOINT,HISTORICAL_LOCKED_ENDPOINT_EXACTLY_RECHECKED,202,5,113,1419//23836,0,0,5,100,203,0,119,0,101,100,,,,,,NOT_APPLICABLE,false,100//1,true,true,true,true,,1,1,,,,100//1,0//1,0//1,lowest-burden exactly feasible returned endpoint; no optimality claim,7728204652088667//72057594037927936,EX_POST_AFTER_ALL_OPTIMIZATION_AND_BENCHMARK_ASSIGNMENT
