trial_id,strategy_id,operationally_redundant,closure_changes,generatively_valuable,future_value_valuable,dominated_and_generatively_valuable,signed_operational_loss,signed_generative_loss,signed_total_dynamic_loss,decomposition_gate
85,strategy_2,true,false,false,false,false,0//1,0//1,0//1,true
85,strategy_3,true,false,false,false,false,0//1,0//1,0//1,true
85,strategy_4,false,false,false,true,false,175//128,0//1,175//128,true
86,strategy_1,true,false,false,false,false,0//1,0//1,0//1,true
86,strategy_2,true,false,false,false,false,0//1,0//1,0//1,true
86,strategy_3,false,false,false,true,false,175//32,-27//128,673//128,true
86,strategy_4,true,false,false,false,false,0//1,0//1,0//1,true
87,strategy_1,true,false,false,false,false,0//1,0//1,0//1,true
87,strategy_2,true,false,false,false,false,0//1,0//1,0//1,true
87,strategy_3,true,false,false,false,false,0//1,0//1,0//1,true
87,strategy_4,false,false,false,true,false,175//192,0//1,175//192,true
88,strategy_1,true,false,false,false,false,0//1,0//1,0//1,true
88,strategy_2,true,false,false,false,false,0//1,0//1,0//1,true
88,strategy_3,true,false,false,false,false,0//1,0//1,0//1,true
88,strategy_4,true,false,false,false,false,0//1,0//1,0//1,true
89,strategy_1,true,false,false,false,false,0//1,0//1,0//1,true
89,strategy_2,false,false,false,true,false,175//128,0//1,175//128,true
89,strategy_3,true,true,false,false,false,0//1,0//1,0//1,true
90,strategy_1,true,false,false,false,false,0//1,0//1,0//1,true
90,strategy_2,false,false,false,true,false,175//64,0//1,175//64,true
90,strategy_3,true,false,false,false,false,0//1,0//1,0//1,true
90,strategy_4,false,false,false,true,false,175//192,0//1,175//192,true
