audit,strategy_id,ticker,directional_signal,entry_filter,holding_horizon,sizing_rule,exit_rule,risk_constraint,operational_value,generative_value,total_retention_value,policy_role,sparse_frontier_indicator,unique_module_count,module_count,module_uniqueness_share,dependent_candidate_count,enabled_candidate_count,dependent_candidate_share,supports_best_descendant,generatively_valuable,theorem_evidence
locked_terminal,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,KRE,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,LQD,momentum_60,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1,QQQ,momentum_60,always,20,unit,horizon,notional_cap_1,0.0634038200,0.0000000000,0.0634038200,operational_only,false,1,7,0.1428571429,88,2320,0.0379310345,false,false,false
locked_terminal,SHY__momentum_20__always__h20__half__horizon__vol_target_10,SHY,momentum_20,always,20,half,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,SLV,momentum_20,trend_100,5,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,SPY,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,TLT,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,UNG,mean_reversion_5,trend_100,5,unit,signal_flip,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,USO__momentum_60__always__h5__half__signal_flip__notional_cap_1,USO,momentum_60,always,5,half,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,UUP,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,XLE,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
locked_terminal,XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,XLF,momentum_60,always,20,unit,signal_flip,notional_cap_1,0.0220846767,0.0000000000,0.0220846767,operational_only,false,1,7,0.1428571429,93,2320,0.0400862069,false,false,false
annual_walk_forward,AGG__momentum_20__trend_100__h20__unit__horizon__vol_target_10,AGG,momentum_20,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,BIL__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,BIL,mean_reversion_5,trend_100,20,half,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,BND__momentum_60__trend_100__h20__unit__horizon__vol_target_10,BND,momentum_60,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,BSV__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,BSV,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,DBA__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,DBA,momentum_20,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,DBC__momentum_60__always__h5__half__signal_flip__notional_cap_1,DBC,momentum_60,always,5,half,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,DEM__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,DEM,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1,DIA,momentum_20,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,DVY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,DVY,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EEM,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EFA,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,EMB,momentum_20,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EPP__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,EPP,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWA__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,EWA,mean_reversion_5,always,5,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWC__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,EWC,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWG__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EWG,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWH__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,EWH,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWJ__mean_reversion_5__always__h20__half__horizon__vol_target_10,EWJ,mean_reversion_5,always,20,half,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWM__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,EWM,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWS__momentum_60__always__h20__unit__horizon__notional_cap_1,EWS,momentum_60,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWT__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EWT,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWW__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,EWW,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWY__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,EWY,mean_reversion_5,trend_100,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,EWZ,mean_reversion_5,always,5,half,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,EZA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EZA,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10,FXE,momentum_60,always,20,unit,signal_flip,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,FXI,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,FXY__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,FXY,mean_reversion_5,trend_100,5,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,GDX,mean_reversion_5,trend_100,20,unit,signal_flip,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,GLD,momentum_60,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,HYG__momentum_20__always__h20__unit__horizon__notional_cap_1,HYG,momentum_20,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IAU__momentum_60__trend_100__h20__unit__horizon__vol_target_10,IAU,momentum_60,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IBB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,IBB,mean_reversion_5,always,5,unit,horizon,notional_cap_1,0.0453679851,0.0000000000,0.0453679851,operational_only,false,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,ICF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,ICF,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IEF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,IEF,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IJH__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IJH,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IJK__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,IJK,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IJR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,IJR,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,ILF__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,ILF,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,ITB__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,ITB,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IVE__momentum_20__always__h20__unit__horizon__notional_cap_1,IVE,momentum_20,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IVV__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,IVV,mean_reversion_5,always,5,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IVW__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IVW,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWB__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,IWB,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWD__momentum_20__always__h20__unit__horizon__notional_cap_1,IWD,momentum_20,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWF__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,IWF,momentum_20,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWM,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWN__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWN,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWO__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWO,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWP__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWP,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWR__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWR,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWS__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWS,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IWV__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,IWV,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IYF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,IYF,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IYM__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,IYM,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,IYR,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,IYT__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IYT,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,JNK__momentum_20__always__h20__unit__horizon__notional_cap_1,JNK,momentum_20,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,KBE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,KBE,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,KRE,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,LQD,momentum_60,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,MBB__momentum_60__trend_100__h20__unit__horizon__vol_target_10,MBB,momentum_60,trend_100,20,unit,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,MDY__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,MDY,mean_reversion_5,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,MOO__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,MOO,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,PFF__momentum_20__always__h20__unit__horizon__notional_cap_1,PFF,momentum_20,always,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1,QQQ,momentum_60,always,20,unit,horizon,notional_cap_1,0.0019820467,0.0000000000,0.0019820467,operational_only,false,1,7,0.1428571429,93,9398,0.0098957225,false,false,false
annual_walk_forward,SDY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,SDY,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,SHV__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,SHV,mean_reversion_5,trend_100,20,half,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,SHY__momentum_20__always__h20__half__horizon__vol_target_10,SHY,momentum_20,always,20,half,horizon,vol_target_10,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,SLV,momentum_20,trend_100,5,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,SPY,momentum_20,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,TIP__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,TIP,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,TLT,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,UNG,mean_reversion_5,trend_100,5,unit,signal_flip,vol_target_10,0.0000000000,0.0534288909,0.0534288909,generative_only,true,1,7,0.1428571429,94,9398,0.0100021281,true,true,false
annual_walk_forward,USO__momentum_60__always__h5__half__signal_flip__notional_cap_1,USO,momentum_60,always,5,half,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,UUP,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,VB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,VB,mean_reversion_5,always,5,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,VEA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,VEA,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,VEU__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,VEU,momentum_60,trend_100,20,unit,horizon,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
annual_walk_forward,VGK__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,VGK,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,0.0000000000,0.0000000000,0.0000000000,neither,true,1,7,0.1428571429,94,9398,0.0100021281,false,false,false
