trial_id,current_belief,next_belief,probability
20,1,3,0//1
20,2,1,0//1
20,2,2,1//4
20,2,3,3//4
20,3,1,3//4
20,3,2,0//1
20,3,3,1//4
21,1,1,1//4
21,1,2,3//4
21,1,3,0//1
21,2,1,0//1
21,2,2,1//4
21,2,3,3//4
21,3,1,3//4
21,3,2,0//1
21,3,3,1//4
22,1,1,1//4
22,1,2,3//4
22,1,3,0//1
22,2,1,0//1
22,2,2,1//4
22,2,3,3//4
22,3,1,3//4
22,3,2,0//1
22,3,3,1//4
23,1,1,1//4
23,1,2,3//4
23,1,3,0//1
23,2,1,0//1
23,2,2,1//4
23,2,3,3//4
23,3,1,3//4
23,3,2,0//1
23,3,3,1//4
24,1,1,1//4
24,1,2,3//4
24,1,3,0//1
24,2,1,0//1
24,2,2,1//4
24,2,3,3//4
24,3,1,3//4
24,3,2,0//1
24,3,3,1//4
25,1,1,1//4
25,1,2,3//4
25,1,3,0//1
25,2,1,0//1
25,2,2,1//4
25,2,3,3//4
25,3,1,3//4
25,3,2,0//1
25,3,3,1//4
26,1,1,1//4
26,1,2,3//4
26,1,3,0//1
26,2,1,0//1
26,2,2,1//4
26,2,3,3//4
26,3,1,3//4
26,3,2,0//1
26,3,3,1//4
27,1,1,3//4
27,1,2,1//4
27,1,3,0//1
27,2,1,0//1
27,2,2,3//4
27,2,3,1//4
27,3,1,1//4
27,3,2,0//1
27,3,3,3//4
28,1,1,1//4
28,1,2,3//4
28,1,3,0//1
28,2,1,0//1
28,2,2,1//4
28,2,3,3//4
28,3,1,3//4
28,3,2,0//1
28,3,3,1//4
29,1,1,3//4
29,1,2,1//4
29,1,3,0//1
29,2,1,0//1
29,2,2,3//4
29,2,3,1//4
29,3,1,1//4
29,3,2,0//1
29,3,3,3//4
30,1,1,3//4
30,1,2,1//4
30,1,3,0//1
30,2,1,0//1
30,2,2,3//4
30,2,3,1//4
30,3,1,1//4
30,3,2,0//1
30,3,3,3//4
31,1,1,3//4
31,1,2,1//4
31,1,3,0//1
31,2,1,0//1
31,2,2,3//4
31,2,3,1//4
31,3,1,1//4
31,3,2,0//1
31,3,3,3//4
32,1,1,3//4
32,1,2,1//4
32,1,3,0//1
32,2,1,0//1
32,2,2,3//4
32,2,3,1//4
32,3,1,1//4
32,3,2,0//1
32,3,3,3//4
33,1,1,3//4
33,1,2,1//4
33,1,3,0//1
33,2,1,0//1
33,2,2,3//4
33,2,3,1//4
33,3,1,1//4
33,3,2,0//1
33,3,3,3//4
34,1,1,3//4
34,1,2,1//4
34,1,3,0//1
34,2,1,0//1
34,2,2,3//4
34,2,3,1//4
34,3,1,1//4
34,3,2,0//1
34,3,3,3//4
35,1,1,1//4
35,1,2,3//4
35,1,3,0//1
35,2,1,0//1
35,2,2,1//4
35,2,3,3//4
35,3,1,3//4
35,3,2,0//1
35,3,3,1//4
36,1,1,3//4
36,1,2,1//4
36,1,3,0//1
36,2,1,0//1
36,2,2,3//4
36,2,3,1//4
36,3,1,1//4
36,3,2,0//1
36,3,3,3//4
37,1,1,1//4
37,1,2,3//4
37,1,3,0//1
37,2,1,0//1
37,2,2,1//4
37,2,3,3//4
37,3,1,3//4
37,3,2,0//1
37,3,3,1//4
38,1,1,3//4
38,1,2,1//4
38,1,3,0//1
38,2,1,0//1
38,2,2,3//4
38,2,3,1//4
38,3,1,1//4
38,3,2,0//1
38,3,3,3//4
39,1,1,1//4
39,1,2,3//4
39,1,3,0//1
39,2,1,0//1
39,2,2,1//4
39,2,3,3//4
39,3,1,3//4
39,3,2,0//1
39,3,3,1//4
40,1,1,3//4
40,1,2,1//4
40,1,3,0//1
40,2,1,0//1
40,2,2,3//4
40,2,3,1//4
40,3,1,1//4
40,3,2,0//1
40,3,3,3//4
41,1,1,3//4
41,1,2,1//4
41,1,3,0//1
41,2,1,0//1
41,2,2,3//4
41,2,3,1//4
41,3,1,1//4
41,3,2,0//1
41,3,3,3//4
42,1,1,3//4
42,1,2,1//4
42,1,3,0//1
42,2,1,0//1
42,2,2,3//4
42,2,3,1//4
42,3,1,1//4
42,3,2,0//1
42,3,3,3//4
43,1,1,1//4
43,1,2,3//4
43,1,3,0//1
43,2,1,0//1
43,2,2,1//4
43,2,3,3//4
43,3,1,3//4
43,3,2,0//1
43,3,3,1//4
44,1,1,1//4
44,1,2,3//4
44,1,3,0//1
44,2,1,0//1
44,2,2,1//4
44,2,3,3//4
44,3,1,3//4
44,3,2,0//1
44,3,3,1//4
45,1,1,3//4
45,1,2,1//4
45,1,3,0//1
45,2,1,0//1
45,2,2,3//4
45,2,3,1//4
45,3,1,1//4
45,3,2,0//1
45,3,3,3//4
46,1,1,1//4
46,1,2,3//4
46,1,3,0//1
46,2,1,0//1
46,2,2,1//4
46,2,3,3//4
46,3,1,3//4
46,3,2,0//1
46,3,3,1//4
47,1,1,1//4
47,1,2,3//4
47,1,3,0//1
47,2,1,0//1
47,2,2,1//4
47,2,3,3//4
47,3,1,3//4
47,3,2,0//1
47,3,3,1//4
48,1,1,1//4
48,1,2,3//4
48,1,3,0//1
48,2,1,0//1
48,2,2,1//4
48,2,3,3//4
48,3,1,3//4
48,3,2,0//1
48,3,3,1//4
49,1,1,1//4
49,1,2,3//4
49,1,3,0//1
49,2,1,0//1
49,2,2,1//4
49,2,3,3//4
49,3,1,3//4
49,3,2,0//1
49,3,3,1//4
50,1,1,3//4
50,1,2,1//4
50,1,3,0//1
50,2,1,0//1
50,2,2,3//4
50,2,3,1//4
50,3,1,1//4
50,3,2,0//1
50,3,3,3//4
51,1,1,1//4
51,1,2,3//4
51,1,3,0//1
51,2,1,0//1
51,2,2,1//4
51,2,3,3//4
51,3,1,3//4
51,3,2,0//1
51,3,3,1//4
52,1,1,1//4
52,1,2,3//4
52,1,3,0//1
52,2,1,0//1
52,2,2,1//4
52,2,3,3//4
52,3,1,3//4
52,3,2,0//1
52,3,3,1//4
53,1,1,3//4
53,1,2,1//4
53,1,3,0//1
53,2,1,0//1
53,2,2,3//4
53,2,3,1//4
53,3,1,1//4
53,3,2,0//1
53,3,3,3//4
54,1,1,1//4
54,1,2,3//4
54,1,3,0//1
54,2,1,0//1
54,2,2,1//4
54,2,3,3//4
54,3,1,3//4
54,3,2,0//1
54,3,3,1//4
55,1,1,3//4
55,1,2,1//4
55,1,3,0//1
55,2,1,0//1
55,2,2,3//4
55,2,3,1//4
55,3,1,1//4
55,3,2,0//1
55,3,3,3//4
56,1,1,3//4
56,1,2,1//4
56,1,3,0//1
56,2,1,0//1
56,2,2,3//4
56,2,3,1//4
56,3,1,1//4
56,3,2,0//1
56,3,3,3//4
57,1,1,1//4
57,1,2,3//4
57,1,3,0//1
57,2,1,0//1
57,2,2,1//4
57,2,3,3//4
57,3,1,3//4
57,3,2,0//1
57,3,3,1//4
58,1,1,1//4
58,1,2,3//4
58,1,3,0//1
58,2,1,0//1
58,2,2,1//4
58,2,3,3//4
58,3,1,3//4
58,3,2,0//1
58,3,3,1//4
59,1,1,1//4
59,1,2,3//4
59,1,3,0//1
59,2,1,0//1
59,2,2,1//4
59,2,3,3//4
59,3,1,3//4
59,3,2,0//1
59,3,3,1//4
60,1,1,3//4
60,1,2,1//4
60,1,3,0//1
60,2,1,0//1
60,2,2,3//4
60,2,3,1//4
60,3,1,1//4
60,3,2,0//1
60,3,3,3//4
61,1,1,1//4
61,1,2,3//4
61,1,3,0//1
61,2,1,0//1
61,2,2,1//4
61,2,3,3//4
61,3,1,3//4
61,3,2,0//1
61,3,3,1//4
62,1,1,3//4
62,1,2,1//4
62,1,3,0//1
62,2,1,0//1
62,2,2,3//4
62,2,3,1//4
62,3,1,1//4
62,3,2,0//1
62,3,3,3//4
63,1,1,1//4
63,1,2,3//4
63,1,3,0//1
63,2,1,0//1
63,2,2,1//4
63,2,3,3//4
63,3,1,3//4
63,3,2,0//1
63,3,3,1//4
64,1,1,1//4
64,1,2,3//4
64,1,3,0//1
64,2,1,0//1
64,2,2,1//4
64,2,3,3//4
64,3,1,3//4
64,3,2,0//1
64,3,3,1//4
65,1,1,3//4
65,1,2,1//4
65,1,3,0//1
65,2,1,0//1
65,2,2,3//4
65,2,3,1//4
65,3,1,1//4
65,3,2,0//1
65,3,3,3//4
66,1,1,3//4
66,1,2,1//4
66,1,3,0//1
66,2,1,0//1
66,2,2,3//4
66,2,3,1//4
66,3,1,1//4
66,3,2,0//1
66,3,3,3//4
67,1,1,1//4
67,1,2,3//4
67,1,3,0//1
67,2,1,0//1
67,2,2,1//4
67,2,3,3//4
67,3,1,3//4
67,3,2,0//1
67,3,3,1//4
68,1,1,3//4
68,1,2,1//4
68,1,3,0//1
68,2,1,0//1
68,2,2,3//4
68,2,3,1//4
68,3,1,1//4
68,3,2,0//1
68,3,3,3//4
69,1,1,1//4
69,1,2,3//4
69,1,3,0//1
69,2,1,0//1
69,2,2,1//4
69,2,3,3//4
69,3,1,3//4
69,3,2,0//1
69,3,3,1//4
70,1,1,1//4
70,1,2,3//4
70,1,3,0//1
70,2,1,0//1
70,2,2,1//4
70,2,3,3//4
70,3,1,3//4
70,3,2,0//1
70,3,3,1//4
71,1,1,3//4
71,1,2,1//4
71,1,3,0//1
71,2,1,0//1
71,2,2,3//4
71,2,3,1//4
71,3,1,1//4
71,3,2,0//1
71,3,3,3//4
72,1,1,3//4
72,1,2,1//4
72,1,3,0//1
72,2,1,0//1
72,2,2,3//4
72,2,3,1//4
72,3,1,1//4
72,3,2,0//1
72,3,3,3//4
73,1,1,3//4
73,1,2,1//4
73,1,3,0//1
73,2,1,0//1
73,2,2,3//4
73,2,3,1//4
73,3,1,1//4
73,3,2,0//1
73,3,3,3//4
74,1,1,3//4
74,1,2,1//4
74,1,3,0//1
74,2,1,0//1
74,2,2,3//4
74,2,3,1//4
74,3,1,1//4
74,3,2,0//1
74,3,3,3//4
75,1,1,3//4
75,1,2,1//4
75,1,3,0//1
75,2,1,0//1
75,2,2,3//4
75,2,3,1//4
75,3,1,1//4
75,3,2,0//1
75,3,3,3//4
76,1,1,1//4
76,1,2,3//4
76,1,3,0//1
76,2,1,0//1
76,2,2,1//4
76,2,3,3//4
76,3,1,3//4
76,3,2,0//1
76,3,3,1//4
77,1,1,3//4
77,1,2,1//4
77,1,3,0//1
77,2,1,0//1
77,2,2,3//4
77,2,3,1//4
77,3,1,1//4
77,3,2,0//1
77,3,3,3//4
78,1,1,3//4
78,1,2,1//4
78,1,3,0//1
78,2,1,0//1
78,2,2,3//4
78,2,3,1//4
78,3,1,1//4
78,3,2,0//1
78,3,3,3//4
79,1,1,3//4
79,1,2,1//4
79,1,3,0//1
79,2,1,0//1
79,2,2,3//4
79,2,3,1//4
79,3,1,1//4
79,3,2,0//1
79,3,3,3//4
80,1,1,1//4
80,1,2,3//4
80,1,3,0//1
80,2,1,0//1
80,2,2,1//4
80,2,3,3//4
80,3,1,3//4
80,3,2,0//1
80,3,3,1//4
81,1,1,1//4
81,1,2,3//4
81,1,3,0//1
81,2,1,0//1
81,2,2,1//4
81,2,3,3//4
81,3,1,3//4
81,3,2,0//1
81,3,3,1//4
82,1,1,1//4
82,1,2,3//4
82,1,3,0//1
82,2,1,0//1
82,2,2,1//4
82,2,3,3//4
82,3,1,3//4
82,3,2,0//1
82,3,3,1//4
83,1,1,1//4
83,1,2,3//4
83,1,3,0//1
83,2,1,0//1
83,2,2,1//4
83,2,3,3//4
83,3,1,3//4
83,3,2,0//1
83,3,3,1//4
84,1,1,1//4
84,1,2,3//4
84,1,3,0//1
84,2,1,0//1
84,2,2,1//4
84,2,3,3//4
84,3,1,3//4
84,3,2,0//1
84,3,3,1//4
85,1,1,1//4
85,1,2,3//4
85,1,3,0//1
85,2,1,0//1
85,2,2,1//4
85,2,3,3//4
85,3,1,3//4
85,3,2,0//1
85,3,3,1//4
86,1,1,3//4
86,1,2,1//4
86,1,3,0//1
86,2,1,0//1
86,2,2,3//4
86,2,3,1//4
86,3,1,1//4
86,3,2,0//1
86,3,3,3//4
87,1,1,1//4
87,1,2,3//4
87,1,3,0//1
87,2,1,0//1
87,2,2,1//4
87,2,3,3//4
87,3,1,3//4
87,3,2,0//1
87,3,3,1//4
88,1,1,3//4
88,1,2,1//4
88,1,3,0//1
88,2,1,0//1
88,2,2,3//4
88,2,3,1//4
88,3,1,1//4
88,3,2,0//1
88,3,3,3//4
89,1,1,3//4
89,1,2,1//4
89,1,3,0//1
89,2,1,0//1
89,2,2,3//4
89,2,3,1//4
89,3,1,1//4
89,3,2,0//1
89,3,3,3//4
90,1,1,3//4
90,1,2,1//4
90,1,3,0//1
90,2,1,0//1
90,2,2,3//4
90,2,3,1//4
90,3,1,1//4
90,3,2,0//1
90,3,3,3//4
91,1,1,1//4
91,1,2,3//4
91,1,3,0//1
91,2,1,0//1
91,2,2,1//4
91,2,3,3//4
91,3,1,3//4
91,3,2,0//1
91,3,3,1//4
92,1,1,3//4
92,1,2,1//4
92,1,3,0//1
92,2,1,0//1
92,2,2,3//4
92,2,3,1//4
92,3,1,1//4
92,3,2,0//1
92,3,3,3//4
93,1,1,1//4
93,1,2,3//4
93,1,3,0//1
93,2,1,0//1
93,2,2,1//4
93,2,3,3//4
93,3,1,3//4
93,3,2,0//1
93,3,3,1//4
94,1,1,1//4
94,1,2,3//4
94,1,3,0//1
94,2,1,0//1
94,2,2,1//4
94,2,3,3//4
94,3,1,3//4
94,3,2,0//1
94,3,3,1//4
95,1,1,1//4
95,1,2,3//4
95,1,3,0//1
95,2,1,0//1
95,2,2,1//4
95,2,3,3//4
95,3,1,3//4
95,3,2,0//1
95,3,3,1//4
96,1,1,1//4
96,1,2,3//4
96,1,3,0//1
96,2,1,0//1
96,2,2,1//4
96,2,3,3//4
96,3,1,3//4
96,3,2,0//1
96,3,3,1//4
97,1,1,1//4
97,1,2,3//4
97,1,3,0//1
97,2,1,0//1
97,2,2,1//4
97,2,3,3//4
97,3,1,3//4
97,3,2,0//1
97,3,3,1//4
98,1,1,3//4
98,1,2,1//4
98,1,3,0//1
98,2,1,0//1
98,2,2,3//4
98,2,3,1//4
98,3,1,1//4
98,3,2,0//1
98,3,3,3//4
99,1,1,3//4
99,1,2,1//4
99,1,3,0//1
99,2,1,0//1
99,2,2,3//4
99,2,3,1//4
99,3,1,1//4
99,3,2,0//1
99,3,3,3//4
100,1,1,3//4
100,1,2,1//4
100,1,3,0//1
100,2,1,0//1
100,2,2,3//4
100,2,3,1//4
100,3,1,1//4
100,3,2,0//1
100,3,3,3//4
101,1,1,3//4
101,1,2,1//4
101,1,3,0//1
101,2,1,0//1
101,2,2,3//4
101,2,3,1//4
101,3,1,1//4
101,3,2,0//1
101,3,3,3//4
102,1,1,1//4
102,1,2,3//4
102,1,3,0//1
102,2,1,0//1
102,2,2,1//4
102,2,3,3//4
102,3,1,3//4
102,3,2,0//1
102,3,3,1//4
103,1,1,3//4
103,1,2,1//4
103,1,3,0//1
103,2,1,0//1
103,2,2,3//4
103,2,3,1//4
103,3,1,1//4
103,3,2,0//1
103,3,3,3//4
104,1,1,1//4
104,1,2,3//4
104,1,3,0//1
104,2,1,0//1
104,2,2,1//4
104,2,3,3//4
104,3,1,3//4
104,3,2,0//1
104,3,3,1//4
105,1,1,3//4
105,1,2,1//4
105,1,3,0//1
105,2,1,0//1
105,2,2,3//4
105,2,3,1//4
105,3,1,1//4
105,3,2,0//1
105,3,3,3//4
106,1,1,3//4
106,1,2,1//4
106,1,3,0//1
106,2,1,0//1
106,2,2,3//4
106,2,3,1//4
106,3,1,1//4
106,3,2,0//1
106,3,3,3//4
107,1,1,1//4
107,1,2,3//4
107,1,3,0//1
107,2,1,0//1
107,2,2,1//4
107,2,3,3//4
107,3,1,3//4
107,3,2,0//1
107,3,3,1//4
108,1,1,3//4
108,1,2,1//4
108,1,3,0//1
108,2,1,0//1
108,2,2,3//4
108,2,3,1//4
108,3,1,1//4
108,3,2,0//1
108,3,3,3//4
109,1,1,1//4
109,1,2,3//4
109,1,3,0//1
109,2,1,0//1
109,2,2,1//4
109,2,3,3//4
109,3,1,3//4
109,3,2,0//1
109,3,3,1//4
110,1,1,3//4
110,1,2,1//4
110,1,3,0//1
110,2,1,0//1
110,2,2,3//4
110,2,3,1//4
110,3,1,1//4
110,3,2,0//1
110,3,3,3//4
111,1,1,1//4
111,1,2,3//4
111,1,3,0//1
111,2,1,0//1
111,2,2,1//4
111,2,3,3//4
111,3,1,3//4
111,3,2,0//1
111,3,3,1//4
112,1,1,3//4
112,1,2,1//4
112,1,3,0//1
112,2,1,0//1
112,2,2,3//4
112,2,3,1//4
112,3,1,1//4
112,3,2,0//1
112,3,3,3//4
113,1,1,1//4
113,1,2,3//4
113,1,3,0//1
113,2,1,0//1
113,2,2,1//4
113,2,3,3//4
113,3,1,3//4
113,3,2,0//1
113,3,3,1//4
114,1,1,3//4
114,1,2,1//4
114,1,3,0//1
114,2,1,0//1
114,2,2,3//4
114,2,3,1//4
114,3,1,1//4
114,3,2,0//1
114,3,3,3//4
115,1,1,1//4
115,1,2,3//4
115,1,3,0//1
115,2,1,0//1
115,2,2,1//4
115,2,3,3//4
115,3,1,3//4
115,3,2,0//1
115,3,3,1//4
116,1,1,1//4
116,1,2,3//4
116,1,3,0//1
116,2,1,0//1
116,2,2,1//4
116,2,3,3//4
116,3,1,3//4
116,3,2,0//1
116,3,3,1//4
117,1,1,1//4
117,1,2,3//4
117,1,3,0//1
117,2,1,0//1
117,2,2,1//4
117,2,3,3//4
117,3,1,3//4
117,3,2,0//1
117,3,3,1//4
118,1,1,3//4
118,1,2,1//4
118,1,3,0//1
118,2,1,0//1
118,2,2,3//4
118,2,3,1//4
118,3,1,1//4
118,3,2,0//1
118,3,3,3//4
119,1,1,1//4
119,1,2,3//4
119,1,3,0//1
119,2,1,0//1
119,2,2,1//4
119,2,3,3//4
119,3,1,3//4
119,3,2,0//1
119,3,3,1//4
120,1,1,3//4
120,1,2,1//4
120,1,3,0//1
120,2,1,0//1
120,2,2,3//4
120,2,3,1//4
120,3,1,1//4
120,3,2,0//1
120,3,3,3//4
121,1,1,1//4
121,1,2,3//4
121,1,3,0//1
121,2,1,0//1
121,2,2,1//4
121,2,3,3//4
121,3,1,3//4
121,3,2,0//1
121,3,3,1//4
122,1,1,3//4
122,1,2,1//4
122,1,3,0//1
122,2,1,0//1
122,2,2,3//4
122,2,3,1//4
122,3,1,1//4
122,3,2,0//1
122,3,3,3//4
123,1,1,1//4
123,1,2,3//4
123,1,3,0//1
123,2,1,0//1
123,2,2,1//4
123,2,3,3//4
123,3,1,3//4
123,3,2,0//1
123,3,3,1//4
124,1,1,3//4
124,1,2,1//4
124,1,3,0//1
124,2,1,0//1
124,2,2,3//4
124,2,3,1//4
124,3,1,1//4
124,3,2,0//1
124,3,3,3//4
125,1,1,3//4
125,1,2,1//4
125,1,3,0//1
125,2,1,0//1
125,2,2,3//4
125,2,3,1//4
125,3,1,1//4
125,3,2,0//1
125,3,3,3//4
126,1,1,3//4
126,1,2,1//4
126,1,3,0//1
126,2,1,0//1
126,2,2,3//4
126,2,3,1//4
126,3,1,1//4
126,3,2,0//1
126,3,3,3//4
127,1,1,3//4
127,1,2,1//4
127,1,3,0//1
127,2,1,0//1
127,2,2,3//4
127,2,3,1//4
127,3,1,1//4
127,3,2,0//1
127,3,3,3//4
128,1,1,3//4
128,1,2,1//4
128,1,3,0//1
128,2,1,0//1
128,2,2,3//4
128,2,3,1//4
128,3,1,1//4
128,3,2,0//1
128,3,3,3//4
129,1,1,1//4
129,1,2,3//4
129,1,3,0//1
129,2,1,0//1
129,2,2,1//4
129,2,3,3//4
129,3,1,3//4
129,3,2,0//1
129,3,3,1//4
130,1,1,1//4
130,1,2,3//4
130,1,3,0//1
130,2,1,0//1
130,2,2,1//4
130,2,3,3//4
130,3,1,3//4
130,3,2,0//1
130,3,3,1//4
131,1,1,3//4
131,1,2,1//4
131,1,3,0//1
131,2,1,0//1
131,2,2,3//4
131,2,3,1//4
131,3,1,1//4
131,3,2,0//1
131,3,3,3//4
132,1,1,3//4
132,1,2,1//4
132,1,3,0//1
132,2,1,0//1
132,2,2,3//4
132,2,3,1//4
132,3,1,1//4
132,3,2,0//1
132,3,3,3//4
133,1,1,3//4
133,1,2,1//4
133,1,3,0//1
133,2,1,0//1
133,2,2,3//4
133,2,3,1//4
133,3,1,1//4
133,3,2,0//1
133,3,3,3//4
134,1,1,3//4
134,1,2,1//4
134,1,3,0//1
134,2,1,0//1
134,2,2,3//4
134,2,3,1//4
134,3,1,1//4
134,3,2,0//1
134,3,3,3//4
135,1,1,3//4
135,1,2,1//4
135,1,3,0//1
135,2,1,0//1
135,2,2,3//4
135,2,3,1//4
135,3,1,1//4
135,3,2,0//1
135,3,3,3//4
136,1,1,3//4
136,1,2,1//4
136,1,3,0//1
136,2,1,0//1
136,2,2,3//4
136,2,3,1//4
136,3,1,1//4
136,3,2,0//1
136,3,3,3//4
137,1,1,1//4
137,1,2,3//4
137,1,3,0//1
137,2,1,0//1
137,2,2,1//4
137,2,3,3//4
137,3,1,3//4
137,3,2,0//1
137,3,3,1//4
138,1,1,1//4
138,1,2,3//4
138,1,3,0//1
138,2,1,0//1
138,2,2,1//4
138,2,3,3//4
138,3,1,3//4
138,3,2,0//1
138,3,3,1//4
139,1,1,1//4
139,1,2,3//4
139,1,3,0//1
139,2,1,0//1
139,2,2,1//4
139,2,3,3//4
139,3,1,3//4
139,3,2,0//1
139,3,3,1//4
140,1,1,3//4
140,1,2,1//4
140,1,3,0//1
140,2,1,0//1
140,2,2,3//4
140,2,3,1//4
140,3,1,1//4
140,3,2,0//1
140,3,3,3//4
141,1,1,1//4
141,1,2,3//4
141,1,3,0//1
141,2,1,0//1
141,2,2,1//4
141,2,3,3//4
141,3,1,3//4
141,3,2,0//1
141,3,3,1//4
142,1,1,3//4
142,1,2,1//4
142,1,3,0//1
142,2,1,0//1
142,2,2,3//4
142,2,3,1//4
142,3,1,1//4
142,3,2,0//1
142,3,3,3//4
143,1,1,1//4
143,1,2,3//4
143,1,3,0//1
143,2,1,0//1
143,2,2,1//4
143,2,3,3//4
143,3,1,3//4
143,3,2,0//1
143,3,3,1//4
144,1,1,3//4
144,1,2,1//4
144,1,3,0//1
144,2,1,0//1
144,2,2,3//4
144,2,3,1//4
144,3,1,1//4
144,3,2,0//1
144,3,3,3//4
145,1,1,3//4
145,1,2,1//4
145,1,3,0//1
145,2,1,0//1
145,2,2,3//4
145,2,3,1//4
145,3,1,1//4
145,3,2,0//1
145,3,3,3//4
146,1,1,3//4
146,1,2,1//4
146,1,3,0//1
146,2,1,0//1
146,2,2,3//4
146,2,3,1//4
146,3,1,1//4
146,3,2,0//1
146,3,3,3//4
147,1,1,3//4
147,1,2,1//4
147,1,3,0//1
147,2,1,0//1
147,2,2,3//4
147,2,3,1//4
147,3,1,1//4
147,3,2,0//1
147,3,3,3//4
148,1,1,3//4
148,1,2,1//4
148,1,3,0//1
148,2,1,0//1
148,2,2,3//4
148,2,3,1//4
148,3,1,1//4
148,3,2,0//1
148,3,3,3//4
149,1,1,3//4
149,1,2,1//4
149,1,3,0//1
149,2,1,0//1
149,2,2,3//4
149,2,3,1//4
149,3,1,1//4
149,3,2,0//1
149,3,3,3//4
150,1,1,3//4
150,1,2,1//4
150,1,3,0//1
150,2,1,0//1
150,2,2,3//4
150,2,3,1//4
150,3,1,1//4
150,3,2,0//1
150,3,3,3//4
151,1,1,1//4
151,1,2,3//4
151,1,3,0//1
151,2,1,0//1
151,2,2,1//4
151,2,3,3//4
151,3,1,3//4
151,3,2,0//1
151,3,3,1//4
152,1,1,3//4
152,1,2,1//4
152,1,3,0//1
152,2,1,0//1
152,2,2,3//4
152,2,3,1//4
152,3,1,1//4
152,3,2,0//1
152,3,3,3//4
153,1,1,1//4
153,1,2,3//4
153,1,3,0//1
153,2,1,0//1
153,2,2,1//4
153,2,3,3//4
153,3,1,3//4
153,3,2,0//1
153,3,3,1//4
154,1,1,3//4
154,1,2,1//4
154,1,3,0//1
154,2,1,0//1
154,2,2,3//4
154,2,3,1//4
154,3,1,1//4
154,3,2,0//1
154,3,3,3//4
155,1,1,1//4
155,1,2,3//4
155,1,3,0//1
155,2,1,0//1
155,2,2,1//4
155,2,3,3//4
155,3,1,3//4
155,3,2,0//1
155,3,3,1//4
156,1,1,1//4
