rule,step,strategy_id,operationally_redundant,generatively_redundant,decision,source_size,resulting_size,closure_size_before,closure_size_after,maximum_frontier_change
innovation_safe,28,IEF__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,true,remove,188,187,113,113,0.0
innovation_safe,29,AGG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,187,186,113,113,0.0
innovation_safe,30,AGG__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,false,retain,186,186,113,113,0.0
innovation_safe,31,IEF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,186,186,113,113,0.0
innovation_safe,32,EWJ__mean_reversion_5__always__h20__half__horizon__vol_target_10,true,false,retain,186,186,113,113,0.0
innovation_safe,33,BND__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,186,185,113,113,0.0
innovation_safe,34,BND__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,false,retain,185,185,113,113,0.0
innovation_safe,35,EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,185,184,113,113,0.0
innovation_safe,36,EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,true,false,retain,184,184,113,113,0.0
innovation_safe,37,TIP__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,true,true,remove,184,183,113,113,0.0
innovation_safe,38,TIP__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,183,183,113,113,0.0
innovation_safe,39,ILF__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,true,true,remove,183,182,113,113,0.0
innovation_safe,40,XOP__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,true,remove,182,181,113,113,0.0
innovation_safe,41,XOP__momentum_20__always__h20__unit__horizon__vol_target_10,true,false,retain,181,181,113,113,0.0
innovation_safe,42,FXI__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,true,true,remove,181,180,113,113,0.0
innovation_safe,43,ILF__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,180,180,113,113,0.0
innovation_safe,44,SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1,true,true,remove,180,179,113,113,0.0
innovation_safe,45,EMB__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,true,remove,179,178,113,113,0.0
innovation_safe,46,TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,178,177,113,113,0.0
innovation_safe,47,TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,177,177,113,113,0.0
innovation_safe,48,LQD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,177,176,113,113,0.0
innovation_safe,49,EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,false,retain,176,176,113,113,0.0
innovation_safe,50,MOO__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,176,175,113,113,0.0
innovation_safe,51,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,false,retain,175,175,113,113,0.0
innovation_safe,52,VGK__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,175,174,113,113,0.0
innovation_safe,53,VGK__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,174,174,113,113,0.0
innovation_safe,54,XLE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,174,173,113,113,0.0
innovation_safe,55,MOO__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,173,173,113,113,0.0
innovation_safe,56,VEU__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,173,172,113,113,0.0
innovation_safe,57,EWG__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,172,171,113,113,0.0
innovation_safe,58,FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,171,171,113,113,0.0
innovation_safe,59,VEU__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,171,171,113,113,0.0
innovation_safe,60,VWO__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,171,170,113,113,0.0
innovation_safe,61,XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,170,170,113,113,0.0
innovation_safe,62,EWT__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,170,169,113,113,0.0
innovation_safe,63,EWA__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,169,168,113,113,0.0
innovation_safe,64,JNK__momentum_60__always__h20__unit__horizon__notional_cap_1,true,true,remove,168,167,113,113,0.0
innovation_safe,65,HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,167,166,113,113,0.0
innovation_safe,66,EWC__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,166,165,113,113,0.0
innovation_safe,67,GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,165,164,113,113,0.0
innovation_safe,68,XME__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,164,163,113,113,0.0
innovation_safe,69,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,true,false,retain,163,163,113,113,0.0
innovation_safe,70,GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,false,retain,163,163,113,113,0.0
innovation_safe,71,HYG__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,163,163,113,113,0.0
innovation_safe,72,IAU__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,163,162,113,113,0.0
innovation_safe,73,JNK__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,162,162,113,113,0.0
innovation_safe,74,KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,162,161,113,113,0.0
innovation_safe,75,EWS__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,161,160,113,113,0.0
innovation_safe,76,IAU__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,false,retain,160,160,113,113,0.0
innovation_safe,77,DEM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,160,159,113,113,0.0
innovation_safe,78,EWA__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,true,false,retain,159,159,113,113,0.0
innovation_safe,79,XLU__mean_reversion_5__always__h5__unit__horizon__vol_target_10,true,true,remove,159,158,113,113,0.0
innovation_safe,80,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,158,158,113,113,0.0
innovation_safe,81,EFA__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,158,157,113,113,0.0
innovation_safe,82,EWS__momentum_60__always__h20__unit__horizon__notional_cap_1,true,false,retain,157,157,113,113,0.0
innovation_safe,83,EWC__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,157,157,113,113,0.0
innovation_safe,84,EEM__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,157,156,113,113,0.0
innovation_safe,85,XLB__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,156,155,113,113,0.0
innovation_safe,86,IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,155,154,113,113,0.0
innovation_safe,87,EWM__momentum_60__always__h20__unit__horizon__notional_cap_1,true,true,remove,154,153,113,113,0.0
innovation_safe,88,VEA__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,153,152,113,113,0.0
innovation_safe,89,EWY__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,152,151,113,113,0.0
innovation_safe,90,EWW__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,151,150,113,113,0.0
innovation_safe,91,EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,150,150,113,113,0.0
innovation_safe,92,VNQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,150,149,113,113,0.0
innovation_safe,93,EWM__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,149,149,113,113,0.0
innovation_safe,94,VNQ__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,149,149,113,113,0.0
innovation_safe,95,EWT__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,149,149,113,113,0.0
innovation_safe,96,EWG__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,149,149,113,113,0.0
innovation_safe,97,ICF__mean_reversion_5__always__h20__unit__horizon__vol_target_10,true,true,remove,149,148,113,113,0.0
innovation_safe,98,EZA__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,148,147,113,113,0.0
innovation_safe,99,EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,147,147,113,113,0.0
innovation_safe,100,IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,147,147,113,113,0.0
innovation_safe,101,EWY__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,true,false,retain,147,147,113,113,0.0
innovation_safe,102,DIA__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,147,146,113,113,0.0
innovation_safe,103,XME__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,146,146,113,113,0.0
innovation_safe,104,ICF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,146,146,113,113,0.0
innovation_safe,105,VWO__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,146,146,113,113,0.0
innovation_safe,106,IWN__momentum_20__always__h20__unit__horizon__notional_cap_1,true,true,remove,146,145,113,113,0.0
innovation_safe,107,EWW__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,145,145,113,113,0.0
innovation_safe,108,DEM__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,145,145,113,113,0.0
innovation_safe,109,IWN__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,145,145,113,113,0.0
innovation_safe,110,VIG__momentum_60__always__h20__unit__horizon__notional_cap_1,true,true,remove,145,144,113,113,0.0
innovation_safe,111,EWH__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,144,143,113,113,0.0
innovation_safe,112,EWH__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,143,143,113,113,0.0
innovation_safe,113,VIG__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,143,143,113,113,0.0
innovation_safe,114,PFF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,143,142,113,113,0.0
innovation_safe,115,SPY__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,142,141,113,113,0.0
innovation_safe,116,SDY__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,141,140,113,113,0.0
innovation_safe,117,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,140,140,113,113,0.0
innovation_safe,118,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,140,140,113,113,0.0
innovation_safe,119,IVV__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,140,139,113,113,0.0
innovation_safe,120,EPP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,139,138,113,113,0.0
innovation_safe,121,IVV__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,true,false,retain,138,138,113,113,0.0
innovation_safe,122,VEA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,138,138,113,113,0.0
innovation_safe,123,IVE__momentum_20__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,138,137,113,113,0.0
innovation_safe,124,XLB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,137,137,113,113,0.0
innovation_safe,125,VTV__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,137,136,113,113,0.0
innovation_safe,126,EPP__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,136,136,113,113,0.0
innovation_safe,127,IWM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,136,135,113,113,0.0
innovation_safe,128,IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,135,135,113,113,0.0
innovation_safe,129,SDY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,135,135,113,113,0.0
innovation_safe,130,IWB__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,135,134,113,113,0.0
innovation_safe,131,XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,false,true,retain,134,134,113,113,0.05170871485158324
innovation_safe,132,VYM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,134,133,113,113,0.0
innovation_safe,133,IWO__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,133,132,113,113,0.0
innovation_safe,134,XLI__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,132,131,113,113,0.0
innovation_safe,135,XLV__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,131,130,113,113,0.0
innovation_safe,136,EZA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,retain,130,130,113,113,0.0
innovation_safe,137,IVE__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,130,130,113,113,0.0
innovation_safe,138,XLF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,130,129,113,113,0.0
innovation_safe,139,IWD__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,129,128,113,113,0.0
innovation_safe,140,VTV__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,128,128,113,113,0.0
innovation_safe,141,IJR__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,true,true,remove,128,127,113,113,0.0
innovation_safe,142,XLK__momentum_60__always__h20__unit__horizon__notional_cap_1,false,true,retain,127,127,113,113,0.021069253439666813
innovation_safe,143,XLU__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,false,false,retain,127,127,113,113,0.0651491426584625
innovation_safe,144,PFF__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,127,127,113,113,0.0
innovation_safe,145,XLP__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,127,126,113,113,0.0
innovation_safe,146,XLI__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,126,126,113,113,0.0
innovation_safe,147,IWD__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,126,126,113,113,0.0
innovation_safe,148,IWV__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,126,125,113,113,0.0
innovation_safe,149,IYF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,125,124,113,113,0.0
innovation_safe,150,QQQ__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,true,remove,124,123,113,113,0.0
innovation_safe,151,DVY__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,123,122,113,113,0.0
innovation_safe,152,IWB__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,122,122,113,113,0.0
innovation_safe,153,VYM__momentum_20__always__h20__unit__horizon__notional_cap_1,true,false,retain,122,122,113,113,0.0
innovation_safe,154,IVW__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,122,121,113,113,0.0
innovation_safe,155,IYF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,121,121,113,113,0.0
innovation_safe,156,ITB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,121,120,113,113,0.0
innovation_safe,157,VB__momentum_20__always__h20__unit__horizon__notional_cap_1,true,true,remove,120,119,113,113,0.0
innovation_safe,158,IJR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,119,119,113,113,0.0
innovation_safe,159,VTI__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,119,118,113,113,0.0
innovation_safe,160,IWF__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,118,117,113,113,0.0
innovation_safe,161,XHB__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,true,true,remove,117,116,113,113,0.0
innovation_safe,162,IJH__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,116,115,113,113,0.0
innovation_safe,163,XLP__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,115,115,113,113,0.0
innovation_safe,164,XLK__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,115,114,113,113,0.0
innovation_safe,165,IWP__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,114,113,113,113,0.0
innovation_safe,166,DVY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,113,113,113,113,0.0
innovation_safe,167,ITB__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,113,113,113,113,0.0
innovation_safe,168,IWV__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,113,113,113,113,0.0
innovation_safe,169,MDY__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,true,true,remove,113,112,113,113,0.0
innovation_safe,170,VB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,true,false,retain,112,112,113,113,0.0
innovation_safe,171,IWF__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,112,112,113,113,0.0
innovation_safe,172,IYM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,112,111,113,113,0.0
innovation_safe,173,IJH__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,111,111,113,113,0.0
innovation_safe,174,VTI__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,111,111,113,113,0.0
innovation_safe,175,IWR__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,111,110,113,113,0.0
innovation_safe,176,VUG__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,110,109,113,113,0.0
innovation_safe,177,XLV__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,109,109,113,113,0.0
innovation_safe,178,MDY__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,109,109,113,113,0.0
innovation_safe,179,IJK__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,109,108,113,113,0.0
innovation_safe,180,IYM__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,108,108,113,113,0.0
innovation_safe,181,VUG__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,true,false,retain,108,108,113,113,0.0
innovation_safe,182,IVW__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,108,108,113,113,0.0
innovation_safe,183,IWS__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,108,107,113,113,0.0
innovation_safe,184,IWO__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,107,107,113,113,0.0
innovation_safe,185,QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1,false,true,retain,107,107,113,113,0.011347246712253345
innovation_safe,186,IJK__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,107,107,113,113,0.0
innovation_safe,187,IBB__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,107,106,113,113,0.0
innovation_safe,188,KBE__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,106,105,113,113,0.0
innovation_safe,189,IYT__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,105,104,113,113,0.0
innovation_safe,190,IWR__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,104,104,113,113,0.0
innovation_safe,191,IWS__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,104,104,113,113,0.0
innovation_safe,192,IBB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,false,false,retain,104,104,113,113,0.14485514033449493
innovation_safe,193,QQQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,104,103,113,113,0.0
innovation_safe,194,KBE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,103,103,113,113,0.0
innovation_safe,195,XLY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,103,102,113,113,0.0
innovation_safe,196,XHB__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,102,101,113,113,0.0
innovation_safe,197,IYT__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,101,101,113,113,0.0
innovation_safe,198,IWP__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,101,101,113,113,0.0
innovation_safe,199,XRT__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,101,100,113,113,0.0
innovation_safe,200,XLY__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,retain,100,100,113,113,0.0
innovation_safe,201,XRT__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,false,retain,100,100,113,113,0.0
innovation_safe,202,XHB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,false,retain,100,100,113,113,0.0
frontier_only,1,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,202,201,113,113,0.0
frontier_only,2,IYT__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,201,200,113,113,0.0
frontier_only,3,IBB__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,200,199,113,113,0.0
frontier_only,4,DBA__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,199,198,113,113,0.0
frontier_only,5,XRT__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,198,197,113,113,0.0
frontier_only,6,EWA__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,197,196,113,113,0.0
frontier_only,7,EZA__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,196,195,113,113,0.0
frontier_only,8,SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1,true,false,remove,195,194,113,112,0.0
frontier_only,9,IYT__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,false,remove,194,193,112,111,0.0
frontier_only,10,ICF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,193,192,111,111,0.0
frontier_only,11,UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,true,true,remove,192,191,111,111,0.0
frontier_only,12,EZA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,false,remove,191,190,111,110,0.0
frontier_only,13,UNG__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,true,false,remove,190,189,110,109,0.0
frontier_only,14,XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,true,remove,189,188,109,109,0.0
frontier_only,15,IYM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,true,remove,188,187,109,109,0.0
frontier_only,16,FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,true,remove,187,186,109,109,0.0
frontier_only,17,FXY__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,186,185,109,109,0.0
frontier_only,18,IAU__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,185,184,109,109,0.0
frontier_only,19,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,184,183,109,109,0.0
frontier_only,20,TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,true,true,remove,183,182,109,109,0.0
frontier_only,21,XRT__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,false,remove,182,181,109,108,0.0
frontier_only,22,GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,true,remove,181,180,108,108,0.0
frontier_only,23,EPP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,true,remove,180,179,108,108,0.0
