trial_id,strategy_id,belief_id,profile_value,in_source,is_candidate,is_inactive
7,strategy_1,3,4//1,true,false,false
7,strategy_1,4,1//1,true,false,false
7,strategy_2,1,2//1,true,false,false
7,strategy_2,2,2//1,true,false,false
7,strategy_2,3,4//1,true,false,false
7,strategy_2,4,4//1,true,false,false
7,strategy_3,1,4//1,true,false,false
7,strategy_3,2,4//1,true,false,false
7,strategy_3,3,4//1,true,false,false
7,strategy_3,4,4//1,true,false,false
7,strategy_4,1,4//1,true,false,false
7,strategy_4,2,4//1,true,false,false
7,strategy_4,3,4//1,true,false,false
7,strategy_4,4,1//1,true,false,false
7,strategy_5,1,1//1,true,false,false
7,strategy_5,2,3//1,true,false,false
7,strategy_5,3,4//1,true,false,false
7,strategy_5,4,4//1,true,false,false
7,candidate_1,1,11//2,false,true,false
7,candidate_1,2,11//2,false,true,false
7,candidate_1,3,11//2,false,true,false
7,candidate_1,4,11//2,false,true,false
7,candidate_2,1,9//2,false,true,false
7,candidate_2,2,11//2,false,true,false
7,candidate_2,3,9//2,false,true,false
7,candidate_2,4,9//2,false,true,false
8,inactive,1,0//1,true,false,true
8,inactive,2,0//1,true,false,true
8,strategy_1,1,4//1,true,false,false
8,strategy_1,2,2//1,true,false,false
8,strategy_2,1,3//1,true,false,false
8,strategy_2,2,4//1,true,false,false
8,strategy_3,1,4//1,true,false,false
8,strategy_3,2,4//1,true,false,false
8,candidate_1,1,5//1,false,true,false
8,candidate_1,2,11//2,false,true,false
8,candidate_2,1,9//2,false,true,false
8,candidate_2,2,11//2,false,true,false
9,inactive,1,0//1,true,false,true
9,inactive,2,0//1,true,false,true
9,inactive,3,0//1,true,false,true
9,inactive,4,0//1,true,false,true
9,strategy_1,1,4//1,true,false,false
9,strategy_1,2,4//1,true,false,false
9,strategy_1,3,3//1,true,false,false
9,strategy_1,4,2//1,true,false,false
9,strategy_2,1,4//1,true,false,false
9,strategy_2,2,4//1,true,false,false
9,strategy_2,3,1//1,true,false,false
9,strategy_2,4,4//1,true,false,false
9,strategy_3,1,4//1,true,false,false
9,strategy_3,2,2//1,true,false,false
9,strategy_3,3,4//1,true,false,false
9,strategy_3,4,4//1,true,false,false
9,candidate_1,1,7//2,false,true,false
9,candidate_1,2,4//1,false,true,false
9,candidate_1,3,4//1,false,true,false
9,candidate_1,4,9//2,false,true,false
9,candidate_2,1,7//2,false,true,false
9,candidate_2,2,7//2,false,true,false
9,candidate_2,3,9//2,false,true,false
9,candidate_2,4,4//1,false,true,false
10,inactive,1,0//1,true,false,true
10,inactive,2,0//1,true,false,true
10,inactive,3,0//1,true,false,true
10,inactive,4,0//1,true,false,true
10,strategy_1,1,3//1,true,false,false
10,strategy_1,2,1//1,true,false,false
10,strategy_1,3,2//1,true,false,false
10,strategy_1,4,4//1,true,false,false
10,strategy_2,1,3//1,true,false,false
10,strategy_2,2,3//1,true,false,false
10,strategy_2,3,3//1,true,false,false
10,strategy_2,4,3//1,true,false,false
10,strategy_3,1,4//1,true,false,false
10,strategy_3,2,4//1,true,false,false
10,strategy_3,3,1//1,true,false,false
10,strategy_3,4,1//1,true,false,false
10,strategy_4,1,1//1,true,false,false
10,strategy_4,2,1//1,true,false,false
10,strategy_4,3,1//1,true,false,false
10,strategy_4,4,2//1,true,false,false
10,strategy_5,1,4//1,true,false,false
10,strategy_5,2,4//1,true,false,false
10,strategy_5,3,1//1,true,false,false
10,strategy_5,4,4//1,true,false,false
10,candidate_1,1,5//1,false,true,false
10,candidate_1,2,9//2,false,true,false
10,candidate_1,3,13//4,false,true,false
10,candidate_1,4,5//1,false,true,false
10,candidate_2,1,11//2,false,true,false
10,candidate_2,2,11//2,false,true,false
10,candidate_2,3,13//4,false,true,false
10,candidate_2,4,9//2,false,true,false
11,inactive,1,0//1,true,false,true
11,inactive,2,0//1,true,false,true
11,inactive,3,0//1,true,false,true
11,strategy_1,1,1//1,true,false,false
11,strategy_1,2,3//1,true,false,false
11,strategy_1,3,4//1,true,false,false
11,strategy_2,1,3//1,true,false,false
11,strategy_2,2,4//1,true,false,false
11,strategy_2,3,2//1,true,false,false
11,strategy_3,1,3//1,true,false,false
11,strategy_3,2,4//1,true,false,false
11,strategy_3,3,3//1,true,false,false
11,strategy_4,1,4//1,true,false,false
11,strategy_4,2,4//1,true,false,false
11,strategy_4,3,2//1,true,false,false
11,strategy_5,1,4//1,true,false,false
11,strategy_5,2,1//1,true,false,false
11,strategy_5,3,1//1,true,false,false
11,candidate_1,1,7//2,false,true,false
11,candidate_1,2,7//2,false,true,false
11,candidate_1,3,3//1,false,true,false
11,candidate_2,1,7//2,false,true,false
11,candidate_2,2,3//1,false,true,false
11,candidate_2,3,5//2,false,true,false
12,inactive,1,0//1,true,false,true
12,inactive,2,0//1,true,false,true
12,inactive,3,0//1,true,false,true
12,inactive,4,0//1,true,false,true
12,strategy_1,1,2//1,true,false,false
12,strategy_1,2,4//1,true,false,false
12,strategy_1,3,4//1,true,false,false
12,strategy_1,4,2//1,true,false,false
12,strategy_2,1,2//1,true,false,false
12,strategy_2,2,4//1,true,false,false
12,strategy_2,3,4//1,true,false,false
12,strategy_2,4,1//1,true,false,false
12,strategy_3,1,4//1,true,false,false
12,strategy_3,2,3//1,true,false,false
12,strategy_3,3,4//1,true,false,false
12,strategy_3,4,4//1,true,false,false
12,candidate_1,1,11//2,false,true,false
12,candidate_1,2,11//2,false,true,false
12,candidate_1,3,11//2,false,true,false
12,candidate_1,4,11//2,false,true,false
12,candidate_2,1,5//1,false,true,false
12,candidate_2,2,9//2,false,true,false
12,candidate_2,3,5//1,false,true,false
12,candidate_2,4,5//1,false,true,false
13,inactive,1,0//1,true,false,true
13,inactive,2,0//1,true,false,true
13,inactive,3,0//1,true,false,true
13,strategy_1,1,4//1,true,false,false
13,strategy_1,2,4//1,true,false,false
13,strategy_1,3,4//1,true,false,false
13,strategy_2,1,2//1,true,false,false
13,strategy_2,2,4//1,true,false,false
13,strategy_2,3,4//1,true,false,false
13,strategy_3,1,4//1,true,false,false
13,strategy_3,2,3//1,true,false,false
13,strategy_3,3,4//1,true,false,false
13,candidate_1,1,3//1,false,true,false
13,candidate_1,2,5//2,false,true,false
13,candidate_1,3,7//2,false,true,false
13,candidate_2,1,5//2,false,true,false
13,candidate_2,2,3//1,false,true,false
13,candidate_2,3,3//1,false,true,false
14,inactive,1,0//1,true,false,true
14,inactive,2,0//1,true,false,true
14,inactive,3,0//1,true,false,true
14,strategy_1,1,4//1,true,false,false
14,strategy_1,2,1//1,true,false,false
14,strategy_1,3,2//1,true,false,false
14,strategy_2,1,3//1,true,false,false
14,strategy_2,2,1//1,true,false,false
14,strategy_2,3,1//1,true,false,false
14,strategy_3,1,2//1,true,false,false
14,strategy_3,2,1//1,true,false,false
14,strategy_3,3,2//1,true,false,false
14,candidate_1,1,11//2,false,true,false
14,candidate_1,2,3//4,false,true,false
14,candidate_1,3,2//1,false,true,false
14,candidate_2,1,11//2,false,true,false
14,candidate_2,2,5//4,false,true,false
14,candidate_2,3,3//1,false,true,false
15,inactive,1,0//1,true,false,true
15,inactive,2,0//1,true,false,true
15,inactive,3,0//1,true,false,true
15,inactive,4,0//1,true,false,true
15,strategy_1,1,2//1,true,false,false
15,strategy_1,2,4//1,true,false,false
15,strategy_1,3,4//1,true,false,false
15,strategy_1,4,4//1,true,false,false
15,strategy_2,1,3//1,true,false,false
15,strategy_2,2,4//1,true,false,false
15,strategy_2,3,3//1,true,false,false
15,strategy_2,4,4//1,true,false,false
15,strategy_3,1,4//1,true,false,false
15,strategy_3,2,4//1,true,false,false
15,strategy_3,3,4//1,true,false,false
15,strategy_3,4,4//1,true,false,false
15,strategy_4,1,2//1,true,false,false
15,strategy_4,2,3//1,true,false,false
15,strategy_4,3,4//1,true,false,false
15,strategy_4,4,2//1,true,false,false
15,strategy_5,1,1//1,true,false,false
15,strategy_5,2,4//1,true,false,false
15,strategy_5,3,3//1,true,false,false
15,strategy_5,4,2//1,true,false,false
15,candidate_1,1,11//2,false,true,false
15,candidate_1,2,11//2,false,true,false
15,candidate_1,3,5//1,false,true,false
15,candidate_1,4,11//2,false,true,false
15,candidate_2,1,5//1,false,true,false
15,candidate_2,2,9//2,false,true,false
15,candidate_2,3,11//2,false,true,false
15,candidate_2,4,11//2,false,true,false
16,inactive,1,0//1,true,false,true
16,inactive,2,0//1,true,false,true
16,inactive,3,0//1,true,false,true
16,inactive,4,0//1,true,false,true
16,strategy_1,1,4//1,true,false,false
16,strategy_1,2,2//1,true,false,false
16,strategy_1,3,4//1,true,false,false
16,strategy_1,4,3//1,true,false,false
16,strategy_2,1,4//1,true,false,false
16,strategy_2,2,4//1,true,false,false
16,strategy_2,3,4//1,true,false,false
16,strategy_2,4,1//1,true,false,false
16,strategy_3,1,4//1,true,false,false
16,strategy_3,2,1//1,true,false,false
16,strategy_3,3,4//1,true,false,false
16,strategy_3,4,2//1,true,false,false
16,strategy_4,1,4//1,true,false,false
16,strategy_4,2,4//1,true,false,false
16,strategy_4,3,1//1,true,false,false
16,strategy_4,4,4//1,true,false,false
16,candidate_1,1,4//1,false,true,false
16,candidate_1,2,9//2,false,true,false
16,candidate_1,3,9//2,false,true,false
16,candidate_1,4,4//1,false,true,false
16,candidate_2,1,4//1,false,true,false
16,candidate_2,2,4//1,false,true,false
16,candidate_2,3,9//2,false,true,false
16,candidate_2,4,9//2,false,true,false
17,inactive,1,0//1,true,false,true
17,inactive,2,0//1,true,false,true
17,strategy_1,1,1//1,true,false,false
17,strategy_1,2,1//1,true,false,false
17,strategy_2,1,1//1,true,false,false
17,strategy_2,2,4//1,true,false,false
17,strategy_3,1,4//1,true,false,false
17,strategy_3,2,1//1,true,false,false
17,strategy_4,1,1//1,true,false,false
17,strategy_4,2,1//1,true,false,false
17,candidate_1,1,7//2,false,true,false
17,candidate_1,2,7//2,false,true,false
17,candidate_2,1,7//2,false,true,false
17,candidate_2,2,9//2,false,true,false
18,inactive,1,0//1,true,false,true
18,inactive,2,0//1,true,false,true
18,inactive,3,0//1,true,false,true
18,inactive,4,0//1,true,false,true
18,strategy_1,1,2//1,true,false,false
18,strategy_1,2,3//1,true,false,false
18,strategy_1,3,2//1,true,false,false
18,strategy_1,4,3//1,true,false,false
18,strategy_2,1,1//1,true,false,false
18,strategy_2,2,2//1,true,false,false
18,strategy_2,3,2//1,true,false,false
18,strategy_2,4,2//1,true,false,false
18,strategy_3,1,3//1,true,false,false
18,strategy_3,2,4//1,true,false,false
18,strategy_3,3,4//1,true,false,false
18,strategy_3,4,4//1,true,false,false
18,strategy_4,1,4//1,true,false,false
18,strategy_4,2,1//1,true,false,false
18,strategy_4,3,1//1,true,false,false
18,strategy_4,4,1//1,true,false,false
18,candidate_1,1,9//2,false,true,false
18,candidate_1,2,11//2,false,true,false
18,candidate_1,3,9//2,false,true,false
18,candidate_1,4,5//1,false,true,false
18,candidate_2,1,5//1,false,true,false
18,candidate_2,2,5//1,false,true,false
18,candidate_2,3,9//2,false,true,false
18,candidate_2,4,5//1,false,true,false
19,inactive,1,0//1,true,false,true
19,inactive,2,0//1,true,false,true
19,inactive,3,0//1,true,false,true
19,strategy_1,1,1//1,true,false,false
19,strategy_1,2,2//1,true,false,false
19,strategy_1,3,2//1,true,false,false
19,strategy_2,1,3//1,true,false,false
19,strategy_2,2,2//1,true,false,false
19,strategy_2,3,2//1,true,false,false
19,strategy_3,1,4//1,true,false,false
19,strategy_3,2,2//1,true,false,false
19,strategy_3,3,1//1,true,false,false
19,candidate_1,1,7//2,false,true,false
19,candidate_1,2,2//1,false,true,false
19,candidate_1,3,1//1,false,true,false
19,candidate_2,1,3//1,false,true,false
19,candidate_2,2,1//1,false,true,false
19,candidate_2,3,2//1,false,true,false
20,inactive,1,0//1,true,false,true
20,inactive,2,0//1,true,false,true
20,inactive,3,0//1,true,false,true
20,inactive,4,0//1,true,false,true
20,strategy_1,1,1//1,true,false,false
20,strategy_1,2,1//1,true,false,false
20,strategy_1,3,4//1,true,false,false
20,strategy_1,4,2//1,true,false,false
20,strategy_2,1,4//1,true,false,false
20,strategy_2,2,1//1,true,false,false
20,strategy_2,3,4//1,true,false,false
20,strategy_2,4,4//1,true,false,false
20,strategy_3,1,4//1,true,false,false
20,strategy_3,2,4//1,true,false,false
20,strategy_3,3,3//1,true,false,false
20,strategy_3,4,4//1,true,false,false
20,candidate_1,1,9//2,false,true,false
20,candidate_1,2,9//2,false,true,false
20,candidate_1,3,11//2,false,true,false
20,candidate_1,4,11//2,false,true,false
20,candidate_2,1,11//2,false,true,false
20,candidate_2,2,11//2,false,true,false
20,candidate_2,3,5//1,false,true,false
20,candidate_2,4,11//2,false,true,false
21,inactive,1,0//1,true,false,true
21,inactive,2,0//1,true,false,true
21,inactive,3,0//1,true,false,true
21,strategy_1,1,4//1,true,false,false
21,strategy_1,2,4//1,true,false,false
21,strategy_1,3,1//1,true,false,false
21,strategy_2,1,4//1,true,false,false
21,strategy_2,2,4//1,true,false,false
21,strategy_2,3,3//1,true,false,false
21,strategy_3,1,4//1,true,false,false
21,strategy_3,2,1//1,true,false,false
21,strategy_3,3,1//1,true,false,false
21,candidate_1,1,7//2,false,true,false
21,candidate_1,2,7//2,false,true,false
21,candidate_1,3,7//4,false,true,false
21,candidate_2,1,7//2,false,true,false
21,candidate_2,2,5//2,false,true,false
21,candidate_2,3,7//4,false,true,false
22,inactive,1,0//1,true,false,true
22,inactive,2,0//1,true,false,true
22,inactive,3,0//1,true,false,true
22,inactive,4,0//1,true,false,true
22,strategy_1,1,4//1,true,false,false
22,strategy_1,2,4//1,true,false,false
22,strategy_1,3,4//1,true,false,false
22,strategy_1,4,4//1,true,false,false
22,strategy_2,1,2//1,true,false,false
22,strategy_2,2,1//1,true,false,false
22,strategy_2,3,4//1,true,false,false
22,strategy_2,4,4//1,true,false,false
22,strategy_3,1,4//1,true,false,false
22,strategy_3,2,2//1,true,false,false
22,strategy_3,3,2//1,true,false,false
22,strategy_3,4,2//1,true,false,false
22,candidate_1,1,3//1,false,true,false
22,candidate_1,2,7//2,false,true,false
22,candidate_1,3,3//1,false,true,false
22,candidate_1,4,3//1,false,true,false
22,candidate_2,1,5//2,false,true,false
22,candidate_2,2,3//1,false,true,false
22,candidate_2,3,7//2,false,true,false
22,candidate_2,4,3//1,false,true,false
23,inactive,1,0//1,true,false,true
23,inactive,2,0//1,true,false,true
23,inactive,3,0//1,true,false,true
23,strategy_1,1,1//1,true,false,false
23,strategy_1,2,1//1,true,false,false
23,strategy_1,3,3//1,true,false,false
23,strategy_2,1,4//1,true,false,false
23,strategy_2,2,2//1,true,false,false
23,strategy_2,3,1//1,true,false,false
23,strategy_3,1,2//1,true,false,false
23,strategy_3,2,2//1,true,false,false
23,strategy_3,3,3//1,true,false,false
23,candidate_1,1,9//2,false,true,false
23,candidate_1,2,5//2,false,true,false
23,candidate_1,3,17//4,false,true,false
23,candidate_2,1,5//1,false,true,false
23,candidate_2,2,3//1,false,true,false
23,candidate_2,3,15//4,false,true,false
24,inactive,1,0//1,true,false,true
24,inactive,2,0//1,true,false,true
24,inactive,3,0//1,true,false,true
24,inactive,4,0//1,true,false,true
24,strategy_1,1,4//1,true,false,false
24,strategy_1,2,1//1,true,false,false
24,strategy_1,3,4//1,true,false,false
24,strategy_1,4,2//1,true,false,false
24,strategy_2,1,2//1,true,false,false
24,strategy_2,2,2//1,true,false,false
24,strategy_2,3,4//1,true,false,false
24,strategy_2,4,2//1,true,false,false
24,strategy_3,1,4//1,true,false,false
24,strategy_3,2,3//1,true,false,false
24,strategy_3,3,1//1,true,false,false
24,strategy_3,4,4//1,true,false,false
24,candidate_1,1,9//2,false,true,false
24,candidate_1,2,13//4,false,true,false
24,candidate_1,3,9//2,false,true,false
24,candidate_1,4,11//2,false,true,false
24,candidate_2,1,11//2,false,true,false
24,candidate_2,2,15//4,false,true,false
24,candidate_2,3,9//2,false,true,false
24,candidate_2,4,5//1,false,true,false
25,inactive,1,0//1,true,false,true
25,inactive,2,0//1,true,false,true
25,inactive,3,0//1,true,false,true
25,inactive,4,0//1,true,false,true
25,strategy_1,1,4//1,true,false,false
25,strategy_1,2,3//1,true,false,false
25,strategy_1,3,2//1,true,false,false
25,strategy_1,4,1//1,true,false,false
25,strategy_2,1,3//1,true,false,false
25,strategy_2,2,1//1,true,false,false
25,strategy_2,3,3//1,true,false,false
25,strategy_2,4,3//1,true,false,false
25,strategy_3,1,2//1,true,false,false
25,strategy_3,2,4//1,true,false,false
25,strategy_3,3,4//1,true,false,false
25,strategy_3,4,2//1,true,false,false
25,strategy_4,1,4//1,true,false,false
25,strategy_4,2,2//1,true,false,false
25,strategy_4,3,3//1,true,false,false
25,strategy_4,4,1//1,true,false,false
25,candidate_1,1,9//2,false,true,false
25,candidate_1,2,5//1,false,true,false
25,candidate_1,3,11//2,false,true,false
25,candidate_1,4,15//4,false,true,false
25,candidate_2,1,11//2,false,true,false
25,candidate_2,2,9//2,false,true,false
25,candidate_2,3,11//2,false,true,false
25,candidate_2,4,13//4,false,true,false
26,inactive,1,0//1,true,false,true
26,inactive,2,0//1,true,false,true
26,strategy_1,1,2//1,true,false,false
26,strategy_1,2,4//1,true,false,false
26,strategy_2,1,4//1,true,false,false
26,strategy_2,2,2//1,true,false,false
26,strategy_3,1,4//1,true,false,false
26,strategy_3,2,4//1,true,false,false
26,candidate_1,1,9//2,false,true,false
26,candidate_1,2,9//2,false,true,false
26,candidate_2,1,9//2,false,true,false
26,candidate_2,2,7//2,false,true,false
27,inactive,1,0//1,true,false,true
27,inactive,2,0//1,true,false,true
27,inactive,3,0//1,true,false,true
27,strategy_1,1,3//1,true,false,false
27,strategy_1,2,4//1,true,false,false
27,strategy_1,3,2//1,true,false,false
27,strategy_2,1,4//1,true,false,false
27,strategy_2,2,4//1,true,false,false
27,strategy_2,3,4//1,true,false,false
27,strategy_3,1,1//1,true,false,false
27,strategy_3,2,1//1,true,false,false
27,strategy_3,3,2//1,true,false,false
27,candidate_1,1,5//2,false,true,false
27,candidate_1,2,7//2,false,true,false
27,candidate_1,3,5//2,false,true,false
27,candidate_2,1,7//2,false,true,false
27,candidate_2,2,3//1,false,true,false
27,candidate_2,3,5//2,false,true,false
28,inactive,1,0//1,true,false,true
28,inactive,2,0//1,true,false,true
28,strategy_1,1,1//1,true,false,false
28,strategy_1,2,2//1,true,false,false
28,strategy_2,1,2//1,true,false,false
28,strategy_2,2,4//1,true,false,false
28,strategy_3,1,4//1,true,false,false
28,strategy_3,2,2//1,true,false,false
28,candidate_1,1,9//2,false,true,false
28,candidate_1,2,5//1,false,true,false
28,candidate_2,1,5//1,false,true,false
28,candidate_2,2,9//2,false,true,false
29,inactive,1,0//1,true,false,true
29,inactive,2,0//1,true,false,true
29,strategy_1,1,4//1,true,false,false
29,strategy_1,2,4//1,true,false,false
29,strategy_2,1,1//1,true,false,false
29,strategy_2,2,4//1,true,false,false
29,strategy_3,1,2//1,true,false,false
29,strategy_3,2,4//1,true,false,false
29,strategy_4,1,2//1,true,false,false
29,strategy_4,2,3//1,true,false,false
29,strategy_5,1,1//1,true,false,false
29,strategy_5,2,4//1,true,false,false
29,candidate_1,1,3//1,false,true,false
29,candidate_1,2,5//2,false,true,false
29,candidate_2,1,7//2,false,true,false
29,candidate_2,2,5//2,false,true,false
30,inactive,1,0//1,true,false,true
30,inactive,2,0//1,true,false,true
30,inactive,3,0//1,true,false,true
30,strategy_1,1,4//1,true,false,false
30,strategy_1,2,4//1,true,false,false
30,strategy_1,3,1//1,true,false,false
30,strategy_2,1,3//1,true,false,false
30,strategy_2,2,4//1,true,false,false
30,strategy_2,3,4//1,true,false,false
30,strategy_3,1,4//1,true,false,false
30,strategy_3,2,1//1,true,false,false
30,strategy_3,3,2//1,true,false,false
30,candidate_1,1,3//1,false,true,false
30,candidate_1,2,3//1,false,true,false
30,candidate_1,3,7//2,false,true,false
30,candidate_2,1,5//2,false,true,false
30,candidate_2,2,5//2,false,true,false
30,candidate_2,3,5//2,false,true,false
31,inactive,1,0//1,true,false,true
31,inactive,2,0//1,true,false,true
31,inactive,3,0//1,true,false,true
31,strategy_1,1,2//1,true,false,false
31,strategy_1,2,3//1,true,false,false
31,strategy_1,3,2//1,true,false,false
31,strategy_2,1,1//1,true,false,false
31,strategy_2,2,1//1,true,false,false
31,strategy_2,3,4//1,true,false,false
31,strategy_3,1,4//1,true,false,false
31,strategy_3,2,4//1,true,false,false
31,strategy_3,3,4//1,true,false,false
31,strategy_4,1,3//1,true,false,false
31,strategy_4,2,3//1,true,false,false
31,strategy_4,3,4//1,true,false,false
31,strategy_5,1,4//1,true,false,false
31,strategy_5,2,4//1,true,false,false
31,strategy_5,3,4//1,true,false,false
31,candidate_1,1,9//2,false,true,false
31,candidate_1,2,9//2,false,true,false
31,candidate_1,3,9//2,false,true,false
31,candidate_2,1,7//2,false,true,false
31,candidate_2,2,9//2,false,true,false
31,candidate_2,3,4//1,false,true,false
32,inactive,1,0//1,true,false,true
32,inactive,2,0//1,true,false,true
32,strategy_1,1,1//1,true,false,false
32,strategy_1,2,4//1,true,false,false
32,strategy_2,1,3//1,true,false,false
32,strategy_2,2,2//1,true,false,false
32,strategy_3,1,4//1,true,false,false
32,strategy_3,2,3//1,true,false,false
32,strategy_4,1,3//1,true,false,false
32,strategy_4,2,3//1,true,false,false
32,strategy_5,1,4//1,true,false,false
32,strategy_5,2,4//1,true,false,false
32,candidate_1,1,9//2,false,true,false
32,candidate_1,2,4//1,false,true,false
32,candidate_2,1,9//2,false,true,false
32,candidate_2,2,9//2,false,true,false
33,inactive,1,0//1,true,false,true
33,inactive,2,0//1,true,false,true
33,inactive,3,0//1,true,false,true
33,strategy_1,1,2//1,true,false,false
33,strategy_1,2,3//1,true,false,false
33,strategy_1,3,3//1,true,false,false
33,strategy_2,1,4//1,true,false,false
33,strategy_2,2,4//1,true,false,false
33,strategy_2,3,2//1,true,false,false
33,strategy_3,1,2//1,true,false,false
33,strategy_3,2,4//1,true,false,false
33,strategy_3,3,3//1,true,false,false
33,candidate_1,1,4//1,false,true,false
33,candidate_1,2,4//1,false,true,false
33,candidate_1,3,7//2,false,true,false
33,candidate_2,1,4//1,false,true,false
33,candidate_2,2,4//1,false,true,false
