scenario_id,axis,level,axis_value,belief_index,coordinate,success_probability,continue_value,research_value,research_advantage,action
cost-baseline,cost,baseline,0.18,47,0.7666666666666667,0.7275269863363849,4.36457627774491,5.305342825623445,0.9407665478785345,research
cost-baseline,cost,baseline,0.18,48,0.7833333333333333,0.7417117582708226,4.412006332146754,5.378581640859474,0.96657530871272,research
cost-baseline,cost,baseline,0.18,49,0.8,0.753937946211948,4.4592661220554835,5.445883649945714,0.9866175278902309,research
cost-baseline,cost,baseline,0.18,50,0.8166666666666667,0.7658531902859276,4.506317524081828,5.51202495051126,1.0057074264294323,research
cost-baseline,cost,baseline,0.18,51,0.8333333333333334,0.7786305872271734,4.55310939426689,5.580362638479031,1.0272532442121403,research
cost-baseline,cost,baseline,0.18,52,0.85,0.7909692169330425,4.5995752092605375,5.647086092854746,1.0475108835942084,research
cost-baseline,cost,baseline,0.18,53,0.8666666666666667,0.806952031668809,4.645630965278171,5.723885589853515,1.0782546245753437,research
cost-baseline,cost,baseline,0.18,54,0.8833333333333333,0.8212451831359248,4.691173723855762,5.795316071592603,1.1041423477368406,research
cost-baseline,cost,baseline,0.18,55,0.9,0.8350923522654333,4.736081261914677,5.8648814613709535,1.1288001994562764,research
cost-baseline,cost,baseline,0.18,56,0.9166666666666666,0.8489118396004225,4.780213274345332,5.933684760883925,1.153471486538593,research
cost-baseline,cost,baseline,0.18,57,0.9333333333333333,0.862164730730568,4.8234144590119135,6.000077191439032,1.1766627324271184,research
cost-baseline,cost,baseline,0.18,58,0.95,0.8787886157532733,4.8655195807445,6.075170036881984,1.2096504561374832,research
cost-baseline,cost,baseline,0.18,59,0.9666666666666667,0.8900301589998373,4.906360293235361,6.133895928202476,1.227535634967115,research
cost-baseline,cost,baseline,0.18,60,0.9833333333333333,0.9032597496949837,4.945773162389311,6.19714997415967,1.251376811770359,research
cost-baseline,cost,baseline,0.18,61,1.0,0.9199999999999999,4.983608067307907,6.269119127584932,1.2855110602770248,research
cost-high,cost,high,0.32,1,0.0,0.09548687999931915,2.056839713096937,1.584849091229285,-0.47199062186765217,continue
cost-high,cost,high,0.32,2,0.016666666666666666,0.11137103411077165,2.083906594593833,1.6577395015571057,-0.4261670930367274,continue
cost-high,cost,high,0.32,3,0.03333333333333333,0.12375994072982394,2.1129407829842255,1.7206963436058655,-0.39224443937835995,continue
cost-high,cost,high,0.32,4,0.05,0.13600582415102874,2.1439705773821403,1.7848203689090718,-0.35915020847306844,continue
cost-high,cost,high,0.32,5,0.06666666666666667,0.14717489451572713,2.1770009606859078,1.8469630689052268,-0.330037891780681,continue
cost-high,cost,high,0.32,6,0.08333333333333333,0.16018193559213745,2.2120124069498655,1.9167681991995822,-0.29524420775028326,continue
cost-high,cost,high,0.32,7,0.1,0.17612242877214412,2.248960506536827,1.9978088208474005,-0.2511516856894265,continue
cost-high,cost,high,0.32,8,0.11666666666666667,0.1921643078324491,2.2877764591877323,2.080541476340835,-0.20723498284689734,continue
cost-high,cost,high,0.32,9,0.13333333333333333,0.20439337838283295,2.328368468956314,2.1518018592445998,-0.17656660971171423,continue
cost-high,cost,high,0.32,10,0.15,0.21873317641603707,2.370624052648752,2.2311869833479117,-0.1394370693008402,continue
cost-high,cost,high,0.32,11,0.16666666666666666,0.23071193908383975,2.414413232878809,2.303673062767883,-0.11074017011092563,continue
cost-high,cost,high,0.32,12,0.18333333333333332,0.24436928057104224,2.4595925223896122,2.382553603009482,-0.07703891938013019,continue
cost-high,cost,high,0.32,13,0.2,0.26045391925429784,2.5060095228956714,2.4701428374360566,-0.0358666854596148,continue
cost-high,cost,high,0.32,14,0.21666666666666667,0.2758568548719828,2.5535078748208373,2.555972340563463,0.002464465742625599,research
cost-high,cost,high,0.32,15,0.23333333333333334,0.2892714587652356,2.6019322253003567,2.6356067655627244,0.033674540262367714,research
cost-high,cost,high,0.32,16,0.25,0.30372411369146535,2.6511328510093892,2.7189346635471585,0.06780181253776929,research
cost-high,cost,high,0.32,17,0.26666666666666666,0.31636166749143146,2.7009695925290154,2.796450375028421,0.0954807824994055,research
cost-high,cost,high,0.32,18,0.2833333333333333,0.330823918344627,2.751314829220373,2.880033248468656,0.12871841924828287,research
cost-high,cost,high,0.32,19,0.3,0.3471840307241996,2.802055337072075,2.9697966885604816,0.16774135148840674,research
cost-high,cost,high,0.32,20,0.31666666666666665,0.3605756378332771,2.853093006708189,3.0497607458975398,0.19666773918935077,research
cost-high,cost,high,0.32,21,0.3333333333333333,0.37287456540767583,2.904344530622409,3.1260485211866937,0.22170399056428458,research
cost-high,cost,high,0.32,22,0.35,0.384148684849605,2.955740275249784,3.1988673982868785,0.2431271230370946,research
cost-high,cost,high,0.32,23,0.36666666666666664,0.3997021369550133,3.007222618533937,3.2853569650071,0.27813434647316315,research
cost-high,cost,high,0.32,24,0.38333333333333336,0.4111861800246531,3.0587440501695644,3.3584642980786166,0.29972024790905216,research
cost-high,cost,high,0.32,25,0.4,0.42322011897700507,3.110265302326718,3.4331277209371973,0.3228624186104794,research
cost-high,cost,high,0.32,26,0.4166666666666667,0.43912630472720376,3.161753714098589,3.5199635038320882,0.35820978973349904,research
cost-high,cost,high,0.32,27,0.43333333333333335,0.4534109194543865,3.213181948907752,3.6012984845884892,0.38811653568073723,research
cost-high,cost,high,0.32,28,0.45,0.46739899706854554,3.264527097811261,3.681391202092269,0.4168641042810082,research
cost-high,cost,high,0.32,29,0.4666666666666667,0.48037051857252827,3.3157701281963026,3.7579566336009456,0.442186505404643,research
cost-high,cost,high,0.32,30,0.48333333333333334,0.4949430052542562,3.3668955872934934,3.839312417622042,0.47241683032854853,research
cost-high,cost,high,0.32,31,0.5,0.5108328775246992,3.417891447850241,3.9245190422032095,0.5066275943529686,research
cost-high,cost,high,0.32,32,0.5166666666666667,0.5223201811245386,3.468748987818488,3.9955199931373406,0.5267710053188526,research
cost-high,cost,high,0.32,33,0.5333333333333333,0.535713256379131,3.519462620765768,4.072254856138473,0.552792235372705,research
cost-high,cost,high,0.32,34,0.55,0.5477467424802418,3.570029629697018,4.144444803521065,0.5744151738240468,research
cost-high,cost,high,0.32,35,0.5666666666666667,0.5617550770296114,3.620449794140335,4.222550500592288,0.6021007064519526,research
cost-high,cost,high,0.32,36,0.5833333333333334,0.5767042384133039,3.670724930170178,4.3033046016904795,0.6325796715203014,research
cost-high,cost,high,0.32,37,0.6,0.5892826739587312,3.7208583799746338,4.376393503684241,0.6555351237096074,research
cost-high,cost,high,0.32,38,0.6166666666666667,0.6036328048001381,3.7708544898431255,4.454727131331779,0.6838726414886538,research
cost-high,cost,high,0.32,39,0.6333333333333333,0.6172152401838825,3.8207181049029937,4.5304134732241375,0.7096953683211438,research
cost-high,cost,high,0.32,40,0.65,0.6288805756629942,3.870454090071975,4.599929251053805,0.72947516098183,research
cost-high,cost,high,0.32,41,0.6666666666666666,0.6455914541271902,3.9200668651653174,4.6847539401086395,0.7646870749433221,research
cost-high,cost,high,0.32,42,0.6833333333333333,0.6585221627130922,3.969559923045242,4.75767773175441,0.7881178087091683,research
cost-high,cost,high,0.32,43,0.7,0.6699849652278976,4.018935286439188,4.825871331997865,0.8069360455586772,research
cost-high,cost,high,0.32,44,0.7166666666666667,0.6813510665395399,4.0681928524693545,4.89355802298995,0.8253651705205955,research
cost-high,cost,high,0.32,45,0.7333333333333333,0.696858279427878,4.11732957285014,4.973655812780288,0.8563262399301488,research
cost-high,cost,high,0.32,46,0.75,0.7133627057651477,4.166338420157819,5.0565104537205965,0.8901720335627772,research
cost-high,cost,high,0.32,47,0.7666666666666667,0.7275269863363849,4.215207095644357,5.131969587243211,0.9167624915988544,research
cost-high,cost,high,0.32,48,0.7833333333333333,0.7417117582708226,4.263916443628419,5.207216741782393,0.9433002981539733,research
cost-high,cost,high,0.32,49,0.8,0.753937946211948,4.312438557010546,5.2762581223354355,0.9638195653248891,research
cost-high,cost,high,0.32,50,0.8166666666666667,0.7658531902859276,4.360734596042331,5.344072972428849,0.9833383763865182,research
cost-high,cost,high,0.32,51,0.8333333333333334,0.7786305872271734,4.408752405837273,5.414158536637209,1.005406130799936,research
cost-high,cost,high,0.32,52,0.85,0.7909692169330425,4.456424109641149,5.482549243965468,1.0261251343243192,research
cost-high,cost,high,0.32,53,0.8666666666666667,0.806952031668809,4.503663966275524,5.561412308456934,1.0577483421814096,research
cost-high,cost,high,0.32,54,0.8833333333333333,0.8212451831359248,4.55036688885779,5.634676753589919,1.0843098647321288,research
cost-high,cost,high,0.32,55,0.9,0.8350923522654333,4.596408092153721,5.705994258791888,1.1095861666381666,research
cost-high,cost,high,0.32,56,0.9166666666666666,0.8489118396004225,4.641644326699045,5.77651713642545,1.1348728097264047,research
cost-high,cost,high,0.32,57,0.9333333333333333,0.862164730730568,4.685917037108346,5.844536556218048,1.1586195191097026,research
cost-high,cost,high,0.32,58,0.95,0.8787886157532733,4.729057543511672,5.9216066198892845,1.1925490763776123,research
cost-high,cost,high,0.32,59,0.9666666666666667,0.8900301589998373,4.770894020184659,5.981680220505693,1.2107862003210341,research
cost-high,cost,high,0.32,60,0.9833333333333333,0.9032597496949837,4.811259702298567,6.04647942420484,1.2352197219062733,research
cost-high,cost,high,0.32,61,1.0,0.9199999999999999,4.850001478058197,6.120354535330151,1.2703530572719535,research
delay-low,delay,low,0.0,1,0.0,0.09548687999931915,3.406589500192932,3.3638530877675317,-0.04273641242540016,continue
delay-low,delay,low,0.0,2,0.016666666666666666,0.11137103411077165,3.4494522427203176,3.445340858092472,-0.004111384627845549,continue
delay-low,delay,low,0.0,3,0.03333333333333333,0.12375994072982394,3.4940875998559986,3.518870246244665,0.02478264638866623,research
delay-low,delay,low,0.0,4,0.05,0.13600582415102874,3.5402927206166606,3.5932683077892764,0.05297558717261586,research
delay-low,delay,low,0.0,5,0.06666666666666667,0.14717489451572713,3.5878462340627033,3.6658421579983647,0.07799592393566135,research
delay-low,delay,low,0.0,6,0.08333333333333333,0.16018193559213745,3.6365192106900395,3.7440926432377633,0.10757343254772378,research
delay-low,delay,low,0.0,7,0.1,0.17612242877214412,3.686085901823197,3.8306115032030434,0.1445256013798466,research
delay-low,delay,low,0.0,8,0.11666666666666667,0.1921643078324491,3.7363331611842474,3.917685411294999,0.18135225011075162,research
delay-low,delay,low,0.0,9,0.13333333333333333,0.20439337838283295,3.7870677532844463,3.9949433208335843,0.20787556754913794,research
delay-low,delay,low,0.0,10,0.15,0.21873317641603707,3.838121157764282,4.0777104401614315,0.23958928239714927,research
delay-low,delay,low,0.0,11,0.16666666666666666,0.23071193908383975,3.8893518824622006,4.1542539897666995,0.2649021073044988,research
delay-low,delay,low,0.0,12,0.18333333333333332,0.24436928057104224,3.940645613923342,4.234926289908943,0.2942806759856009,research
delay-low,delay,low,0.0,13,0.2,0.26045391925429784,3.991913716065986,4.321507838808143,0.3295941227421575,research
delay-low,delay,low,0.0,14,0.21666666666666667,0.2758568548719828,4.043090634404934,4.405954486604265,0.3628638521993306,research
delay-low,delay,low,0.0,15,0.23333333333333334,0.2892714587652356,4.094130706515055,4.484946544375144,0.3908158378600888,research
delay-low,delay,low,0.0,16,0.25,0.30372411369146535,4.14500476598794,4.566164874007703,0.42116010801976334,research
delay-low,delay,low,0.0,17,0.26666666666666666,0.31636166749143146,4.195696801278216,4.64240205438403,0.4467052531058142,research
delay-low,delay,low,0.0,18,0.2833333333333333,0.330823918344627,4.246200823719183,4.722821523623447,0.4766206999042648,research
delay-low,delay,low,0.0,19,0.3,0.3471840307241996,4.296518025306833,4.807556289537813,0.5110382642309803,research
delay-low,delay,low,0.0,20,0.31666666666666665,0.3605756378332771,4.346654267053127,4.884483780518281,0.5378295134651534,research
delay-low,delay,low,0.0,21,0.3333333333333333,0.37287456540767583,4.39661792405814,4.958340796958087,0.5617228728999466,research
delay-low,delay,low,0.0,22,0.35,0.384148684849605,4.446418111555832,5.029337611182527,0.5829194996266951,research
delay-low,delay,low,0.0,23,0.36666666666666664,0.3997021369550133,4.496063315501926,5.110524675398318,0.6144613598963913,research
delay-low,delay,low,0.0,24,0.38333333333333336,0.4111861800246531,4.545560443913159,5.181390111229717,0.6358296673165587,research
delay-low,delay,low,0.0,25,0.4,0.42322011897700507,4.594914298041883,5.253300696642671,0.6583863986007881,research
delay-low,delay,low,0.0,26,0.4166666666666667,0.43912630472720376,4.644127436992545,5.334306749481273,0.6901793124887279,research
delay-low,delay,low,0.0,27,0.43333333333333335,0.4534109194543865,4.6932003802345355,5.411033236238355,0.7178328560038194,research
delay-low,delay,low,0.0,28,0.45,0.46739899706854554,4.742132065842474,5.486719256315132,0.7445871904726573,research
delay-low,delay,low,0.0,29,0.4666666666666667,0.48037051857252827,4.790920464128748,5.559649449942947,0.7687289858141995,research
delay-low,delay,low,0.0,30,0.48333333333333334,0.4949430052542562,4.83956324077697,5.636113315939878,0.7965500751629078,research
delay-low,delay,low,0.0,31,0.5,0.5108328775246992,4.88805837207371,5.715400058274915,0.8273416862012057,research
delay-low,delay,low,0.0,32,0.5166666666666667,0.5223201811245386,4.936404635829371,5.783898744036973,0.8474941082076022,research
delay-low,delay,low,0.0,33,0.5333333333333333,0.535713256379131,4.9846019309929135,5.856653120440769,0.8720511894478555,research
delay-low,delay,low,0.0,34,0.55,0.5477467424802418,5.032651411138545,5.925920347519043,0.8932689363804984,research
delay-low,delay,low,0.0,35,0.5666666666666667,0.5617550770296114,5.0805554459770885,5.999579621347445,0.9190241753703567,research
delay-low,delay,low,0.0,36,0.5833333333333334,0.5767042384133039,5.12831744584716,6.075169077531533,0.9468516316843729,research
delay-low,delay,low,0.0,37,0.6,0.5892826739587312,5.175941593789966,6.144937037580211,0.9689954437902442,research
delay-low,delay,low,0.0,38,0.6166666666666667,0.6036328048001381,5.223432527822508,6.218592247761564,0.995159719939056,research
delay-low,delay,low,0.0,39,0.6333333333333333,0.6172152401838825,5.270795004306018,6.290205719633543,1.019410715327525,research
delay-low,delay,low,0.0,40,0.65,0.6288805756629942,5.3180335554930735,6.357138578686474,1.0391050231934003,research
delay-low,delay,low,0.0,41,0.6666666666666666,0.6455914541271902,5.365152134726396,6.435509032594484,1.0703568978680877,research
delay-low,delay,low,0.0,42,0.6833333333333333,0.6585221627130922,5.412153725172539,6.504903728407598,1.092750003235059,research
delay-low,delay,low,0.0,43,0.7,0.6699849652278976,5.459039874836943,6.5707090097153875,1.1116691348784444,research
delay-low,delay,low,0.0,44,0.7166666666666667,0.6813510665395399,5.50581011262287,6.636092795684401,1.1302826830615311,research
