trial_id,strategy_id,module_id,supplied,in_source,is_candidate
2,descendant_2,trigger_a,false,false,true
2,descendant_2,trigger_b,false,false,true
2,descendant_2,bridge,false,false,true
3,inactive,core_a,false,true,false
3,inactive,core_b,false,true,false
3,inactive,core_c,false,true,false
3,inactive,expansion,false,true,false
3,inactive,trigger_a,false,true,false
3,inactive,trigger_b,false,true,false
3,inactive,bridge,false,true,false
3,base_1,core_a,true,true,false
3,base_1,core_b,true,true,false
3,base_1,core_c,true,true,false
3,base_1,expansion,false,true,false
3,base_1,trigger_a,false,true,false
3,base_1,trigger_b,false,true,false
3,base_1,bridge,false,true,false
3,base_2,core_a,true,true,false
3,base_2,core_b,true,true,false
3,base_2,core_c,true,true,false
3,base_2,expansion,false,true,false
3,base_2,trigger_a,false,true,false
3,base_2,trigger_b,false,true,false
3,base_2,bridge,false,true,false
3,base_3,core_a,true,true,false
3,base_3,core_b,true,true,false
3,base_3,core_c,true,true,false
3,base_3,expansion,false,true,false
3,base_3,trigger_a,false,true,false
3,base_3,trigger_b,false,true,false
3,base_3,bridge,false,true,false
3,frontier_addition,core_a,false,true,false
3,frontier_addition,core_b,false,true,false
3,frontier_addition,core_c,false,true,false
3,frontier_addition,expansion,false,true,false
3,frontier_addition,trigger_a,false,true,false
3,frontier_addition,trigger_b,false,true,false
3,frontier_addition,bridge,false,true,false
3,closure_carrier,core_a,false,true,false
3,closure_carrier,core_b,false,true,false
3,closure_carrier,core_c,false,true,false
3,closure_carrier,expansion,true,true,false
3,closure_carrier,trigger_a,false,true,false
3,closure_carrier,trigger_b,false,true,false
3,closure_carrier,bridge,false,true,false
3,descendant_1,core_a,false,false,true
3,descendant_1,core_b,false,false,true
3,descendant_1,core_c,false,false,true
3,descendant_1,expansion,false,false,true
3,descendant_1,trigger_a,false,false,true
3,descendant_1,trigger_b,false,false,true
3,descendant_1,bridge,false,false,true
3,descendant_2,core_a,false,false,true
3,descendant_2,core_b,false,false,true
3,descendant_2,core_c,false,false,true
3,descendant_2,expansion,false,false,true
3,descendant_2,trigger_a,false,false,true
3,descendant_2,trigger_b,false,false,true
3,descendant_2,bridge,false,false,true
4,inactive,core_a,false,true,false
4,inactive,core_b,false,true,false
4,inactive,core_c,false,true,false
4,inactive,expansion,false,true,false
4,inactive,trigger_a,false,true,false
4,inactive,trigger_b,false,true,false
4,inactive,bridge,false,true,false
4,base_1,core_a,true,true,false
4,base_1,core_b,true,true,false
4,base_1,core_c,true,true,false
4,base_1,expansion,false,true,false
4,base_1,trigger_a,false,true,false
4,base_1,trigger_b,false,true,false
4,base_1,bridge,false,true,false
4,base_2,core_a,true,true,false
4,base_2,core_b,true,true,false
4,base_2,core_c,true,true,false
4,base_2,expansion,false,true,false
4,base_2,trigger_a,false,true,false
4,base_2,trigger_b,false,true,false
4,base_2,bridge,false,true,false
4,base_3,core_a,true,true,false
4,base_3,core_b,true,true,false
4,base_3,core_c,true,true,false
4,base_3,expansion,false,true,false
4,base_3,trigger_a,false,true,false
4,base_3,trigger_b,false,true,false
4,base_3,bridge,false,true,false
4,frontier_addition,core_a,false,true,false
4,frontier_addition,core_b,false,true,false
4,frontier_addition,core_c,false,true,false
4,frontier_addition,expansion,false,true,false
4,frontier_addition,trigger_a,false,true,false
4,frontier_addition,trigger_b,false,true,false
4,frontier_addition,bridge,false,true,false
4,closure_carrier,core_a,false,true,false
4,closure_carrier,core_b,false,true,false
4,closure_carrier,core_c,false,true,false
4,closure_carrier,expansion,false,true,false
4,closure_carrier,trigger_a,true,true,false
4,closure_carrier,trigger_b,true,true,false
4,closure_carrier,bridge,false,true,false
4,descendant_1,core_a,false,false,true
4,descendant_1,core_b,false,false,true
4,descendant_1,core_c,false,false,true
4,descendant_1,expansion,false,false,true
4,descendant_1,trigger_a,false,false,true
4,descendant_1,trigger_b,false,false,true
4,descendant_1,bridge,false,false,true
4,descendant_2,core_a,false,false,true
4,descendant_2,core_b,false,false,true
4,descendant_2,core_c,false,false,true
4,descendant_2,expansion,false,false,true
4,descendant_2,trigger_a,false,false,true
4,descendant_2,trigger_b,false,false,true
4,descendant_2,bridge,false,false,true
5,inactive,core_a,false,true,false
5,inactive,core_b,false,true,false
5,inactive,core_c,false,true,false
5,inactive,expansion,false,true,false
5,inactive,trigger_a,false,true,false
5,inactive,trigger_b,false,true,false
5,inactive,bridge,false,true,false
5,base_1,core_a,true,true,false
5,base_1,core_b,false,true,false
5,base_1,core_c,false,true,false
5,base_1,expansion,false,true,false
5,base_1,trigger_a,false,true,false
5,base_1,trigger_b,false,true,false
5,base_1,bridge,false,true,false
5,base_2,core_a,false,true,false
5,base_2,core_b,false,true,false
5,base_2,core_c,true,true,false
5,base_2,expansion,false,true,false
5,base_2,trigger_a,false,true,false
5,base_2,trigger_b,false,true,false
5,base_2,bridge,false,true,false
5,base_3,core_a,false,true,false
5,base_3,core_b,true,true,false
5,base_3,core_c,false,true,false
5,base_3,expansion,false,true,false
5,base_3,trigger_a,false,true,false
5,base_3,trigger_b,false,true,false
5,base_3,bridge,false,true,false
5,frontier_addition,core_a,false,true,false
5,frontier_addition,core_b,false,true,false
5,frontier_addition,core_c,false,true,false
5,frontier_addition,expansion,false,true,false
5,frontier_addition,trigger_a,false,true,false
5,frontier_addition,trigger_b,false,true,false
5,frontier_addition,bridge,false,true,false
5,closure_carrier,core_a,false,true,false
5,closure_carrier,core_b,false,true,false
5,closure_carrier,core_c,false,true,false
5,closure_carrier,expansion,false,true,false
5,closure_carrier,trigger_a,true,true,false
5,closure_carrier,trigger_b,true,true,false
5,closure_carrier,bridge,false,true,false
5,descendant_1,core_a,false,false,true
5,descendant_1,core_b,false,false,true
5,descendant_1,core_c,false,false,true
5,descendant_1,expansion,false,false,true
5,descendant_1,trigger_a,false,false,true
5,descendant_1,trigger_b,false,false,true
5,descendant_1,bridge,false,false,true
5,descendant_2,core_a,false,false,true
5,descendant_2,core_b,false,false,true
5,descendant_2,core_c,false,false,true
5,descendant_2,expansion,false,false,true
5,descendant_2,trigger_a,false,false,true
5,descendant_2,trigger_b,false,false,true
5,descendant_2,bridge,false,false,true
6,inactive,core_a,false,true,false
6,inactive,core_b,false,true,false
6,inactive,core_c,false,true,false
6,inactive,expansion,false,true,false
6,inactive,trigger_a,false,true,false
6,inactive,trigger_b,false,true,false
6,inactive,bridge,false,true,false
6,base_1,core_a,false,true,false
6,base_1,core_b,true,true,false
6,base_1,core_c,false,true,false
6,base_1,expansion,false,true,false
6,base_1,trigger_a,false,true,false
6,base_1,trigger_b,false,true,false
6,base_1,bridge,false,true,false
6,base_2,core_a,false,true,false
6,base_2,core_b,false,true,false
6,base_2,core_c,true,true,false
6,base_2,expansion,false,true,false
6,base_2,trigger_a,false,true,false
6,base_2,trigger_b,false,true,false
6,base_2,bridge,false,true,false
6,base_3,core_a,true,true,false
6,base_3,core_b,false,true,false
6,base_3,core_c,false,true,false
6,base_3,expansion,false,true,false
6,base_3,trigger_a,false,true,false
6,base_3,trigger_b,false,true,false
6,base_3,bridge,false,true,false
6,frontier_addition,core_a,false,true,false
6,frontier_addition,core_b,false,true,false
6,frontier_addition,core_c,false,true,false
6,frontier_addition,expansion,false,true,false
6,frontier_addition,trigger_a,false,true,false
6,frontier_addition,trigger_b,false,true,false
6,frontier_addition,bridge,false,true,false
6,closure_carrier,core_a,false,true,false
6,closure_carrier,core_b,false,true,false
6,closure_carrier,core_c,false,true,false
6,closure_carrier,expansion,true,true,false
6,closure_carrier,trigger_a,false,true,false
6,closure_carrier,trigger_b,false,true,false
6,closure_carrier,bridge,false,true,false
6,descendant_1,core_a,false,false,true
6,descendant_1,core_b,false,false,true
6,descendant_1,core_c,false,false,true
6,descendant_1,expansion,false,false,true
6,descendant_1,trigger_a,false,false,true
6,descendant_1,trigger_b,false,false,true
6,descendant_1,bridge,false,false,true
6,descendant_2,core_a,false,false,true
6,descendant_2,core_b,false,false,true
6,descendant_2,core_c,false,false,true
6,descendant_2,expansion,false,false,true
6,descendant_2,trigger_a,false,false,true
6,descendant_2,trigger_b,false,false,true
6,descendant_2,bridge,false,false,true
7,inactive,core_a,false,true,false
7,inactive,core_b,false,true,false
7,inactive,core_c,false,true,false
7,inactive,expansion,false,true,false
7,inactive,trigger_a,false,true,false
7,inactive,trigger_b,false,true,false
7,inactive,bridge,false,true,false
7,base_1,core_a,false,true,false
7,base_1,core_b,false,true,false
7,base_1,core_c,true,true,false
7,base_1,expansion,false,true,false
7,base_1,trigger_a,false,true,false
7,base_1,trigger_b,false,true,false
7,base_1,bridge,false,true,false
7,base_2,core_a,true,true,false
7,base_2,core_b,false,true,false
7,base_2,core_c,false,true,false
7,base_2,expansion,false,true,false
7,base_2,trigger_a,false,true,false
7,base_2,trigger_b,false,true,false
7,base_2,bridge,false,true,false
7,base_3,core_a,false,true,false
7,base_3,core_b,true,true,false
7,base_3,core_c,false,true,false
7,base_3,expansion,false,true,false
7,base_3,trigger_a,false,true,false
7,base_3,trigger_b,false,true,false
7,base_3,bridge,false,true,false
7,frontier_addition,core_a,false,true,false
7,frontier_addition,core_b,false,true,false
7,frontier_addition,core_c,false,true,false
7,frontier_addition,expansion,false,true,false
7,frontier_addition,trigger_a,false,true,false
7,frontier_addition,trigger_b,false,true,false
7,frontier_addition,bridge,false,true,false
7,closure_carrier,core_a,false,true,false
7,closure_carrier,core_b,false,true,false
7,closure_carrier,core_c,false,true,false
7,closure_carrier,expansion,false,true,false
7,closure_carrier,trigger_a,true,true,false
7,closure_carrier,trigger_b,true,true,false
7,closure_carrier,bridge,false,true,false
7,descendant_1,core_a,false,false,true
7,descendant_1,core_b,false,false,true
7,descendant_1,core_c,false,false,true
7,descendant_1,expansion,false,false,true
7,descendant_1,trigger_a,false,false,true
7,descendant_1,trigger_b,false,false,true
7,descendant_1,bridge,false,false,true
7,descendant_2,core_a,false,false,true
7,descendant_2,core_b,false,false,true
7,descendant_2,core_c,false,false,true
7,descendant_2,expansion,false,false,true
7,descendant_2,trigger_a,false,false,true
7,descendant_2,trigger_b,false,false,true
7,descendant_2,bridge,false,false,true
8,inactive,core_a,false,true,false
8,inactive,core_b,false,true,false
8,inactive,core_c,false,true,false
8,inactive,expansion,false,true,false
8,inactive,trigger_a,false,true,false
8,inactive,trigger_b,false,true,false
8,inactive,bridge,false,true,false
8,base_1,core_a,false,true,false
8,base_1,core_b,false,true,false
8,base_1,core_c,true,true,false
8,base_1,expansion,false,true,false
8,base_1,trigger_a,false,true,false
8,base_1,trigger_b,false,true,false
8,base_1,bridge,false,true,false
8,base_2,core_a,false,true,false
8,base_2,core_b,true,true,false
8,base_2,core_c,false,true,false
8,base_2,expansion,false,true,false
8,base_2,trigger_a,false,true,false
8,base_2,trigger_b,false,true,false
8,base_2,bridge,false,true,false
8,base_3,core_a,true,true,false
8,base_3,core_b,false,true,false
8,base_3,core_c,false,true,false
8,base_3,expansion,false,true,false
8,base_3,trigger_a,false,true,false
8,base_3,trigger_b,false,true,false
8,base_3,bridge,false,true,false
8,frontier_addition,core_a,false,true,false
8,frontier_addition,core_b,false,true,false
8,frontier_addition,core_c,false,true,false
8,frontier_addition,expansion,false,true,false
8,frontier_addition,trigger_a,false,true,false
8,frontier_addition,trigger_b,false,true,false
8,frontier_addition,bridge,false,true,false
8,closure_carrier,core_a,false,true,false
8,closure_carrier,core_b,false,true,false
8,closure_carrier,core_c,false,true,false
8,closure_carrier,expansion,true,true,false
8,closure_carrier,trigger_a,false,true,false
8,closure_carrier,trigger_b,false,true,false
8,closure_carrier,bridge,false,true,false
8,descendant_1,core_a,false,false,true
8,descendant_1,core_b,false,false,true
8,descendant_1,core_c,false,false,true
8,descendant_1,expansion,false,false,true
8,descendant_1,trigger_a,false,false,true
8,descendant_1,trigger_b,false,false,true
8,descendant_1,bridge,false,false,true
8,descendant_2,core_a,false,false,true
8,descendant_2,core_b,false,false,true
8,descendant_2,core_c,false,false,true
8,descendant_2,expansion,false,false,true
8,descendant_2,trigger_a,false,false,true
8,descendant_2,trigger_b,false,false,true
8,descendant_2,bridge,false,false,true
9,inactive,core_a,false,true,false
9,inactive,core_b,false,true,false
9,inactive,core_c,false,true,false
9,inactive,expansion,false,true,false
9,inactive,trigger_a,false,true,false
9,inactive,trigger_b,false,true,false
9,inactive,bridge,false,true,false
9,base_1,core_a,true,true,false
9,base_1,core_b,false,true,false
9,base_1,core_c,false,true,false
9,base_1,expansion,false,true,false
9,base_1,trigger_a,false,true,false
9,base_1,trigger_b,false,true,false
9,base_1,bridge,false,true,false
9,base_2,core_a,false,true,false
9,base_2,core_b,true,true,false
9,base_2,core_c,false,true,false
9,base_2,expansion,false,true,false
9,base_2,trigger_a,false,true,false
9,base_2,trigger_b,false,true,false
9,base_2,bridge,false,true,false
9,base_3,core_a,false,true,false
9,base_3,core_b,false,true,false
9,base_3,core_c,true,true,false
9,base_3,expansion,false,true,false
9,base_3,trigger_a,false,true,false
9,base_3,trigger_b,false,true,false
9,base_3,bridge,false,true,false
9,frontier_addition,core_a,false,true,false
9,frontier_addition,core_b,false,true,false
9,frontier_addition,core_c,false,true,false
9,frontier_addition,expansion,false,true,false
9,frontier_addition,trigger_a,false,true,false
9,frontier_addition,trigger_b,false,true,false
9,frontier_addition,bridge,false,true,false
9,closure_carrier,core_a,false,true,false
9,closure_carrier,core_b,false,true,false
9,closure_carrier,core_c,false,true,false
9,closure_carrier,expansion,false,true,false
9,closure_carrier,trigger_a,true,true,false
9,closure_carrier,trigger_b,true,true,false
9,closure_carrier,bridge,false,true,false
9,descendant_1,core_a,false,false,true
9,descendant_1,core_b,false,false,true
9,descendant_1,core_c,false,false,true
9,descendant_1,expansion,false,false,true
9,descendant_1,trigger_a,false,false,true
9,descendant_1,trigger_b,false,false,true
9,descendant_1,bridge,false,false,true
9,descendant_2,core_a,false,false,true
9,descendant_2,core_b,false,false,true
9,descendant_2,core_c,false,false,true
9,descendant_2,expansion,false,false,true
9,descendant_2,trigger_a,false,false,true
9,descendant_2,trigger_b,false,false,true
9,descendant_2,bridge,false,false,true
10,inactive,core_a,false,true,false
10,inactive,core_b,false,true,false
10,inactive,core_c,false,true,false
10,inactive,expansion,false,true,false
10,inactive,trigger_a,false,true,false
10,inactive,trigger_b,false,true,false
10,inactive,bridge,false,true,false
10,base_1,core_a,false,true,false
10,base_1,core_b,true,true,false
10,base_1,core_c,false,true,false
10,base_1,expansion,false,true,false
10,base_1,trigger_a,false,true,false
10,base_1,trigger_b,false,true,false
10,base_1,bridge,false,true,false
10,base_2,core_a,true,true,false
10,base_2,core_b,false,true,false
10,base_2,core_c,false,true,false
10,base_2,expansion,false,true,false
10,base_2,trigger_a,false,true,false
10,base_2,trigger_b,false,true,false
10,base_2,bridge,false,true,false
10,base_3,core_a,false,true,false
10,base_3,core_b,false,true,false
10,base_3,core_c,true,true,false
10,base_3,expansion,false,true,false
10,base_3,trigger_a,false,true,false
10,base_3,trigger_b,false,true,false
10,base_3,bridge,false,true,false
10,frontier_addition,core_a,false,true,false
10,frontier_addition,core_b,false,true,false
10,frontier_addition,core_c,false,true,false
10,frontier_addition,expansion,false,true,false
10,frontier_addition,trigger_a,false,true,false
10,frontier_addition,trigger_b,false,true,false
10,frontier_addition,bridge,false,true,false
10,closure_carrier,core_a,false,true,false
10,closure_carrier,core_b,false,true,false
10,closure_carrier,core_c,false,true,false
10,closure_carrier,expansion,true,true,false
10,closure_carrier,trigger_a,false,true,false
10,closure_carrier,trigger_b,false,true,false
10,closure_carrier,bridge,false,true,false
10,descendant_1,core_a,false,false,true
10,descendant_1,core_b,false,false,true
10,descendant_1,core_c,false,false,true
10,descendant_1,expansion,false,false,true
10,descendant_1,trigger_a,false,false,true
10,descendant_1,trigger_b,false,false,true
10,descendant_1,bridge,false,false,true
10,descendant_2,core_a,false,false,true
10,descendant_2,core_b,false,false,true
10,descendant_2,core_c,false,false,true
10,descendant_2,expansion,false,false,true
10,descendant_2,trigger_a,false,false,true
10,descendant_2,trigger_b,false,false,true
10,descendant_2,bridge,false,false,true
11,inactive,core_a,false,true,false
11,inactive,core_b,false,true,false
11,inactive,core_c,false,true,false
11,inactive,expansion,false,true,false
11,inactive,trigger_a,false,true,false
11,inactive,trigger_b,false,true,false
11,inactive,bridge,false,true,false
11,base_1,core_a,false,true,false
11,base_1,core_b,false,true,false
11,base_1,core_c,true,true,false
11,base_1,expansion,false,true,false
11,base_1,trigger_a,false,true,false
11,base_1,trigger_b,false,true,false
11,base_1,bridge,false,true,false
11,base_2,core_a,false,true,false
11,base_2,core_b,true,true,false
11,base_2,core_c,false,true,false
11,base_2,expansion,false,true,false
11,base_2,trigger_a,false,true,false
11,base_2,trigger_b,false,true,false
11,base_2,bridge,false,true,false
11,base_3,core_a,true,true,false
11,base_3,core_b,false,true,false
11,base_3,core_c,false,true,false
11,base_3,expansion,false,true,false
11,base_3,trigger_a,false,true,false
11,base_3,trigger_b,false,true,false
11,base_3,bridge,false,true,false
11,frontier_addition,core_a,false,true,false
11,frontier_addition,core_b,false,true,false
11,frontier_addition,core_c,false,true,false
11,frontier_addition,expansion,false,true,false
11,frontier_addition,trigger_a,false,true,false
11,frontier_addition,trigger_b,false,true,false
11,frontier_addition,bridge,false,true,false
11,closure_carrier,core_a,false,true,false
11,closure_carrier,core_b,false,true,false
11,closure_carrier,core_c,false,true,false
11,closure_carrier,expansion,false,true,false
11,closure_carrier,trigger_a,true,true,false
11,closure_carrier,trigger_b,true,true,false
11,closure_carrier,bridge,false,true,false
11,descendant_1,core_a,false,false,true
11,descendant_1,core_b,false,false,true
11,descendant_1,core_c,false,false,true
11,descendant_1,expansion,false,false,true
11,descendant_1,trigger_a,false,false,true
11,descendant_1,trigger_b,false,false,true
11,descendant_1,bridge,false,false,true
11,descendant_2,core_a,false,false,true
11,descendant_2,core_b,false,false,true
11,descendant_2,core_c,false,false,true
11,descendant_2,expansion,false,false,true
11,descendant_2,trigger_a,false,false,true
11,descendant_2,trigger_b,false,false,true
11,descendant_2,bridge,false,false,true
12,inactive,core_a,false,true,false
12,inactive,core_b,false,true,false
12,inactive,core_c,false,true,false
12,inactive,expansion,false,true,false
12,inactive,trigger_a,false,true,false
12,inactive,trigger_b,false,true,false
12,inactive,bridge,false,true,false
12,base_1,core_a,true,true,false
12,base_1,core_b,true,true,false
12,base_1,core_c,true,true,false
12,base_1,expansion,false,true,false
12,base_1,trigger_a,false,true,false
12,base_1,trigger_b,false,true,false
12,base_1,bridge,false,true,false
12,base_2,core_a,true,true,false
12,base_2,core_b,true,true,false
12,base_2,core_c,true,true,false
12,base_2,expansion,false,true,false
12,base_2,trigger_a,false,true,false
12,base_2,trigger_b,false,true,false
12,base_2,bridge,false,true,false
12,base_3,core_a,true,true,false
12,base_3,core_b,true,true,false
12,base_3,core_c,true,true,false
12,base_3,expansion,false,true,false
12,base_3,trigger_a,false,true,false
12,base_3,trigger_b,false,true,false
12,base_3,bridge,false,true,false
12,frontier_addition,core_a,false,true,false
12,frontier_addition,core_b,false,true,false
12,frontier_addition,core_c,false,true,false
12,frontier_addition,expansion,false,true,false
12,frontier_addition,trigger_a,false,true,false
12,frontier_addition,trigger_b,false,true,false
12,frontier_addition,bridge,false,true,false
12,closure_carrier,core_a,false,true,false
12,closure_carrier,core_b,false,true,false
12,closure_carrier,core_c,false,true,false
12,closure_carrier,expansion,true,true,false
12,closure_carrier,trigger_a,false,true,false
12,closure_carrier,trigger_b,false,true,false
12,closure_carrier,bridge,false,true,false
12,descendant_1,core_a,false,false,true
12,descendant_1,core_b,false,false,true
12,descendant_1,core_c,false,false,true
12,descendant_1,expansion,false,false,true
12,descendant_1,trigger_a,false,false,true
12,descendant_1,trigger_b,false,false,true
12,descendant_1,bridge,false,false,true
12,descendant_2,core_a,false,false,true
12,descendant_2,core_b,false,false,true
12,descendant_2,core_c,false,false,true
12,descendant_2,expansion,false,false,true
12,descendant_2,trigger_a,false,false,true
12,descendant_2,trigger_b,false,false,true
12,descendant_2,bridge,false,false,true
13,inactive,core_a,false,true,false
13,inactive,core_b,false,true,false
13,inactive,core_c,false,true,false
13,inactive,expansion,false,true,false
13,inactive,trigger_a,false,true,false
13,inactive,trigger_b,false,true,false
13,inactive,bridge,false,true,false
13,base_1,core_a,false,true,false
13,base_1,core_b,false,true,false
13,base_1,core_c,true,true,false
13,base_1,expansion,false,true,false
13,base_1,trigger_a,false,true,false
13,base_1,trigger_b,false,true,false
13,base_1,bridge,false,true,false
13,base_2,core_a,true,true,false
13,base_2,core_b,false,true,false
13,base_2,core_c,false,true,false
13,base_2,expansion,false,true,false
13,base_2,trigger_a,false,true,false
13,base_2,trigger_b,false,true,false
13,base_2,bridge,false,true,false
13,base_3,core_a,false,true,false
13,base_3,core_b,true,true,false
13,base_3,core_c,false,true,false
13,base_3,expansion,false,true,false
13,base_3,trigger_a,false,true,false
13,base_3,trigger_b,false,true,false
13,base_3,bridge,false,true,false
13,frontier_addition,core_a,false,true,false
13,frontier_addition,core_b,false,true,false
13,frontier_addition,core_c,false,true,false
13,frontier_addition,expansion,false,true,false
13,frontier_addition,trigger_a,false,true,false
13,frontier_addition,trigger_b,false,true,false
13,frontier_addition,bridge,false,true,false
13,closure_carrier,core_a,false,true,false
13,closure_carrier,core_b,false,true,false
13,closure_carrier,core_c,false,true,false
13,closure_carrier,expansion,true,true,false
13,closure_carrier,trigger_a,false,true,false
13,closure_carrier,trigger_b,false,true,false
13,closure_carrier,bridge,false,true,false
13,descendant_1,core_a,false,false,true
13,descendant_1,core_b,false,false,true
13,descendant_1,core_c,false,false,true
13,descendant_1,expansion,false,false,true
13,descendant_1,trigger_a,false,false,true
13,descendant_1,trigger_b,false,false,true
13,descendant_1,bridge,false,false,true
13,descendant_2,core_a,false,false,true
13,descendant_2,core_b,false,false,true
13,descendant_2,core_c,false,false,true
13,descendant_2,expansion,false,false,true
13,descendant_2,trigger_a,false,false,true
13,descendant_2,trigger_b,false,false,true
13,descendant_2,bridge,false,false,true
14,inactive,core_a,false,true,false
14,inactive,core_b,false,true,false
14,inactive,core_c,false,true,false
14,inactive,expansion,false,true,false
14,inactive,trigger_a,false,true,false
14,inactive,trigger_b,false,true,false
14,inactive,bridge,false,true,false
14,base_1,core_a,true,true,false
14,base_1,core_b,false,true,false
14,base_1,core_c,false,true,false
14,base_1,expansion,false,true,false
14,base_1,trigger_a,false,true,false
14,base_1,trigger_b,false,true,false
14,base_1,bridge,false,true,false
14,base_2,core_a,false,true,false
14,base_2,core_b,false,true,false
14,base_2,core_c,true,true,false
14,base_2,expansion,false,true,false
14,base_2,trigger_a,false,true,false
14,base_2,trigger_b,false,true,false
14,base_2,bridge,false,true,false
14,base_3,core_a,false,true,false
14,base_3,core_b,true,true,false
14,base_3,core_c,false,true,false
14,base_3,expansion,false,true,false
14,base_3,trigger_a,false,true,false
14,base_3,trigger_b,false,true,false
14,base_3,bridge,false,true,false
14,frontier_addition,core_a,false,true,false
14,frontier_addition,core_b,false,true,false
14,frontier_addition,core_c,false,true,false
14,frontier_addition,expansion,false,true,false
14,frontier_addition,trigger_a,false,true,false
14,frontier_addition,trigger_b,false,true,false
14,frontier_addition,bridge,false,true,false
14,closure_carrier,core_a,false,true,false
14,closure_carrier,core_b,false,true,false
14,closure_carrier,core_c,false,true,false
14,closure_carrier,expansion,true,true,false
14,closure_carrier,trigger_a,false,true,false
14,closure_carrier,trigger_b,false,true,false
14,closure_carrier,bridge,false,true,false
14,descendant_1,core_a,false,false,true
14,descendant_1,core_b,false,false,true
14,descendant_1,core_c,false,false,true
14,descendant_1,expansion,false,false,true
14,descendant_1,trigger_a,false,false,true
14,descendant_1,trigger_b,false,false,true
14,descendant_1,bridge,false,false,true
14,descendant_2,core_a,false,false,true
14,descendant_2,core_b,false,false,true
14,descendant_2,core_c,false,false,true
14,descendant_2,expansion,false,false,true
14,descendant_2,trigger_a,false,false,true
