trial_id,carrier,remaining_horizon,belief,action,action_value,selected,maximizing_tie_count,menu_size,raw_library_ids,frontier,closure
1,L01,3,3,research:project_1,263383//16384,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,3,research:project_2,263383//16384,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,1,continue,4806359//262144,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,1,research:project_1,20400951//1048576,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,1,research:project_2,20400951//1048576,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,2,continue,4723829//262144,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,2,research:project_1,21653013//1048576,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,2,research:project_2,21653013//1048576,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,3,continue,1161405//65536,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,3,research:project_1,5199421//262144,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,4,3,research:project_2,5199421//262144,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L10,1,1,continue,23//4,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,1,2,continue,23//4,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,1,3,continue,33//4,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,2,1,continue,161//16,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,2,2,continue,367//32,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,2,3,continue,417//32,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,3,1,continue,7213//512,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,3,2,continue,3899//256,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,3,3,continue,8373//512,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,4,1,continue,138925//8192,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,4,2,continue,145855//8192,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L10,4,3,continue,39405//2048,true,1,1,base_1;base_2;base_3;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_b;core_c
1,L11,1,1,continue,23//4,true,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,1,research:project_1,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,1,research:project_2,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,2,continue,23//4,true,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,2,research:project_1,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,2,research:project_2,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,3,continue,33//4,true,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,3,research:project_1,31//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,1,3,research:project_2,31//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,1,continue,161//16,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,1,research:project_1,333//32,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,1,research:project_2,333//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,2,continue,367//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,2,research:project_1,99//8,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,2,research:project_2,99//8,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,3,continue,417//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,3,research:project_1,455//32,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,2,3,research:project_2,455//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,1,continue,7507//512,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,1,research:project_1,15897//1024,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,1,research:project_2,15897//1024,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,2,continue,8227//512,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,2,research:project_1,35961//2048,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,2,research:project_2,35961//2048,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,3,continue,4293//256,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,3,research:project_1,37757//2048,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,3,3,research:project_2,37757//2048,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,1,continue,607447//32768,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,1,research:project_1,2556771//131072,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,1,research:project_2,2556771//131072,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,2,continue,39757//2048,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,2,research:project_1,688065//32768,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,2,research:project_2,688065//32768,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,3,continue,669753//32768,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,3,research:project_1,2909945//131072,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L11,4,3,research:project_2,2909945//131072,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,frontier_only,1,1,continue,23//4,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,1,2,continue,23//4,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,1,3,continue,33//4,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,2,1,continue,161//16,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,2,2,continue,367//32,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,2,3,continue,417//32,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,3,1,continue,7213//512,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,3,2,continue,3899//256,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,3,3,continue,8373//512,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,4,1,continue,138925//8192,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,4,2,continue,145855//8192,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,frontier_only,4,3,continue,39405//2048,true,1,1,base_1;base_2;frontier_addition;inactive,23//4;23//4;33//4,core_a;core_c
1,innovation_safe,1,1,continue,23//4,true,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,1,research:project_1,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,1,research:project_2,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,2,continue,23//4,true,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,2,research:project_1,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,2,research:project_2,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,3,continue,33//4,true,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,3,research:project_1,31//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,1,3,research:project_2,31//4,false,1,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,1,continue,161//16,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,1,research:project_1,333//32,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,1,research:project_2,333//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,2,continue,367//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,2,research:project_1,99//8,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,2,research:project_2,99//8,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,3,continue,417//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,3,research:project_1,455//32,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,2,3,research:project_2,455//32,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,1,continue,7507//512,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,1,research:project_1,15897//1024,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,1,research:project_2,15897//1024,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,2,continue,8227//512,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,2,research:project_1,35961//2048,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,2,research:project_2,35961//2048,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,3,continue,4293//256,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,3,research:project_1,37757//2048,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,3,3,research:project_2,37757//2048,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,1,continue,607447//32768,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,1,research:project_1,2556771//131072,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,1,research:project_2,2556771//131072,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,2,continue,39757//2048,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,2,research:project_1,688065//32768,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,2,research:project_2,688065//32768,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,3,continue,669753//32768,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,3,research:project_1,2909945//131072,true,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,innovation_safe,4,3,research:project_2,2909945//131072,false,2,3,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,23//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b
2,L00,1,1,continue,15//4,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,1,2,continue,17//4,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,1,3,continue,4//1,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,2,1,continue,213//32,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,2,2,continue,473//64,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,2,3,continue,445//64,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,3,1,continue,9093//1024,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,3,2,continue,1243//128,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,3,3,continue,9379//1024,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,4,1,continue,173109//16384,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,4,2,continue,187265//16384,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L00,4,3,continue,88613//8192,true,1,1,base_1;base_2;base_3;inactive,15//4;17//4;4//1,core_a;core_b;core_c
2,L01,1,1,continue,15//4,true,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
2,L01,1,1,research:project_1,7//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
2,L01,1,1,research:project_2,7//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
2,L01,1,2,continue,17//4,true,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
2,L01,1,2,research:project_1,9//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
2,L01,1,2,research:project_2,9//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
2,L01,1,3,continue,4//1,true,1,3,base_1;base_2;base_3;closure_carrier;inactive,15//4;17//4;4//1,core_a;core_b;core_c;expansion
