trial_id,input_modules,closed_modules
2,bridge;core_a;core_b;core_c;trigger_a,bridge;core_a;core_b;core_c;trigger_a
2,bridge;core_a;core_b;core_c;trigger_a;trigger_b,bridge;core_a;core_b;core_c;trigger_a;trigger_b
2,bridge;core_a;core_b;core_c;trigger_b,bridge;core_a;core_b;core_c;trigger_b
2,bridge;core_a;core_b;expansion,bridge;core_a;core_b;expansion
2,bridge;core_a;core_b;expansion;trigger_a,bridge;core_a;core_b;expansion;trigger_a
2,bridge;core_a;core_b;expansion;trigger_a;trigger_b,bridge;core_a;core_b;expansion;trigger_a;trigger_b
2,bridge;core_a;core_b;expansion;trigger_b,bridge;core_a;core_b;expansion;trigger_b
2,bridge;core_a;core_b;trigger_a,bridge;core_a;core_b;trigger_a
2,bridge;core_a;core_b;trigger_a;trigger_b,bridge;core_a;core_b;trigger_a;trigger_b
2,bridge;core_a;core_b;trigger_b,bridge;core_a;core_b;trigger_b
2,bridge;core_a;core_c,bridge;core_a;core_c
2,bridge;core_a;core_c;expansion,bridge;core_a;core_c;expansion
2,bridge;core_a;core_c;expansion;trigger_a,bridge;core_a;core_c;expansion;trigger_a
2,bridge;core_a;core_c;expansion;trigger_a;trigger_b,bridge;core_a;core_c;expansion;trigger_a;trigger_b
2,bridge;core_a;core_c;expansion;trigger_b,bridge;core_a;core_c;expansion;trigger_b
2,bridge;core_a;core_c;trigger_a,bridge;core_a;core_c;trigger_a
2,bridge;core_a;core_c;trigger_a;trigger_b,bridge;core_a;core_c;trigger_a;trigger_b
2,bridge;core_a;core_c;trigger_b,bridge;core_a;core_c;trigger_b
2,bridge;core_a;expansion,bridge;core_a;expansion
2,bridge;core_a;expansion;trigger_a,bridge;core_a;expansion;trigger_a
2,bridge;core_a;expansion;trigger_a;trigger_b,bridge;core_a;expansion;trigger_a;trigger_b
2,bridge;core_a;expansion;trigger_b,bridge;core_a;expansion;trigger_b
2,bridge;core_a;trigger_a,bridge;core_a;trigger_a
2,bridge;core_a;trigger_a;trigger_b,bridge;core_a;trigger_a;trigger_b
2,bridge;core_a;trigger_b,bridge;core_a;trigger_b
2,bridge;core_b,bridge;core_b
2,bridge;core_b;core_c,bridge;core_b;core_c
2,bridge;core_b;core_c;expansion,bridge;core_b;core_c;expansion
2,bridge;core_b;core_c;expansion;trigger_a,bridge;core_b;core_c;expansion;trigger_a
2,bridge;core_b;core_c;expansion;trigger_a;trigger_b,bridge;core_b;core_c;expansion;trigger_a;trigger_b
2,bridge;core_b;core_c;expansion;trigger_b,bridge;core_b;core_c;expansion;trigger_b
2,bridge;core_b;core_c;trigger_a,bridge;core_b;core_c;trigger_a
2,bridge;core_b;core_c;trigger_a;trigger_b,bridge;core_b;core_c;trigger_a;trigger_b
2,bridge;core_b;core_c;trigger_b,bridge;core_b;core_c;trigger_b
2,bridge;core_b;expansion,bridge;core_b;expansion
2,bridge;core_b;expansion;trigger_a,bridge;core_b;expansion;trigger_a
2,bridge;core_b;expansion;trigger_a;trigger_b,bridge;core_b;expansion;trigger_a;trigger_b
2,bridge;core_b;expansion;trigger_b,bridge;core_b;expansion;trigger_b
2,bridge;core_b;trigger_a,bridge;core_b;trigger_a
2,bridge;core_b;trigger_a;trigger_b,bridge;core_b;trigger_a;trigger_b
2,bridge;core_b;trigger_b,bridge;core_b;trigger_b
2,bridge;core_c,bridge;core_c
2,bridge;core_c;expansion,bridge;core_c;expansion
2,bridge;core_c;expansion;trigger_a,bridge;core_c;expansion;trigger_a
2,bridge;core_c;expansion;trigger_a;trigger_b,bridge;core_c;expansion;trigger_a;trigger_b
2,bridge;core_c;expansion;trigger_b,bridge;core_c;expansion;trigger_b
2,bridge;core_c;trigger_a,bridge;core_c;trigger_a
2,bridge;core_c;trigger_a;trigger_b,bridge;core_c;trigger_a;trigger_b
2,bridge;core_c;trigger_b,bridge;core_c;trigger_b
2,bridge;expansion,bridge;expansion
2,bridge;expansion;trigger_a,bridge;expansion;trigger_a
2,bridge;expansion;trigger_a;trigger_b,bridge;expansion;trigger_a;trigger_b
2,bridge;expansion;trigger_b,bridge;expansion;trigger_b
2,bridge;trigger_a,bridge;trigger_a
2,bridge;trigger_a;trigger_b,bridge;trigger_a;trigger_b
2,bridge;trigger_b,bridge;trigger_b
2,core_a,core_a
2,core_a;core_b,core_a;core_b
2,core_a;core_b;core_c,core_a;core_b;core_c
2,core_a;core_b;core_c;expansion,core_a;core_b;core_c;expansion
2,core_a;core_b;core_c;expansion;trigger_a,core_a;core_b;core_c;expansion;trigger_a
2,core_a;core_b;core_c;expansion;trigger_a;trigger_b,core_a;core_b;core_c;expansion;trigger_a;trigger_b
2,core_a;core_b;core_c;expansion;trigger_b,core_a;core_b;core_c;expansion;trigger_b
2,core_a;core_b;core_c;trigger_a,core_a;core_b;core_c;trigger_a
2,core_a;core_b;core_c;trigger_a;trigger_b,core_a;core_b;core_c;trigger_a;trigger_b
2,core_a;core_b;core_c;trigger_b,core_a;core_b;core_c;trigger_b
2,core_a;core_b;expansion,core_a;core_b;expansion
2,core_a;core_b;expansion;trigger_a,core_a;core_b;expansion;trigger_a
2,core_a;core_b;expansion;trigger_a;trigger_b,core_a;core_b;expansion;trigger_a;trigger_b
2,core_a;core_b;expansion;trigger_b,core_a;core_b;expansion;trigger_b
2,core_a;core_b;trigger_a,core_a;core_b;trigger_a
2,core_a;core_b;trigger_a;trigger_b,core_a;core_b;trigger_a;trigger_b
2,core_a;core_b;trigger_b,core_a;core_b;trigger_b
2,core_a;core_c,core_a;core_c
2,core_a;core_c;expansion,core_a;core_c;expansion
2,core_a;core_c;expansion;trigger_a,core_a;core_c;expansion;trigger_a
2,core_a;core_c;expansion;trigger_a;trigger_b,core_a;core_c;expansion;trigger_a;trigger_b
2,core_a;core_c;expansion;trigger_b,core_a;core_c;expansion;trigger_b
2,core_a;core_c;trigger_a,core_a;core_c;trigger_a
2,core_a;core_c;trigger_a;trigger_b,core_a;core_c;trigger_a;trigger_b
2,core_a;core_c;trigger_b,core_a;core_c;trigger_b
2,core_a;expansion,core_a;expansion
2,core_a;expansion;trigger_a,core_a;expansion;trigger_a
2,core_a;expansion;trigger_a;trigger_b,core_a;expansion;trigger_a;trigger_b
2,core_a;expansion;trigger_b,core_a;expansion;trigger_b
2,core_a;trigger_a,core_a;trigger_a
2,core_a;trigger_a;trigger_b,core_a;trigger_a;trigger_b
2,core_a;trigger_b,core_a;trigger_b
2,core_b,core_b
2,core_b;core_c,core_b;core_c
2,core_b;core_c;expansion,core_b;core_c;expansion
2,core_b;core_c;expansion;trigger_a,core_b;core_c;expansion;trigger_a
2,core_b;core_c;expansion;trigger_a;trigger_b,core_b;core_c;expansion;trigger_a;trigger_b
2,core_b;core_c;expansion;trigger_b,core_b;core_c;expansion;trigger_b
2,core_b;core_c;trigger_a,core_b;core_c;trigger_a
2,core_b;core_c;trigger_a;trigger_b,core_b;core_c;trigger_a;trigger_b
2,core_b;core_c;trigger_b,core_b;core_c;trigger_b
2,core_b;expansion,core_b;expansion
2,core_b;expansion;trigger_a,core_b;expansion;trigger_a
2,core_b;expansion;trigger_a;trigger_b,core_b;expansion;trigger_a;trigger_b
2,core_b;expansion;trigger_b,core_b;expansion;trigger_b
2,core_b;trigger_a,core_b;trigger_a
2,core_b;trigger_a;trigger_b,core_b;trigger_a;trigger_b
2,core_b;trigger_b,core_b;trigger_b
2,core_c,core_c
2,core_c;expansion,core_c;expansion
2,core_c;expansion;trigger_a,core_c;expansion;trigger_a
2,core_c;expansion;trigger_a;trigger_b,core_c;expansion;trigger_a;trigger_b
2,core_c;expansion;trigger_b,core_c;expansion;trigger_b
2,core_c;trigger_a,core_c;trigger_a
2,core_c;trigger_a;trigger_b,core_c;trigger_a;trigger_b
2,core_c;trigger_b,core_c;trigger_b
2,expansion,expansion
2,expansion;trigger_a,expansion;trigger_a
2,expansion;trigger_a;trigger_b,expansion;trigger_a;trigger_b
2,expansion;trigger_b,expansion;trigger_b
2,trigger_a,trigger_a
2,trigger_a;trigger_b,trigger_a;trigger_b
2,trigger_b,trigger_b
3,,
3,bridge,bridge
3,bridge;core_a,bridge;core_a
3,bridge;core_a;core_b,bridge;core_a;core_b
3,bridge;core_a;core_b;core_c,bridge;core_a;core_b;core_c
3,bridge;core_a;core_b;core_c;expansion,bridge;core_a;core_b;core_c;expansion
3,bridge;core_a;core_b;core_c;expansion;trigger_a,bridge;core_a;core_b;core_c;expansion;trigger_a
3,bridge;core_a;core_b;core_c;expansion;trigger_a;trigger_b,bridge;core_a;core_b;core_c;expansion;trigger_a;trigger_b
3,bridge;core_a;core_b;core_c;expansion;trigger_b,bridge;core_a;core_b;core_c;expansion;trigger_b
3,bridge;core_a;core_b;core_c;trigger_a,bridge;core_a;core_b;core_c;trigger_a
3,bridge;core_a;core_b;core_c;trigger_a;trigger_b,bridge;core_a;core_b;core_c;trigger_a;trigger_b
3,bridge;core_a;core_b;core_c;trigger_b,bridge;core_a;core_b;core_c;trigger_b
3,bridge;core_a;core_b;expansion,bridge;core_a;core_b;expansion
3,bridge;core_a;core_b;expansion;trigger_a,bridge;core_a;core_b;expansion;trigger_a
3,bridge;core_a;core_b;expansion;trigger_a;trigger_b,bridge;core_a;core_b;expansion;trigger_a;trigger_b
3,bridge;core_a;core_b;expansion;trigger_b,bridge;core_a;core_b;expansion;trigger_b
3,bridge;core_a;core_b;trigger_a,bridge;core_a;core_b;trigger_a
3,bridge;core_a;core_b;trigger_a;trigger_b,bridge;core_a;core_b;trigger_a;trigger_b
3,bridge;core_a;core_b;trigger_b,bridge;core_a;core_b;trigger_b
3,bridge;core_a;core_c,bridge;core_a;core_c
3,bridge;core_a;core_c;expansion,bridge;core_a;core_c;expansion
3,bridge;core_a;core_c;expansion;trigger_a,bridge;core_a;core_c;expansion;trigger_a
3,bridge;core_a;core_c;expansion;trigger_a;trigger_b,bridge;core_a;core_c;expansion;trigger_a;trigger_b
3,bridge;core_a;core_c;expansion;trigger_b,bridge;core_a;core_c;expansion;trigger_b
3,bridge;core_a;core_c;trigger_a,bridge;core_a;core_c;trigger_a
3,bridge;core_a;core_c;trigger_a;trigger_b,bridge;core_a;core_c;trigger_a;trigger_b
3,bridge;core_a;core_c;trigger_b,bridge;core_a;core_c;trigger_b
3,bridge;core_a;expansion,bridge;core_a;expansion
3,bridge;core_a;expansion;trigger_a,bridge;core_a;expansion;trigger_a
3,bridge;core_a;expansion;trigger_a;trigger_b,bridge;core_a;expansion;trigger_a;trigger_b
3,bridge;core_a;expansion;trigger_b,bridge;core_a;expansion;trigger_b
3,bridge;core_a;trigger_a,bridge;core_a;trigger_a
3,bridge;core_a;trigger_a;trigger_b,bridge;core_a;trigger_a;trigger_b
3,bridge;core_a;trigger_b,bridge;core_a;trigger_b
3,bridge;core_b,bridge;core_b
3,bridge;core_b;core_c,bridge;core_b;core_c
3,bridge;core_b;core_c;expansion,bridge;core_b;core_c;expansion
3,bridge;core_b;core_c;expansion;trigger_a,bridge;core_b;core_c;expansion;trigger_a
3,bridge;core_b;core_c;expansion;trigger_a;trigger_b,bridge;core_b;core_c;expansion;trigger_a;trigger_b
3,bridge;core_b;core_c;expansion;trigger_b,bridge;core_b;core_c;expansion;trigger_b
3,bridge;core_b;core_c;trigger_a,bridge;core_b;core_c;trigger_a
3,bridge;core_b;core_c;trigger_a;trigger_b,bridge;core_b;core_c;trigger_a;trigger_b
3,bridge;core_b;core_c;trigger_b,bridge;core_b;core_c;trigger_b
3,bridge;core_b;expansion,bridge;core_b;expansion
3,bridge;core_b;expansion;trigger_a,bridge;core_b;expansion;trigger_a
3,bridge;core_b;expansion;trigger_a;trigger_b,bridge;core_b;expansion;trigger_a;trigger_b
3,bridge;core_b;expansion;trigger_b,bridge;core_b;expansion;trigger_b
3,bridge;core_b;trigger_a,bridge;core_b;trigger_a
3,bridge;core_b;trigger_a;trigger_b,bridge;core_b;trigger_a;trigger_b
3,bridge;core_b;trigger_b,bridge;core_b;trigger_b
3,bridge;core_c,bridge;core_c
3,bridge;core_c;expansion,bridge;core_c;expansion
3,bridge;core_c;expansion;trigger_a,bridge;core_c;expansion;trigger_a
3,bridge;core_c;expansion;trigger_a;trigger_b,bridge;core_c;expansion;trigger_a;trigger_b
3,bridge;core_c;expansion;trigger_b,bridge;core_c;expansion;trigger_b
3,bridge;core_c;trigger_a,bridge;core_c;trigger_a
3,bridge;core_c;trigger_a;trigger_b,bridge;core_c;trigger_a;trigger_b
3,bridge;core_c;trigger_b,bridge;core_c;trigger_b
3,bridge;expansion,bridge;expansion
3,bridge;expansion;trigger_a,bridge;expansion;trigger_a
3,bridge;expansion;trigger_a;trigger_b,bridge;expansion;trigger_a;trigger_b
3,bridge;expansion;trigger_b,bridge;expansion;trigger_b
3,bridge;trigger_a,bridge;trigger_a
3,bridge;trigger_a;trigger_b,bridge;trigger_a;trigger_b
3,bridge;trigger_b,bridge;trigger_b
3,core_a,core_a
3,core_a;core_b,core_a;core_b
3,core_a;core_b;core_c,core_a;core_b;core_c
3,core_a;core_b;core_c;expansion,core_a;core_b;core_c;expansion
3,core_a;core_b;core_c;expansion;trigger_a,core_a;core_b;core_c;expansion;trigger_a
3,core_a;core_b;core_c;expansion;trigger_a;trigger_b,core_a;core_b;core_c;expansion;trigger_a;trigger_b
3,core_a;core_b;core_c;expansion;trigger_b,core_a;core_b;core_c;expansion;trigger_b
3,core_a;core_b;core_c;trigger_a,core_a;core_b;core_c;trigger_a
3,core_a;core_b;core_c;trigger_a;trigger_b,core_a;core_b;core_c;trigger_a;trigger_b
3,core_a;core_b;core_c;trigger_b,core_a;core_b;core_c;trigger_b
3,core_a;core_b;expansion,core_a;core_b;expansion
3,core_a;core_b;expansion;trigger_a,core_a;core_b;expansion;trigger_a
3,core_a;core_b;expansion;trigger_a;trigger_b,core_a;core_b;expansion;trigger_a;trigger_b
3,core_a;core_b;expansion;trigger_b,core_a;core_b;expansion;trigger_b
3,core_a;core_b;trigger_a,core_a;core_b;trigger_a
3,core_a;core_b;trigger_a;trigger_b,core_a;core_b;trigger_a;trigger_b
3,core_a;core_b;trigger_b,core_a;core_b;trigger_b
3,core_a;core_c,core_a;core_c
3,core_a;core_c;expansion,core_a;core_c;expansion
3,core_a;core_c;expansion;trigger_a,core_a;core_c;expansion;trigger_a
3,core_a;core_c;expansion;trigger_a;trigger_b,core_a;core_c;expansion;trigger_a;trigger_b
3,core_a;core_c;expansion;trigger_b,core_a;core_c;expansion;trigger_b
3,core_a;core_c;trigger_a,core_a;core_c;trigger_a
3,core_a;core_c;trigger_a;trigger_b,core_a;core_c;trigger_a;trigger_b
3,core_a;core_c;trigger_b,core_a;core_c;trigger_b
3,core_a;expansion,core_a;expansion
3,core_a;expansion;trigger_a,core_a;expansion;trigger_a
3,core_a;expansion;trigger_a;trigger_b,core_a;expansion;trigger_a;trigger_b
3,core_a;expansion;trigger_b,core_a;expansion;trigger_b
3,core_a;trigger_a,core_a;trigger_a
3,core_a;trigger_a;trigger_b,core_a;trigger_a;trigger_b
3,core_a;trigger_b,core_a;trigger_b
3,core_b,core_b
3,core_b;core_c,core_b;core_c
3,core_b;core_c;expansion,core_b;core_c;expansion
3,core_b;core_c;expansion;trigger_a,core_b;core_c;expansion;trigger_a
3,core_b;core_c;expansion;trigger_a;trigger_b,core_b;core_c;expansion;trigger_a;trigger_b
3,core_b;core_c;expansion;trigger_b,core_b;core_c;expansion;trigger_b
3,core_b;core_c;trigger_a,core_b;core_c;trigger_a
3,core_b;core_c;trigger_a;trigger_b,core_b;core_c;trigger_a;trigger_b
3,core_b;core_c;trigger_b,core_b;core_c;trigger_b
3,core_b;expansion,core_b;expansion
3,core_b;expansion;trigger_a,core_b;expansion;trigger_a
3,core_b;expansion;trigger_a;trigger_b,core_b;expansion;trigger_a;trigger_b
3,core_b;expansion;trigger_b,core_b;expansion;trigger_b
3,core_b;trigger_a,core_b;trigger_a
3,core_b;trigger_a;trigger_b,core_b;trigger_a;trigger_b
3,core_b;trigger_b,core_b;trigger_b
3,core_c,core_c
3,core_c;expansion,core_c;expansion
3,core_c;expansion;trigger_a,core_c;expansion;trigger_a
3,core_c;expansion;trigger_a;trigger_b,core_c;expansion;trigger_a;trigger_b
3,core_c;expansion;trigger_b,core_c;expansion;trigger_b
3,core_c;trigger_a,core_c;trigger_a
3,core_c;trigger_a;trigger_b,core_c;trigger_a;trigger_b
3,core_c;trigger_b,core_c;trigger_b
3,expansion,expansion
3,expansion;trigger_a,expansion;trigger_a
3,expansion;trigger_a;trigger_b,expansion;trigger_a;trigger_b
3,expansion;trigger_b,expansion;trigger_b
3,trigger_a,trigger_a
3,trigger_a;trigger_b,trigger_a;trigger_b
3,trigger_b,trigger_b
4,,
4,bridge,bridge
4,bridge;core_a,bridge;core_a
4,bridge;core_a;core_b,bridge;core_a;core_b
4,bridge;core_a;core_b;core_c,bridge;core_a;core_b;core_c
4,bridge;core_a;core_b;core_c;expansion,bridge;core_a;core_b;core_c;expansion
4,bridge;core_a;core_b;core_c;expansion;trigger_a,bridge;core_a;core_b;core_c;expansion;trigger_a
4,bridge;core_a;core_b;core_c;expansion;trigger_a;trigger_b,bridge;core_a;core_b;core_c;expansion;trigger_a;trigger_b
4,bridge;core_a;core_b;core_c;expansion;trigger_b,bridge;core_a;core_b;core_c;expansion;trigger_b
4,bridge;core_a;core_b;core_c;trigger_a,bridge;core_a;core_b;core_c;trigger_a
4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,bridge;core_a;core_b;core_c;trigger_a;trigger_b
4,bridge;core_a;core_b;core_c;trigger_b,bridge;core_a;core_b;core_c;trigger_b
4,bridge;core_a;core_b;expansion,bridge;core_a;core_b;expansion
4,bridge;core_a;core_b;expansion;trigger_a,bridge;core_a;core_b;expansion;trigger_a
4,bridge;core_a;core_b;expansion;trigger_a;trigger_b,bridge;core_a;core_b;expansion;trigger_a;trigger_b
4,bridge;core_a;core_b;expansion;trigger_b,bridge;core_a;core_b;expansion;trigger_b
4,bridge;core_a;core_b;trigger_a,bridge;core_a;core_b;trigger_a
4,bridge;core_a;core_b;trigger_a;trigger_b,bridge;core_a;core_b;trigger_a;trigger_b
4,bridge;core_a;core_b;trigger_b,bridge;core_a;core_b;trigger_b
4,bridge;core_a;core_c,bridge;core_a;core_c
4,bridge;core_a;core_c;expansion,bridge;core_a;core_c;expansion
