trial_id,project_id,corner,requirements,duration,operates_during_research,available,cost,admission_probability,candidate_law
13,project_2,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
13,project_2,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
13,project_2,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
13,project_2,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
14,project_1,L00,expansion,3,true,false,1//2,3//4,descendant_1:1//1
14,project_1,L01,expansion,3,true,true,1//2,3//4,descendant_1:1//1
14,project_1,L10,expansion,3,true,false,1//2,3//4,descendant_1:1//1
14,project_1,L11,expansion,3,true,true,1//2,3//4,descendant_1:1//1
14,project_2,L00,expansion,3,true,false,1//2,3//4,descendant_1:1//1
14,project_2,L01,expansion,3,true,true,1//2,3//4,descendant_1:1//1
14,project_2,L10,expansion,3,true,false,1//2,3//4,descendant_1:1//1
14,project_2,L11,expansion,3,true,true,1//2,3//4,descendant_1:1//1
15,project_1,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
15,project_1,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
15,project_1,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
15,project_1,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
15,project_2,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
15,project_2,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
15,project_2,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
15,project_2,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
16,project_1,L00,bridge,3,true,false,2//1,1//4,descendant_1:1//1
16,project_1,L01,bridge,3,true,true,2//1,1//4,descendant_1:1//1
16,project_1,L10,bridge,3,true,false,2//1,1//4,descendant_1:1//1
16,project_1,L11,bridge,3,true,true,2//1,1//4,descendant_1:1//1
16,project_2,L00,bridge,3,true,false,2//1,1//4,descendant_1:1//1
16,project_2,L01,bridge,3,true,true,2//1,1//4,descendant_1:1//1
16,project_2,L10,bridge,3,true,false,2//1,1//4,descendant_1:1//1
16,project_2,L11,bridge,3,true,true,2//1,1//4,descendant_1:1//1
17,project_1,L00,bridge,3,true,false,1//2,3//4,descendant_1:1//1
17,project_1,L01,bridge,3,true,true,1//2,3//4,descendant_1:1//1
17,project_1,L10,bridge,3,true,false,1//2,3//4,descendant_1:1//1
17,project_1,L11,bridge,3,true,true,1//2,3//4,descendant_1:1//1
17,project_2,L00,bridge,3,true,false,1//2,3//4,descendant_1:1//1
17,project_2,L01,bridge,3,true,true,1//2,3//4,descendant_1:1//1
17,project_2,L10,bridge,3,true,false,1//2,3//4,descendant_1:1//1
17,project_2,L11,bridge,3,true,true,1//2,3//4,descendant_1:1//1
18,project_1,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
18,project_1,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
18,project_1,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
18,project_1,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
18,project_2,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
18,project_2,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
18,project_2,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
18,project_2,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
19,project_1,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
19,project_1,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
19,project_1,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
19,project_1,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
19,project_2,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
19,project_2,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
19,project_2,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
19,project_2,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
20,project_1,L00,bridge,1,true,false,2//1,3//4,descendant_1:1//1
20,project_1,L01,bridge,1,true,true,2//1,3//4,descendant_1:1//1
20,project_1,L10,bridge,1,true,false,2//1,3//4,descendant_1:1//1
20,project_1,L11,bridge,1,true,true,2//1,3//4,descendant_1:1//1
20,project_2,L00,bridge,1,true,false,2//1,3//4,descendant_1:1//1
20,project_2,L01,bridge,1,true,true,2//1,3//4,descendant_1:1//1
20,project_2,L10,bridge,1,true,false,2//1,3//4,descendant_1:1//1
20,project_2,L11,bridge,1,true,true,2//1,3//4,descendant_1:1//1
21,project_1,L00,expansion,3,true,false,2//1,1//4,descendant_1:1//1
21,project_1,L01,expansion,3,true,true,2//1,1//4,descendant_1:1//1
21,project_1,L10,expansion,3,true,false,2//1,1//4,descendant_1:1//1
21,project_1,L11,expansion,3,true,true,2//1,1//4,descendant_1:1//1
21,project_2,L00,expansion,3,true,false,2//1,1//4,descendant_1:1//1
21,project_2,L01,expansion,3,true,true,2//1,1//4,descendant_1:1//1
21,project_2,L10,expansion,3,true,false,2//1,1//4,descendant_1:1//1
21,project_2,L11,expansion,3,true,true,2//1,1//4,descendant_1:1//1
22,project_1,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
22,project_1,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
22,project_1,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
22,project_1,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
22,project_2,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
22,project_2,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
22,project_2,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
22,project_2,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
23,project_1,L00,expansion,3,true,false,1//2,1//4,descendant_1:1//1
23,project_1,L01,expansion,3,true,true,1//2,1//4,descendant_1:1//1
23,project_1,L10,expansion,3,true,false,1//2,1//4,descendant_1:1//1
23,project_1,L11,expansion,3,true,true,1//2,1//4,descendant_1:1//1
23,project_2,L00,expansion,3,true,false,1//2,1//4,descendant_1:1//1
23,project_2,L01,expansion,3,true,true,1//2,1//4,descendant_1:1//1
23,project_2,L10,expansion,3,true,false,1//2,1//4,descendant_1:1//1
23,project_2,L11,expansion,3,true,true,1//2,1//4,descendant_1:1//1
24,project_1,L00,bridge,1,true,false,1//2,1//4,descendant_1:1//1
24,project_1,L01,bridge,1,true,true,1//2,1//4,descendant_1:1//1
24,project_1,L10,bridge,1,true,false,1//2,1//4,descendant_1:1//1
24,project_1,L11,bridge,1,true,true,1//2,1//4,descendant_1:1//1
24,project_2,L00,bridge,1,true,false,1//2,1//4,descendant_1:1//1
24,project_2,L01,bridge,1,true,true,1//2,1//4,descendant_1:1//1
24,project_2,L10,bridge,1,true,false,1//2,1//4,descendant_1:1//1
24,project_2,L11,bridge,1,true,true,1//2,1//4,descendant_1:1//1
25,project_1,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
25,project_1,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
25,project_1,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
25,project_1,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
25,project_2,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
25,project_2,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
25,project_2,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
25,project_2,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
26,project_1,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
26,project_1,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
26,project_1,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
26,project_1,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
26,project_2,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
26,project_2,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
26,project_2,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
26,project_2,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
27,project_1,L00,bridge,3,true,false,1//2,3//4,descendant_1:1//1
27,project_1,L01,bridge,3,true,true,1//2,3//4,descendant_1:1//1
27,project_1,L10,bridge,3,true,false,1//2,3//4,descendant_1:1//1
27,project_1,L11,bridge,3,true,true,1//2,3//4,descendant_1:1//1
27,project_2,L00,bridge,3,true,false,1//2,3//4,descendant_1:1//1
27,project_2,L01,bridge,3,true,true,1//2,3//4,descendant_1:1//1
27,project_2,L10,bridge,3,true,false,1//2,3//4,descendant_1:1//1
27,project_2,L11,bridge,3,true,true,1//2,3//4,descendant_1:1//1
28,project_1,L00,bridge,3,true,false,1//2,1//4,descendant_1:1//1
28,project_1,L01,bridge,3,true,true,1//2,1//4,descendant_1:1//1
28,project_1,L10,bridge,3,true,false,1//2,1//4,descendant_1:1//1
28,project_1,L11,bridge,3,true,true,1//2,1//4,descendant_1:1//1
28,project_2,L00,bridge,3,true,false,1//2,1//4,descendant_1:1//1
28,project_2,L01,bridge,3,true,true,1//2,1//4,descendant_1:1//1
28,project_2,L10,bridge,3,true,false,1//2,1//4,descendant_1:1//1
28,project_2,L11,bridge,3,true,true,1//2,1//4,descendant_1:1//1
29,project_1,L00,expansion,3,true,false,2//1,1//4,descendant_1:1//1
29,project_1,L01,expansion,3,true,true,2//1,1//4,descendant_1:1//1
29,project_1,L10,expansion,3,true,false,2//1,1//4,descendant_1:1//1
29,project_1,L11,expansion,3,true,true,2//1,1//4,descendant_1:1//1
29,project_2,L00,expansion,3,true,false,2//1,1//4,descendant_1:1//1
29,project_2,L01,expansion,3,true,true,2//1,1//4,descendant_1:1//1
29,project_2,L10,expansion,3,true,false,2//1,1//4,descendant_1:1//1
29,project_2,L11,expansion,3,true,true,2//1,1//4,descendant_1:1//1
30,project_1,L00,expansion,1,true,false,1//2,3//4,descendant_1:1//1
30,project_1,L01,expansion,1,true,true,1//2,3//4,descendant_1:1//1
30,project_1,L10,expansion,1,true,false,1//2,3//4,descendant_1:1//1
30,project_1,L11,expansion,1,true,true,1//2,3//4,descendant_1:1//1
30,project_2,L00,expansion,1,true,false,1//2,3//4,descendant_1:1//1
30,project_2,L01,expansion,1,true,true,1//2,3//4,descendant_1:1//1
30,project_2,L10,expansion,1,true,false,1//2,3//4,descendant_1:1//1
30,project_2,L11,expansion,1,true,true,1//2,3//4,descendant_1:1//1
31,project_1,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
31,project_1,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
31,project_1,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
31,project_1,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
31,project_2,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
31,project_2,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
31,project_2,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
31,project_2,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
32,project_1,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
32,project_1,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
32,project_1,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
32,project_1,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
32,project_2,L00,expansion,1,true,false,2//1,1//4,descendant_1:1//1
32,project_2,L01,expansion,1,true,true,2//1,1//4,descendant_1:1//1
32,project_2,L10,expansion,1,true,false,2//1,1//4,descendant_1:1//1
32,project_2,L11,expansion,1,true,true,2//1,1//4,descendant_1:1//1
33,project_1,L00,bridge,1,true,false,2//1,1//4,descendant_1:1//1
33,project_1,L01,bridge,1,true,true,2//1,1//4,descendant_1:1//1
33,project_1,L10,bridge,1,true,false,2//1,1//4,descendant_1:1//1
33,project_1,L11,bridge,1,true,true,2//1,1//4,descendant_1:1//1
33,project_2,L00,bridge,1,true,false,2//1,1//4,descendant_1:1//1
33,project_2,L01,bridge,1,true,true,2//1,1//4,descendant_1:1//1
33,project_2,L10,bridge,1,true,false,2//1,1//4,descendant_1:1//1
33,project_2,L11,bridge,1,true,true,2//1,1//4,descendant_1:1//1
34,project_1,L00,bridge,1,true,false,2//1,3//4,descendant_1:1//1
34,project_1,L01,bridge,1,true,true,2//1,3//4,descendant_1:1//1
34,project_1,L10,bridge,1,true,false,2//1,3//4,descendant_1:1//1
34,project_1,L11,bridge,1,true,true,2//1,3//4,descendant_1:1//1
34,project_2,L00,bridge,1,true,false,2//1,3//4,descendant_1:1//1
34,project_2,L01,bridge,1,true,true,2//1,3//4,descendant_1:1//1
34,project_2,L10,bridge,1,true,false,2//1,3//4,descendant_1:1//1
34,project_2,L11,bridge,1,true,true,2//1,3//4,descendant_1:1//1
35,project_1,L00,expansion,3,true,false,1//2,1//4,descendant_1:1//1
35,project_1,L01,expansion,3,true,true,1//2,1//4,descendant_1:1//1
35,project_1,L10,expansion,3,true,false,1//2,1//4,descendant_1:1//1
35,project_1,L11,expansion,3,true,true,1//2,1//4,descendant_1:1//1
35,project_2,L00,expansion,3,true,false,1//2,1//4,descendant_1:1//1
35,project_2,L01,expansion,3,true,true,1//2,1//4,descendant_1:1//1
35,project_2,L10,expansion,3,true,false,1//2,1//4,descendant_1:1//1
35,project_2,L11,expansion,3,true,true,1//2,1//4,descendant_1:1//1
36,project_1,L00,expansion,3,true,false,1//2,1//4,descendant_1:1//1
36,project_1,L01,expansion,3,true,true,1//2,1//4,descendant_1:1//1
36,project_1,L10,expansion,3,true,false,1//2,1//4,descendant_1:1//1
36,project_1,L11,expansion,3,true,true,1//2,1//4,descendant_1:1//1
36,project_2,L00,expansion,3,true,false,1//2,1//4,descendant_1:1//1
36,project_2,L01,expansion,3,true,true,1//2,1//4,descendant_1:1//1
36,project_2,L10,expansion,3,true,false,1//2,1//4,descendant_1:1//1
36,project_2,L11,expansion,3,true,true,1//2,1//4,descendant_1:1//1
37,project_1,L00,bridge,3,true,false,2//1,3//4,descendant_1:1//1
37,project_1,L01,bridge,3,true,true,2//1,3//4,descendant_1:1//1
37,project_1,L10,bridge,3,true,false,2//1,3//4,descendant_1:1//1
37,project_1,L11,bridge,3,true,true,2//1,3//4,descendant_1:1//1
37,project_2,L00,bridge,3,true,false,2//1,3//4,descendant_1:1//1
37,project_2,L01,bridge,3,true,true,2//1,3//4,descendant_1:1//1
37,project_2,L10,bridge,3,true,false,2//1,3//4,descendant_1:1//1
37,project_2,L11,bridge,3,true,true,2//1,3//4,descendant_1:1//1
38,project_1,L00,expansion,3,true,false,2//1,3//4,descendant_1:1//1
38,project_1,L01,expansion,3,true,true,2//1,3//4,descendant_1:1//1
38,project_1,L10,expansion,3,true,false,2//1,3//4,descendant_1:1//1
38,project_1,L11,expansion,3,true,true,2//1,3//4,descendant_1:1//1
38,project_2,L00,expansion,3,true,false,2//1,3//4,descendant_1:1//1
38,project_2,L01,expansion,3,true,true,2//1,3//4,descendant_1:1//1
38,project_2,L10,expansion,3,true,false,2//1,3//4,descendant_1:1//1
38,project_2,L11,expansion,3,true,true,2//1,3//4,descendant_1:1//1
39,project_1,L00,bridge,1,true,false,2//1,1//4,descendant_1:1//1
39,project_1,L01,bridge,1,true,true,2//1,1//4,descendant_1:1//1
39,project_1,L10,bridge,1,true,false,2//1,1//4,descendant_1:1//1
39,project_1,L11,bridge,1,true,true,2//1,1//4,descendant_1:1//1
39,project_2,L00,bridge,1,true,false,2//1,1//4,descendant_1:1//1
39,project_2,L01,bridge,1,true,true,2//1,1//4,descendant_1:1//1
39,project_2,L10,bridge,1,true,false,2//1,1//4,descendant_1:1//1
39,project_2,L11,bridge,1,true,true,2//1,1//4,descendant_1:1//1
40,project_1,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
40,project_1,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
40,project_1,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
40,project_1,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
40,project_2,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
40,project_2,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
40,project_2,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
40,project_2,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
41,project_1,L00,expansion,3,true,false,2//1,1//4,descendant_1:1//1
41,project_1,L01,expansion,3,true,true,2//1,1//4,descendant_1:1//1
41,project_1,L10,expansion,3,true,false,2//1,1//4,descendant_1:1//1
41,project_1,L11,expansion,3,true,true,2//1,1//4,descendant_1:1//1
41,project_2,L00,expansion,3,true,false,2//1,1//4,descendant_1:1//1
41,project_2,L01,expansion,3,true,true,2//1,1//4,descendant_1:1//1
41,project_2,L10,expansion,3,true,false,2//1,1//4,descendant_1:1//1
41,project_2,L11,expansion,3,true,true,2//1,1//4,descendant_1:1//1
42,project_1,L00,bridge,1,true,false,1//2,1//4,descendant_1:1//1
42,project_1,L01,bridge,1,true,true,1//2,1//4,descendant_1:1//1
42,project_1,L10,bridge,1,true,false,1//2,1//4,descendant_1:1//1
42,project_1,L11,bridge,1,true,true,1//2,1//4,descendant_1:1//1
42,project_2,L00,bridge,1,true,false,1//2,1//4,descendant_1:1//1
42,project_2,L01,bridge,1,true,true,1//2,1//4,descendant_1:1//1
42,project_2,L10,bridge,1,true,false,1//2,1//4,descendant_1:1//1
42,project_2,L11,bridge,1,true,true,1//2,1//4,descendant_1:1//1
43,project_1,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
43,project_1,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
43,project_1,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
43,project_1,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
43,project_2,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
43,project_2,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
43,project_2,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
43,project_2,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
44,project_1,L00,bridge,1,true,false,2//1,3//4,descendant_1:1//1
44,project_1,L01,bridge,1,true,true,2//1,3//4,descendant_1:1//1
44,project_1,L10,bridge,1,true,false,2//1,3//4,descendant_1:1//1
44,project_1,L11,bridge,1,true,true,2//1,3//4,descendant_1:1//1
44,project_2,L00,bridge,1,true,false,2//1,3//4,descendant_1:1//1
44,project_2,L01,bridge,1,true,true,2//1,3//4,descendant_1:1//1
44,project_2,L10,bridge,1,true,false,2//1,3//4,descendant_1:1//1
44,project_2,L11,bridge,1,true,true,2//1,3//4,descendant_1:1//1
45,project_1,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
45,project_1,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
45,project_1,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
45,project_1,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
45,project_2,L00,bridge,1,true,false,1//2,3//4,descendant_1:1//1
45,project_2,L01,bridge,1,true,true,1//2,3//4,descendant_1:1//1
45,project_2,L10,bridge,1,true,false,1//2,3//4,descendant_1:1//1
45,project_2,L11,bridge,1,true,true,1//2,3//4,descendant_1:1//1
46,project_1,L00,bridge,1,true,false,1//2,1//4,descendant_1:1//1
46,project_1,L01,bridge,1,true,true,1//2,1//4,descendant_1:1//1
46,project_1,L10,bridge,1,true,false,1//2,1//4,descendant_1:1//1
46,project_1,L11,bridge,1,true,true,1//2,1//4,descendant_1:1//1
46,project_2,L00,bridge,1,true,false,1//2,1//4,descendant_1:1//1
46,project_2,L01,bridge,1,true,true,1//2,1//4,descendant_1:1//1
46,project_2,L10,bridge,1,true,false,1//2,1//4,descendant_1:1//1
46,project_2,L11,bridge,1,true,true,1//2,1//4,descendant_1:1//1
47,project_1,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
47,project_1,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
47,project_1,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
47,project_1,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
47,project_2,L00,expansion,1,true,false,1//2,1//4,descendant_1:1//1
47,project_2,L01,expansion,1,true,true,1//2,1//4,descendant_1:1//1
47,project_2,L10,expansion,1,true,false,1//2,1//4,descendant_1:1//1
47,project_2,L11,expansion,1,true,true,1//2,1//4,descendant_1:1//1
